id,t,dTot,dFed,rFed,oFed,sFed,rLoc,unat,unatP
p26,0,0,0,0,20,0,0,0,0
p26,5,0,0,0,20,1,0,0,0
p26,10,0,0,0,20,6,0,0,0
p26,15,0,0,0,20,7,0,0,0
p26,20,0,0,0,20,10,0,0,0
p26,25,0,0,0,20,13,0,0,0
p26,30,0,0,0,20,15,0,0,0
p26,35,0,0,0,20,16,0,0,0
p26,60,0,0,0,20,16,0,0,0
p26,120,0,0,0,20,16,0,0,0
p26,180,0,0,0,20,16,0,0,0
p26,240,0,0,0,20,16,0,0,0
p26,300,0,0,0,20,16,0,0,0
p26,360,0,0,0,20,16,0,0,0
p26,420,0,0,0,20,16,0,0,0
p26,480,0,0,0,20,16,0,0,0
p26,540,0,0,0,20,16,0,0,0
p26,600,30,10,0,20,16,0,30,0
p26,601,30,10,0,0,0,20,10,3
p26,602,30,10,0,0,0,20,10,9
p26,603,30,10,0,0,0,20,10,7
p26,604,30,10,0,0,0,20,10,3
p26,605,30,10,0,0,0,20,10,2
p26,607,30,10,1,0,0,20,9,4
p26,608,30,10,2,0,0,20,8,1
p26,609,30,10,5,0,0,20,5,0
p26,612,30,10,5,0,0,20,5,4
p26,614,30,10,6,0,0,20,4,3
p26,615,30,10,8,0,0,20,2,1
p26,617,30,10,9,0,0,20,1,0
p26,622,30,10,9,0,0,20,1,1
p26,624,30,10,10,0,0,20,0,0
p26,660,30,10,10,0,0,20,0,0
p26,720,30,10,10,0,0,20,0,0
p26,780,30,10,10,0,0,20,0,0
p26,840,30,10,10,0,0,20,0,0
p26,900,30,10,10,0,0,20,0,0
p26,960,30,10,10,0,0,20,0,0
p26,1020,30,10,10,0,0,20,0,0
p26,1080,30,10,10,0,0,20,0,0
p26,1140,30,10,10,0,0,20,0,0
p26,1200,30,10,10,0,0,20,0,0
p26,1201,10,0,10,20,0,0,0,0
p26,1202,10,0,9,20,0,0,1,0
p26,1203,10,0,8,18,5,2,0,0
p26,1204,10,0,4,18,5,2,4,0
p26,1205,10,0,2,18,5,2,6,0
p26,1206,10,0,0,18,5,2,8,0
p26,1207,10,0,0,18,0,2,8,0
p26,1208,9,0,0,11,1,9,0,0
p26,1211,8,0,0,12,1,8,0,0
p26,1212,7,0,0,13,1,7,0,0
p26,1213,5,0,0,15,2,5,0,0
p26,1217,3,0,0,17,2,3,0,0
p26,1218,1,0,0,19,3,1,0,0
p26,1223,1,0,0,19,4,1,0,0
p26,1228,0,0,0,20,4,0,0,0
p26,1238,0,0,0,20,5,0,0,0
p26,1243,0,0,0,20,6,0,0,0
p26,1260,0,0,0,20,6,0,0,0
p26,1320,0,0,0,20,6,0,0,0
p26,1380,0,0,0,20,6,0,0,0
p26,1440,0,0,0,20,6,0,0,0
p26,1500,0,0,0,20,6,0,0,0
p26,1560,0,0,0,20,6,0,0,0
p26,1620,0,0,0,20,6,0,0,0
p26,1680,0,0,0,20,6,0,0,0
p26,1740,0,0,0,20,6,0,0,0
p26,1800,30,10,0,20,6,0,30,0
p26,1803,30,10,0,3,3,17,13,0
p26,1804,30,10,0,0,0,20,10,4
p26,1805,30,10,0,0,0,20,10,6
p26,1806,30,10,4,0,0,20,6,2
p26,1807,30,10,5,0,0,20,5,1
p26,1808,30,10,5,0,0,20,5,0
p26,1810,30,10,6,0,0,20,4,0
p26,1813,30,10,7,0,0,20,3,0
p26,1815,30,10,7,0,0,20,3,2
p26,1816,30,10,8,0,0,20,2,1
p26,1818,30,10,8,0,0,20,2,0
p26,1820,30,10,8,0,0,20,2,1
p26,1822,30,10,9,0,0,20,1,0
p26,1825,30,10,9,0,0,20,1,1
p26,1826,30,10,10,0,0,20,0,0
p26,1860,30,10,10,0,0,20,0,0
p26,1920,30,10,10,0,0,20,0,0
p26,1980,30,10,10,0,0,20,0,0
p26,2040,30,10,10,0,0,20,0,0
p26,2100,30,10,10,0,0,20,0,0
p26,2160,30,10,10,0,0,20,0,0
p26,2220,30,10,10,0,0,20,0,0
p26,2280,30,10,10,0,0,20,0,0
p26,2340,30,10,10,0,0,20,0,0
p26,2400,30,10,10,0,0,20,0,0
p26,2401,30,10,4,0,0,20,6,0
p26,2402,30,10,3,0,0,20,7,0
p26,2403,13,0,0,17,0,3,10,0
p26,2404,10,0,0,20,0,0,10,0
p26,2405,10,0,0,10,1,10,0,0
p26,2410,8,0,0,12,1,8,0,0
p26,2415,3,0,0,17,3,3,0,0
p26,2420,2,0,0,18,4,2,0,0
p26,2425,1,0,0,19,4,1,0,0
p26,2430,0,0,0,20,4,0,0,0
p26,2440,0,0,0,20,6,0,0,0
p26,2455,0,0,0,20,7,0,0,0
p26,2460,0,0,0,20,7,0,0,0
p26,2520,0,0,0,20,7,0,0,0
p26,2580,0,0,0,20,7,0,0,0
p26,2640,0,0,0,20,7,0,0,0
p26,2700,0,0,0,20,7,0,0,0
p26,2760,0,0,0,20,7,0,0,0
p26,2820,0,0,0,20,7,0,0,0
p26,2880,0,0,0,20,7,0,0,0
p26,2940,0,0,0,20,7,0,0,0
p26,3000,30,10,0,9,7,11,19,0
p26,3001,30,10,0,0,0,20,10,6
p26,3002,30,10,2,0,0,20,8,4
p26,3003,30,10,5,0,0,20,5,1
p26,3006,30,10,5,0,0,20,5,2
p26,3008,30,10,5,0,0,20,5,1
p26,3009,30,10,5,0,0,20,5,0
p26,3011,30,10,5,0,0,20,5,2
p26,3012,30,10,7,0,0,20,3,0
p26,3016,30,10,7,0,0,20,3,2
p26,3018,30,10,8,0,0,20,2,1
p26,3019,30,10,8,0,0,20,2,0
p26,3021,30,10,8,0,0,20,2,1
p26,3023,30,10,9,0,0,20,1,0
p26,3026,30,10,9,0,0,20,1,0
p26,3031,30,10,9,0,0,20,1,0
p26,3036,30,10,9,0,0,20,1,0
p26,3041,30,10,9,0,0,20,1,1
p26,3046,30,10,10,0,0,20,0,0
p26,3060,30,10,10,0,0,20,0,0
p26,3120,30,10,10,0,0,20,0,0
p26,3180,30,10,10,0,0,20,0,0
p26,3240,30,10,10,0,0,20,0,0
p26,3300,30,10,10,0,0,20,0,0
p26,3360,30,10,10,0,0,20,0,0
p26,3420,30,10,10,0,0,20,0,0
p26,3480,30,10,10,0,0,20,0,0
p26,3540,30,10,10,0,0,20,0,0
p26,3600,27,7,10,3,0,17,0,0
p26,3601,10,0,9,20,0,0,1,0
p26,3602,8,0,6,19,0,1,1,0
p26,3603,5,0,2,19,0,1,2,0
p26,3604,5,0,0,19,0,1,4,0
p26,3607,5,0,0,15,6,5,0,0
p26,3612,5,0,0,15,12,5,0,0
p26,3616,4,0,0,16,12,4,0,0
p26,3617,3,0,0,17,12,3,0,0
p26,3621,2,0,0,18,12,2,0,0
p26,3626,1,0,0,19,12,1,0,0
p26,3627,1,0,0,19,14,1,0,0
p26,3632,1,0,0,19,15,1,0,0
p26,3637,1,0,0,19,16,1,0,0
p26,3642,1,0,0,19,17,1,0,0
p26,3646,0,0,0,20,17,0,0,0
p26,3660,0,0,0,20,17,0,0,0
p26,3720,0,0,0,20,17,0,0,0
p26,3780,0,0,0,20,17,0,0,0
p26,3840,0,0,0,20,17,0,0,0
p26,3900,0,0,0,20,17,0,0,0
p26,3960,0,0,0,20,17,0,0,0
p26,4020,0,0,0,20,17,0,0,0
p26,4080,0,0,0,20,17,0,0,0
p26,4140,0,0,0,20,17,0,0,0
p26,4200,30,10,0,20,17,0,30,0
p26,4202,30,10,2,0,0,20,8,5
p26,4204,30,10,5,0,0,20,5,2
p26,4205,30,10,7,0,0,20,3,0
p26,4207,30,10,7,0,0,20,3,1
p26,4210,30,10,8,0,0,20,2,0
p26,4212,30,10,8,0,0,20,2,1
p26,4213,30,10,8,0,0,20,2,0
p26,4217,30,10,8,0,0,20,2,1
p26,4220,30,10,9,0,0,20,1,0
p26,4222,30,10,9,0,0,20,1,1
p26,4225,30,10,10,0,0,20,0,0
p26,4260,30,10,10,0,0,20,0,0
p26,4320,30,10,10,0,0,20,0,0
p26,4380,30,10,10,0,0,20,0,0
p26,4440,30,10,10,0,0,20,0,0
p26,4500,30,10,10,0,0,20,0,0
p26,4560,30,10,10,0,0,20,0,0
p26,4620,30,10,10,0,0,20,0,0
p26,4680,30,10,10,0,0,20,0,0
p26,4740,30,10,10,0,0,20,0,0
p26,4800,30,10,10,0,0,20,0,0
p26,4801,30,10,5,0,0,20,5,0
p26,4802,8,0,3,15,3,5,0,0
p26,4804,5,0,0,15,3,5,0,0
p26,4807,3,0,0,17,4,3,0,0
p26,4812,2,0,0,18,6,2,0,0
p26,4817,2,0,0,18,9,2,0,0
p26,4822,1,0,0,19,10,1,0,0
p26,4827,0,0,0,20,11,0,0,0
p26,4860,0,0,0,20,11,0,0,0
p26,4867,0,0,0,20,12,0,0,0
p26,4920,0,0,0,20,12,0,0,0
p26,4977,0,0,0,20,13,0,0,0
p26,4980,0,0,0,20,13,0,0,0
p26,5040,0,0,0,20,13,0,0,0
p26,5100,0,0,0,20,13,0,0,0
p26,5160,0,0,0,20,13,0,0,0
p26,5220,0,0,0,20,13,0,0,0
p26,5280,0,0,0,20,13,0,0,0
p26,5340,0,0,0,20,13,0,0,0
p26,5400,30,10,0,20,13,0,30,0
p26,5402,30,10,0,16,10,4,26,0
p26,5403,30,10,0,2,1,18,12,0
p26,5404,30,10,0,0,0,20,10,8
p26,5405,30,10,2,0,0,20,8,6
p26,5407,30,10,2,0,0,20,8,5
p26,5408,30,10,5,0,0,20,5,1
p26,5409,30,10,5,0,0,20,5,4
p26,5412,30,10,5,0,0,20,5,2
p26,5413,30,10,6,0,0,20,4,1
p26,5414,30,10,6,0,0,20,4,3
p26,5418,30,10,8,0,0,20,2,1
p26,5419,30,10,8,0,0,20,2,1
p26,5424,30,10,8,0,0,20,2,2
p26,5427,30,10,9,0,0,20,1,1
p26,5429,30,10,10,0,0,20,0,0
p26,5460,30,10,10,0,0,20,0,0
p26,5520,30,10,10,0,0,20,0,0
p26,5580,30,10,10,0,0,20,0,0
p26,5640,30,10,10,0,0,20,0,0
p26,5700,30,10,10,0,0,20,0,0
p26,5760,30,10,10,0,0,20,0,0
p26,5820,30,10,10,0,0,20,0,0
p26,5880,30,10,10,0,0,20,0,0
p26,5940,30,10,10,0,0,20,0,0
p26,6000,30,10,10,0,0,20,0,0
p26,6002,26,6,9,4,0,16,1,0
p26,6003,12,0,3,18,0,2,7,0
