id,t,dTot,dFed,rFed,oFed,sFed,rLoc,unat,unatP
p27,0,0,0,0,20,0,0,0,0
p27,5,0,0,0,20,1,0,0,0
p27,10,0,0,0,20,9,0,0,0
p27,11,0,0,0,20,17,0,0,0
p27,16,0,0,0,20,19,0,0,0
p27,21,0,0,0,20,20,0,0,0
p27,605,9,0,0,20,20,0,9,0
p27,606,13,0,0,20,20,0,13,0
p27,607,15,0,0,20,20,0,15,0
p27,608,17,0,0,20,20,0,17,0
p27,610,19,0,0,20,20,0,19,0
p27,611,21,1,0,20,20,0,21,0
p27,612,22,2,0,20,20,0,22,0
p27,613,23,3,0,20,20,0,23,0
p27,614,24,4,0,20,20,0,24,0
p27,615,25,5,0,20,20,0,25,0
p27,616,26,6,0,20,20,0,26,0
p27,617,27,7,0,20,20,0,27,0
p27,618,30,10,0,20,20,0,30,0
p27,619,30,10,0,20,19,0,30,0
p27,621,30,10,0,17,17,3,27,0
p27,622,30,10,0,15,14,5,25,0
p27,623,30,10,0,8,8,12,18,0
p27,624,30,10,0,1,0,19,11,0
p27,625,30,10,0,0,0,20,10,6
p27,626,30,10,0,0,0,20,10,5
p27,627,30,10,1,0,0,20,9,4
p27,628,30,10,1,0,0,20,9,3
p27,629,30,10,1,0,0,20,9,2
p27,630,30,10,1,0,0,20,9,7
p27,631,30,10,2,0,0,20,8,6
p27,632,30,10,4,0,0,20,6,4
p27,634,30,10,4,0,0,20,6,3
p27,635,30,10,5,0,0,20,5,1
p27,636,30,10,6,0,0,20,4,2
p27,638,30,10,6,0,0,20,4,1
p27,640,30,10,5,0,0,20,5,1
p27,641,30,10,7,0,0,20,3,3
p27,644,30,10,7,0,0,20,3,1
p27,645,30,10,7,0,0,20,3,0
p27,647,30,10,7,0,0,20,3,3
p27,648,30,10,7,0,0,20,3,2
p27,649,30,10,7,0,0,20,3,1
p27,653,30,10,7,0,0,20,3,2
p27,658,30,10,9,0,0,20,1,0
p27,660,30,10,9,0,0,20,1,1
p27,662,30,10,9,0,0,20,1,0
p27,666,30,10,9,0,0,20,1,0
p27,673,30,10,9,0,0,20,1,1
p27,680,30,10,9,0,0,20,1,0
p27,688,30,10,9,0,0,20,1,1
p27,689,30,10,10,0,0,20,0,0
p27,1207,30,10,9,0,0,20,1,0
p27,1212,30,10,8,0,0,20,2,0
p27,1213,30,10,8,0,0,20,2,1
p27,1215,30,10,6,0,0,20,4,1
p27,1216,30,10,5,0,0,20,5,1
p27,1221,27,7,5,3,2,17,5,1
p27,1222,25,5,5,5,5,15,5,1
p27,1223,21,1,5,9,8,11,5,1
p27,1224,16,0,5,14,11,6,5,1
p27,1225,10,0,5,18,15,2,3,1
p27,1226,10,0,5,17,17,3,2,1
p27,1227,10,0,5,16,16,4,1,1
p27,1234,10,0,5,16,16,4,1,1
p27,1238,7,0,2,16,16,4,1,1
p27,1239,6,0,2,17,17,3,1,1
p27,1241,6,0,0,17,17,3,3,1
p27,1243,5,0,0,18,17,2,3,0
p27,1245,3,0,0,17,15,3,0,0
p27,1250,3,0,0,17,17,3,0,0
p27,1262,2,0,0,18,14,2,0,0
p27,1263,2,0,0,18,13,2,0,0
p27,1265,2,0,0,18,15,2,0,0
p27,1280,2,0,0,18,16,2,0,0
p27,1285,2,0,0,18,18,2,0,0
p27,1290,2,0,0,18,18,2,0,0
p27,1295,2,0,0,18,18,2,0,0
p27,1296,1,0,0,19,18,1,0,0
p27,1298,0,0,0,20,18,0,0,0
p27,1300,0,0,0,20,20,0,0,0
p27,1355,0,0,0,20,20,0,0,0
p27,1360,0,0,0,20,20,0,0,0
p27,1370,0,0,0,20,20,0,0,0
p27,1383,0,0,0,20,19,0,0,0
p27,1385,0,0,0,20,20,0,0,0
p27,1386,0,0,0,20,20,0,0,0
p27,1391,0,0,0,20,20,0,0,0
p27,1462,0,0,0,20,20,0,0,0
