id,t,dTot,dFed,rFed,oFed,sFed,rLoc,unat,unatP
p18,0,0,0,0,20,0,0,0,0
p18,1,30,10,0,18,0,2,28,0
p18,6,30,10,0,3,1,17,13,0
p18,7,30,10,0,0,0,20,10,1
p18,8,30,10,0,0,0,20,10,4
p18,9,30,10,0,0,0,20,10,9
p18,10,30,10,3,0,0,20,7,6
p18,11,30,10,5,0,0,20,5,4
p18,12,30,10,8,0,0,20,2,1
p18,14,30,10,8,0,0,20,2,2
p18,15,30,10,8,0,0,20,2,1
p18,19,30,10,8,0,0,20,2,2
p18,24,30,10,9,0,0,20,1,1
p18,25,30,10,9,0,0,20,1,0
p18,29,30,10,9,0,0,20,1,1
p18,32,30,10,9,0,0,20,1,0
p18,35,30,10,9,0,0,20,1,0
p18,40,30,10,9,0,0,20,1,1
p18,42,30,10,9,0,0,20,1,0
p18,45,30,10,9,0,0,20,1,0
p18,50,30,10,9,0,0,20,1,1
p18,53,30,10,9,0,0,20,1,0
p18,56,30,10,9,0,0,20,1,1
p18,57,30,10,9,0,0,20,1,0
p18,61,30,10,9,0,0,20,1,1
p18,65,30,10,9,0,0,20,1,0
p18,66,30,10,9,0,0,20,1,1
p18,68,30,10,9,0,0,20,1,0
p18,72,30,10,9,0,0,20,1,0
p18,79,30,10,9,0,0,20,1,1
p18,84,30,10,9,0,0,20,1,0
p18,86,30,10,9,0,0,20,1,1
p18,87,30,10,9,0,0,20,1,0
p18,93,30,10,9,0,0,20,1,1
p18,95,30,10,9,0,0,20,1,0
p18,100,30,10,9,0,0,20,1,0
p18,109,30,10,9,0,0,20,1,1
p18,110,30,10,9,0,0,20,1,0
p18,115,30,10,9,0,0,20,1,0
p18,123,30,10,9,0,0,20,1,1
p18,128,30,10,9,0,0,20,1,0
p18,133,30,10,9,0,0,20,1,1
p18,142,30,10,9,0,0,20,1,0
p18,153,30,10,9,0,0,20,1,1
p18,162,30,10,9,0,0,20,1,0
p18,164,30,10,9,0,0,20,1,1
p18,173,30,10,9,0,0,20,1,0
p18,175,30,10,9,0,0,20,1,0
p18,182,30,10,9,0,0,20,1,1
p18,188,30,10,9,0,0,20,1,0
p18,194,30,10,9,0,0,20,1,1
p18,197,30,10,9,0,0,20,1,0
p18,208,30,10,9,0,0,20,1,1
p18,212,30,10,9,0,0,20,1,0
p18,219,30,10,9,0,0,20,1,1
p18,229,30,10,9,0,0,20,1,0
p18,233,30,10,9,0,0,20,1,1
p18,241,30,10,9,0,0,20,1,0
p18,245,30,10,9,0,0,20,1,1
p18,246,30,10,9,0,0,20,1,0
p18,259,30,10,9,0,0,20,1,1
p18,264,30,10,9,0,0,20,1,0
p18,275,30,10,9,0,0,20,1,1
p18,284,30,10,9,0,0,20,1,0
p18,289,30,10,9,0,0,20,1,1
p18,295,30,10,9,0,0,20,1,0
p18,303,30,10,9,0,0,20,1,1
p18,311,30,10,9,0,0,20,1,0
p18,319,30,10,9,0,0,20,1,1
p18,334,30,10,9,0,0,20,1,0
p18,336,30,10,9,0,0,20,1,1
p18,343,30,10,9,0,0,20,1,0
p18,352,30,10,9,0,0,20,1,1
p18,367,30,10,9,0,0,20,1,0
p18,373,30,10,9,0,0,20,1,1
p18,388,30,10,9,0,0,20,1,0
p18,390,30,10,9,0,0,20,1,1
p18,403,30,10,9,0,0,20,1,0
p18,408,30,10,9,0,0,20,1,1
p18,419,30,10,9,0,0,20,1,0
p18,425,30,10,9,0,0,20,1,1
p18,436,30,10,9,0,0,20,1,0
p18,442,30,10,9,0,0,20,1,0
p18,461,30,10,9,0,0,20,1,0
p18,480,30,10,9,0,0,20,1,1
p18,492,30,10,9,0,0,20,1,0
p18,497,30,10,9,0,0,20,1,1
p18,518,30,10,9,0,0,20,1,0
p18,535,30,10,9,0,0,20,1,0
p18,554,30,10,9,0,0,20,1,1
p18,557,30,10,9,0,0,20,1,0
p18,573,30,10,9,0,0,20,1,1
p18,575,30,10,9,0,0,20,1,0
p18,592,30,10,9,0,0,20,1,0
p18,601,29,9,9,1,1,19,1,0
p18,602,28,8,9,2,2,18,1,0
p18,606,26,6,9,4,3,16,1,0
p18,607,25,5,10,5,4,15,0,0
p18,608,24,4,10,6,5,14,0,0
p18,609,24,4,10,6,6,14,0,0
p18,610,24,4,10,6,7,14,0,0
p18,611,23,3,10,7,8,13,0,0
p18,613,22,2,10,8,8,12,0,0
p18,614,22,2,10,8,9,12,0,0
p18,615,21,1,10,9,9,11,0,0
p18,616,20,0,10,10,10,10,0,0
p18,617,18,0,9,11,10,9,0,0
p18,619,15,0,9,14,9,6,0,0
p18,620,11,0,9,18,9,2,0,0
p18,621,10,0,9,19,9,1,0,0
p18,622,7,0,7,20,9,0,0,0
p18,623,3,0,3,20,9,0,0,0
p18,624,1,0,1,20,15,0,0,0
p18,629,1,0,1,20,20,0,0,0
p18,634,1,0,1,20,20,0,0,0
p18,635,1,0,1,20,15,0,0,0
p18,636,1,0,1,20,14,0,0,0
p18,639,1,0,1,20,20,0,0,0
p18,644,1,0,1,20,20,0,0,0
p18,650,1,0,1,20,20,0,0,0
p18,661,1,0,1,20,20,0,0,0
p18,667,1,0,1,20,20,0,0,0
p18,681,1,0,1,20,20,0,0,0
p18,700,1,0,0,20,20,0,1,0
p18,703,1,0,0,19,19,1,0,0
p18,731,1,0,0,19,19,1,0,0
p18,740,1,0,0,19,19,1,0,0
p18,762,1,0,0,19,19,1,0,0
p18,829,1,0,0,19,18,1,0,0
p18,830,1,0,0,19,19,1,0,0
p18,854,1,0,0,19,18,1,0,0
p18,855,1,0,0,19,19,1,0,0
p18,1203,22,2,0,19,19,1,21,0
p18,1204,31,11,0,19,19,1,30,0
p18,1210,30,10,0,20,20,0,30,0
p18,1225,30,10,0,20,19,0,30,0
p18,1226,30,10,0,19,19,1,29,0
p18,1231,30,10,0,19,18,1,29,0
p18,1235,30,10,0,18,18,2,28,0
p18,1236,30,10,0,18,19,2,28,0
p18,1237,30,10,0,18,18,2,28,0
p18,1238,30,10,0,16,16,4,26,0
p18,1239,30,10,0,13,11,7,23,0
p18,1240,30,10,0,9,9,11,19,0
p18,1241,30,10,0,8,7,12,18,0
p18,1242,30,10,0,3,2,17,13,0
p18,1243,30,10,0,0,0,20,10,0
p18,1244,30,10,0,0,0,20,10,4
p18,1250,30,10,0,0,0,20,10,5
p18,1251,30,10,0,0,0,20,10,2
p18,1256,30,10,0,0,0,20,10,5
p18,1257,30,10,0,0,0,20,10,4
p18,1259,30,10,0,0,0,20,10,3
p18,1260,30,10,0,0,0,20,10,2
p18,1262,30,10,0,0,0,20,10,7
p18,1263,30,10,1,0,0,20,9,4
p18,1264,30,10,1,0,0,20,9,3
p18,1265,30,10,1,0,0,20,9,2
p18,1266,30,10,2,0,0,20,8,0
p18,1267,30,10,3,0,0,20,7,3
p18,1268,30,10,3,0,0,20,7,2
p18,1270,30,10,3,0,0,20,7,0
p18,1272,30,10,3,0,0,20,7,3
p18,1275,30,10,3,0,0,20,7,0
p18,1277,30,10,3,0,0,20,7,6
p18,1281,30,10,3,0,0,20,7,4
p18,1282,30,10,4,0,0,20,6,1
p18,1283,30,10,4,0,0,20,6,4
p18,1284,30,10,4,0,0,20,6,3
p18,1286,30,10,4,0,0,20,6,1
p18,1287,30,10,5,0,0,20,5,0
p18,1288,30,10,5,0,0,20,5,2
p18,1290,30,10,5,0,0,20,5,1
p18,1291,30,10,5,0,0,20,5,0
p18,1293,30,10,5,0,0,20,5,2
p18,1294,30,10,5,0,0,20,5,1
p18,1297,30,10,5,0,0,20,5,0
p18,1299,30,10,5,0,0,20,5,4
p18,1301,30,10,5,0,0,20,5,3
p18,1302,30,10,6,0,0,20,4,1
p18,1304,30,10,6,0,0,20,4,0
p18,1305,30,10,6,0,0,20,4,0
p18,1306,30,10,6,0,0,20,4,1
p18,1308,30,10,6,0,0,20,4,0
p18,1312,30,10,6,0,0,20,4,1
p18,1313,30,10,7,0,0,20,3,0
p18,1318,30,10,7,0,0,20,3,2
p18,1322,30,10,7,0,0,20,3,1
p18,1323,30,10,7,0,0,20,3,3
p18,1324,30,10,7,0,0,20,3,2
p18,1325,30,10,7,0,0,20,3,1
p18,1327,30,10,7,0,0,20,3,0
p18,1329,30,10,7,0,0,20,3,0
p18,1334,30,10,7,0,0,20,3,1
p18,1336,30,10,7,0,0,20,3,0
p18,1339,30,10,7,0,0,20,3,0
p18,1345,30,10,7,0,0,20,3,0
p18,1351,30,10,7,0,0,20,3,1
p18,1352,30,10,7,0,0,20,3,0
p18,1357,30,10,7,0,0,20,3,1
p18,1360,30,10,7,0,0,20,3,0
p18,1363,30,10,7,0,0,20,3,1
p18,1365,30,10,8,0,0,20,2,0
p18,1368,30,10,8,0,0,20,2,2
p18,1369,30,10,8,0,0,20,2,1
p18,1373,30,10,8,0,0,20,2,1
p18,1378,30,10,8,0,0,20,2,1
p18,1383,30,10,8,0,0,20,2,0
p18,1384,30,10,8,0,0,20,2,0
p18,1389,30,10,8,0,0,20,2,1
p18,1390,30,10,8,0,0,20,2,2
p18,1391,30,10,9,0,0,20,1,1
p18,1396,30,10,9,0,0,20,1,0
p18,1401,30,10,9,0,0,20,1,1
p18,1403,30,10,9,0,0,20,1,0
p18,1406,30,10,9,0,0,20,1,0
p18,1412,30,10,9,0,0,20,1,0
p18,1417,30,10,9,0,0,20,1,1
p18,1421,30,10,10,0,0,20,0,0
p18,1802,30,10,7,0,0,20,3,0
p18,1803,30,10,6,0,0,20,4,0
p18,1804,30,10,5,0,0,20,5,0
p18,1805,30,10,4,0,0,20,6,0
p18,1808,30,10,4,0,0,20,6,0
p18,1809,30,10,3,0,0,20,7,0
p18,1810,30,10,0,0,0,20,10,1
