t,kappa,nof,cycle
0,0.0,fdnof,60
1,0.17834394904458598,fdnof,60
30,0.6802721088435374,fdnof,60
31,0.9975062344139651,fdnof,60
32,1.0,fdnof,60
33,1.0,fdnof,60
60,1.0,fdnof,60
61,1.0,fdnof,60
91,1.0,fdnof,60
121,1.0,fdnof,60
122,1.0,fdnof,60
152,1.0,fdnof,60
182,1.0,fdnof,60
212,1.0,fdnof,60
242,1.0,fdnof,60
391,1.0,fdnof,60
420,1.0,fdnof,60
422,1.0,fdnof,60
451,1.0,fdnof,60
662,1.0,fdnof,60
722,1.0,fdnof,60
873,1.0,fdnof,60
1023,1.0,fdnof,60
1086,1.0,fdnof,60
1089,1.0,fdnof,60
1176,1.0,fdnof,60
1204,1.0,fdnof,60
1510,1.0,fdnof,60
1746,1.0,fdnof,60
1778,1.0,fdnof,60
2047,1.0,fdnof,60
2049,1.0,fdnof,60
2050,1.0,fdnof,60
2055,1.0,fdnof,60
2107,1.0,fdnof,60
2266,1.0,fdnof,60
2952,1.0,fdnof,60
3045,1.0,fdnof,60
3100,1.0,fdnof,60
3134,1.0,fdnof,60
3226,1.0,fdnof,60
3260,1.0,fdnof,60
3289,1.0,fdnof,60
3377,1.0,fdnof,60
3600,1.8768472906403941,fdnof,60
3601,1.7272727272727273,fdnof,60
3611,1.7272727272727273,fdnof,60
3612,1.7511520737327189,fdnof,60
3613,1.7882352941176471,fdnof,60
3614,1.8357487922705313,fdnof,60
3615,1.9,fdnof,60
3616,1.9689119170984455,fdnof,60
3617,2.043010752688172,fdnof,60
3618,2.122905027932961,fdnof,60
3619,2.29607250755287,fdnof,60
3620,2.4437299035369775,fdnof,60
3621,2.7142857142857144,fdnof,60
3622,2.900763358778626,fdnof,60
3623,3.29004329004329,fdnof,60
3624,3.6893203883495147,fdnof,60
3625,4.175824175824176,fdnof,60
3626,4.720496894409938,fdnof,60
3627,5.507246376811594,fdnof,60
3628,6.725663716814159,fdnof,60
3629,8.0,fdnof,60
3630,9.047619047619047,fdnof,60
3631,10.7,fdnof,60
3632,9.786666666666667,fdnof,60
3633,8.590361445783133,fdnof,60
3634,7.3936170212765955,fdnof,60
3635,6.39622641509434,fdnof,60
3636,5.8,fdnof,60
3637,4.813432835820896,fdnof,60
3638,3.703030303030303,fdnof,60
3639,3.2527472527472527,fdnof,60
3640,2.676190476190476,fdnof,60
3641,2.0078740157480315,fdnof,60
3642,2.094170403587444,fdnof,60
3643,1.951111111111111,fdnof,60
3644,1.7416666666666667,fdnof,60
3645,1.6518218623481782,fdnof,60
3646,1.7370689655172413,fdnof,60
3647,1.7434782608695651,fdnof,60
3648,2.0618556701030926,fdnof,60
3649,2.150537634408602,fdnof,60
3650,2.684563758389262,fdnof,60
3651,2.816901408450704,fdnof,60
3652,2.9197080291970803,fdnof,60
3653,3.278688524590164,fdnof,60
3654,3.669724770642202,fdnof,60
3655,3.9603960396039604,fdnof,60
3656,4.081632653061225,fdnof,60
3657,5.797101449275362,fdnof,60
3658,6.451612903225806,fdnof,60
3659,7.6923076923076925,fdnof,60
3660,8.333333333333334,fdnof,60
3661,9.30232558139535,fdnof,60
3663,9.090909090909092,fdnof,60
3664,8.16326530612245,fdnof,60
3668,8.0,fdnof,60
3670,8.0,fdnof,60
3671,7.8431372549019605,fdnof,60
3672,7.547169811320755,fdnof,60
3673,7.2727272727272725,fdnof,60
3674,6.896551724137931,fdnof,60
3675,6.666666666666667,fdnof,60
3676,6.666666666666667,fdnof,60
3677,6.25,fdnof,60
3678,5.970149253731344,fdnof,60
3679,5.555555555555555,fdnof,60
3680,5.47945205479452,fdnof,60
3681,5.2631578947368425,fdnof,60
3682,4.819277108433735,fdnof,60
3683,4.597701149425287,fdnof,60
3684,4.25531914893617,fdnof,60
3685,4.123711340206185,fdnof,60
3686,3.9215686274509802,fdnof,60
3687,3.7735849056603774,fdnof,60
3688,3.669724770642202,fdnof,60
3689,3.8095238095238093,fdnof,60
3690,3.8461538461538463,fdnof,60
3691,3.9603960396039604,fdnof,60
3692,4.0,fdnof,60
3693,3.7735849056603774,fdnof,60
3694,3.6363636363636362,fdnof,60
3695,3.5714285714285716,fdnof,60
3696,3.508771929824561,fdnof,60
3697,3.4482758620689653,fdnof,60
3698,3.389830508474576,fdnof,60
3699,3.3333333333333335,fdnof,60
3702,3.3333333333333335,fdnof,60
3703,3.3057851239669422,fdnof,60
3704,3.3057851239669422,fdnof,60
3705,3.3057851239669422,fdnof,60
3706,3.3057851239669422,fdnof,60
3707,3.3057851239669422,fdnof,60
3708,3.252032520325203,fdnof,60
3709,3.278688524590164,fdnof,60
3710,3.278688524590164,fdnof,60
3711,3.1746031746031744,fdnof,60
3712,3.1746031746031744,fdnof,60
3713,3.1746031746031744,fdnof,60
3714,3.1746031746031744,fdnof,60
3715,3.1496062992125986,fdnof,60
3716,3.10077519379845,fdnof,60
3718,3.10077519379845,fdnof,60
3719,3.076923076923077,fdnof,60
3720,3.053435114503817,fdnof,60
3721,3.0303030303030303,fdnof,60
3722,2.985074626865672,fdnof,60
3723,2.898550724637681,fdnof,60
3724,2.797202797202797,fdnof,60
3725,2.73972602739726,fdnof,60
3727,2.7027027027027026,fdnof,60
3728,2.6315789473684212,fdnof,60
3729,2.5974025974025974,fdnof,60
3730,2.5316455696202533,fdnof,60
3731,2.4390243902439024,fdnof,60
3732,2.395209580838323,fdnof,60
3733,2.3255813953488373,fdnof,60
3734,2.2857142857142856,fdnof,60
3735,2.247191011235955,fdnof,60
3736,2.197802197802198,fdnof,60
3737,2.150537634408602,fdnof,60
3738,2.1052631578947367,fdnof,60
3739,2.051282051282051,fdnof,60
3740,1.951219512195122,fdnof,60
3741,1.834862385321101,fdnof,60
3742,1.7621145374449338,fdnof,60
3743,1.6736401673640167,fdnof,60
3744,1.5748031496062993,fdnof,60
3745,1.509433962264151,fdnof,60
3746,1.444043321299639,fdnof,60
3747,1.408450704225352,fdnof,60
3748,1.3605442176870748,fdnof,60
3749,1.3245033112582782,fdnof,60
