id,t,dTot,dFed,rFed,oFed,sFed,rLoc,unat,unatP
p4,0,0,0,0,20,0,0,0,0
p4,1,30,10,0,18,0,2,28,0
p4,6,30,10,0,1,0,19,11,0
p4,7,30,10,0,0,0,20,10,8
p4,8,30,10,0,0,0,20,10,10
p4,10,30,10,1,0,0,20,9,9
p4,11,30,10,1,0,0,20,9,8
p4,12,30,10,2,0,0,20,8,2
p4,13,30,10,2,0,0,20,8,5
p4,15,30,10,3,0,0,20,7,3
p4,17,30,10,4,0,0,20,6,1
p4,18,30,10,4,0,0,20,6,5
p4,21,30,10,5,0,0,20,5,3
p4,22,30,10,5,0,0,20,5,1
p4,23,30,10,5,0,0,20,5,3
p4,27,30,10,5,0,0,20,5,1
p4,28,30,10,5,0,0,20,5,2
p4,30,30,10,5,0,0,20,5,1
p4,31,30,10,5,0,0,20,5,0
p4,33,30,10,5,0,0,20,5,5
p4,36,30,10,5,0,0,20,5,3
p4,37,30,10,5,0,0,20,5,2
p4,38,30,10,5,0,0,20,5,4
p4,41,30,10,5,0,0,20,5,3
p4,43,30,10,5,0,0,20,5,5
p4,45,30,10,5,0,0,20,5,4
p4,46,30,10,5,0,0,20,5,2
p4,47,30,10,5,0,0,20,5,0
p4,49,30,10,5,0,0,20,5,4
p4,52,30,10,5,0,0,20,5,3
p4,53,30,10,5,0,0,20,5,1
p4,54,30,10,5,0,0,20,5,5
p4,55,30,10,5,0,0,20,5,4
p4,56,30,10,5,0,0,20,5,3
p4,59,30,10,5,0,0,20,5,2
p4,60,30,10,5,0,0,20,5,4
p4,61,30,10,5,0,0,20,5,3
p4,63,30,10,5,0,0,20,5,1
p4,65,30,10,5,0,0,20,5,5
p4,71,30,10,5,0,0,20,5,2
p4,72,30,10,5,0,0,20,5,0
p4,77,30,10,5,0,0,20,5,3
p4,78,30,10,5,0,0,20,5,5
p4,80,30,10,5,0,0,20,5,4
p4,81,30,10,5,0,0,20,5,3
p4,83,30,10,5,0,0,20,5,4
p4,84,30,10,5,0,0,20,5,2
p4,85,30,10,5,0,0,20,5,1
p4,86,30,10,5,0,0,20,5,0
p4,89,30,10,5,0,0,20,5,2
p4,90,30,10,5,0,0,20,5,4
p4,91,30,10,5,0,0,20,5,5
p4,93,30,10,5,0,0,20,5,2
p4,96,30,10,5,0,0,20,5,3
p4,97,30,10,5,0,0,20,5,3
p4,100,30,10,5,0,0,20,5,2
p4,102,30,10,5,0,0,20,5,1
p4,103,30,10,5,0,0,20,5,1
p4,104,30,10,5,0,0,20,5,3
p4,106,30,10,5,0,0,20,5,2
p4,110,30,10,5,0,0,20,5,4
p4,111,30,10,5,0,0,20,5,5
p4,113,30,10,5,0,0,20,5,3
p4,116,30,10,5,0,0,20,5,1
p4,117,30,10,5,0,0,20,5,3
p4,118,30,10,5,0,0,20,5,4
p4,119,30,10,5,0,0,20,5,3
p4,121,30,10,5,0,0,20,5,2
p4,124,30,10,5,0,0,20,5,3
p4,126,30,10,5,0,0,20,5,4
p4,127,30,10,5,0,0,20,5,3
p4,132,30,10,5,0,0,20,5,3
p4,133,30,10,5,0,0,20,5,4
p4,134,30,10,5,0,0,20,5,4
p4,135,30,10,5,0,0,20,5,3
p4,136,30,10,5,0,0,20,5,2
p4,137,30,10,5,0,0,20,5,1
p4,140,30,10,5,0,0,20,5,2
p4,141,30,10,5,0,0,20,5,3
p4,142,30,10,5,0,0,20,5,2
p4,143,30,10,5,0,0,20,5,4
p4,149,30,10,5,0,0,20,5,4
p4,150,30,10,5,0,0,20,5,3
p4,151,30,10,5,0,0,20,5,2
p4,152,30,10,5,0,0,20,5,3
p4,154,30,10,5,0,0,20,5,1
p4,158,30,10,5,0,0,20,5,2
p4,159,30,10,5,0,0,20,5,2
p4,160,30,10,5,0,0,20,5,4
p4,161,30,10,5,0,0,20,5,3
p4,167,30,10,5,0,0,20,5,3
p4,168,30,10,5,0,0,20,5,4
p4,169,30,10,5,0,0,20,5,3
p4,170,30,10,5,0,0,20,5,2
p4,178,30,10,5,0,0,20,5,0
p4,179,30,10,5,0,0,20,5,1
p4,180,30,10,5,0,0,20,5,2
p4,181,30,10,5,0,0,20,5,3
p4,187,30,10,5,0,0,20,5,4
p4,188,30,10,5,0,0,20,5,5
p4,191,30,10,5,0,0,20,5,4
p4,193,30,10,5,0,0,20,5,3
p4,196,30,10,5,0,0,20,5,3
p4,198,30,10,5,0,0,20,5,2
p4,199,30,10,5,0,0,20,5,1
p4,208,30,10,5,0,0,20,5,1
p4,209,30,10,5,0,0,20,5,2
p4,210,30,10,5,0,0,20,5,3
p4,211,30,10,5,0,0,20,5,4
p4,217,30,10,5,0,0,20,5,3
p4,218,30,10,5,0,0,20,5,4
p4,219,30,10,5,0,0,20,5,3
p4,224,30,10,5,0,0,20,5,2
p4,226,30,10,5,0,0,20,5,1
p4,228,30,10,5,0,0,20,5,2
p4,229,30,10,5,0,0,20,5,1
p4,230,30,10,5,0,0,20,5,1
p4,232,30,10,5,0,0,20,5,2
p4,233,30,10,5,0,0,20,5,3
p4,241,30,10,5,0,0,20,5,4
p4,242,30,10,5,0,0,20,5,2
p4,244,30,10,5,0,0,20,5,3
