t,kappa,nof,cycle
2133,1.0,sdnof,30
2136,1.0,sdnof,30
2141,1.0,sdnof,30
2144,1.0,sdnof,30
2149,1.0,sdnof,30
2152,1.0,sdnof,30
2194,1.0,sdnof,30
2256,1.0,sdnof,30
2267,1.0,sdnof,30
2279,1.0,sdnof,30
2336,1.0,sdnof,30
2342,1.0,sdnof,30
2411,1.0,sdnof,30
2461,1.0,sdnof,30
2492,1.0,sdnof,30
2509,1.0,sdnof,30
2581,1.0,sdnof,30
2594,1.0,sdnof,30
2654,1.0,sdnof,30
2691,1.0,sdnof,30
2708,1.0,sdnof,30
2796,1.0,sdnof,30
2862,1.0,sdnof,30
2874,1.0,sdnof,30
2923,1.0,sdnof,30
2924,1.0,sdnof,30
2969,1.0,sdnof,30
2994,1.0,sdnof,30
3009,1.0,sdnof,30
3041,1.0,sdnof,30
3094,1.0,sdnof,30
3111,1.0,sdnof,30
3122,1.0,sdnof,30
3134,1.0,sdnof,30
3257,1.0,sdnof,30
3286,1.0,sdnof,30
3287,1.0,sdnof,30
3292,1.0,sdnof,30
3347,1.0,sdnof,30
3384,1.0,sdnof,30
3444,1.0,sdnof,30
3482,1.0,sdnof,30
3489,1.0,sdnof,30
3504,1.0,sdnof,30
3600,2.0050125313283207,sdnof,30
3601,2.1108179419525066,sdnof,30
3602,2.23943661971831,sdnof,30
3603,2.283625730994152,sdnof,30
3604,2.346749226006192,sdnof,30
3605,2.433774834437086,sdnof,30
3606,2.4355400696864113,sdnof,30
3607,2.4779411764705883,sdnof,30
3608,2.4204545454545454,sdnof,30
3609,2.7782805429864252,sdnof,30
3610,3.056122448979592,sdnof,30
3611,2.8118279569892475,sdnof,30
3612,2.6193181818181817,sdnof,30
3613,2.2666666666666666,sdnof,30
3614,2.7777777777777777,sdnof,30
3615,3.361344537815126,sdnof,30
3616,4.395604395604396,sdnof,30
3617,5.333333333333333,sdnof,30
3618,6.0606060606060606,sdnof,30
3619,6.557377049180328,sdnof,30
3620,6.451612903225806,sdnof,30
3621,5.405405405405405,sdnof,30
3622,4.25531914893617,sdnof,30
3623,4.081632653061225,sdnof,30
3624,3.669724770642202,sdnof,30
3625,3.4188034188034186,sdnof,30
3626,3.1746031746031744,sdnof,30
3627,2.8776978417266186,sdnof,30
3628,2.5477707006369426,sdnof,30
3629,2.3391812865497075,sdnof,30
3630,2.051282051282051,sdnof,30
3631,1.8867924528301887,sdnof,30
3632,1.702127659574468,sdnof,30
3633,1.5151515151515151,sdnof,30
3634,1.4285714285714286,sdnof,30
3635,1.3377926421404682,sdnof,30
3636,1.2779552715654952,sdnof,30
3637,1.238390092879257,sdnof,30
3638,1.1976047904191616,sdnof,30
3639,1.183431952662722,sdnof,30
3640,1.1695906432748537,sdnof,30
3641,1.1627906976744187,sdnof,30
3642,1.1594202898550725,sdnof,30
3643,1.1527377521613833,sdnof,30
3644,1.1527377521613833,sdnof,30
3645,1.1494252873563218,sdnof,30
3646,1.1428571428571428,sdnof,30
3647,1.1396011396011396,sdnof,30
3648,1.1396011396011396,sdnof,30
3649,1.1396011396011396,sdnof,30
3650,1.13314447592068,sdnof,30
3651,1.13314447592068,sdnof,30
3652,1.1299435028248588,sdnof,30
3653,1.1267605633802817,sdnof,30
3655,1.1267605633802817,sdnof,30
3656,1.1235955056179776,sdnof,30
3657,1.1204481792717087,sdnof,30
3658,1.1204481792717087,sdnof,30
3659,1.1204481792717087,sdnof,30
3660,1.1173184357541899,sdnof,30
3661,1.1173184357541899,sdnof,30
3662,1.1142061281337048,sdnof,30
3663,1.1111111111111112,sdnof,30
3664,1.1111111111111112,sdnof,30
3665,1.1111111111111112,sdnof,30
3666,1.1111111111111112,sdnof,30
3667,1.10803324099723,sdnof,30
3668,1.1049723756906078,sdnof,30
3669,1.1019283746556474,sdnof,30
3670,1.1019283746556474,sdnof,30
3671,1.1019283746556474,sdnof,30
3672,1.1019283746556474,sdnof,30
3673,1.098901098901099,sdnof,30
3674,1.098901098901099,sdnof,30
3675,1.095890410958904,sdnof,30
3676,1.095890410958904,sdnof,30
3677,1.092896174863388,sdnof,30
3678,1.092896174863388,sdnof,30
3679,1.0899182561307903,sdnof,30
3680,1.0899182561307903,sdnof,30
3681,1.0899182561307903,sdnof,30
3682,1.0869565217391304,sdnof,30
3683,1.084010840108401,sdnof,30
3685,1.0781671159029649,sdnof,30
3686,1.075268817204301,sdnof,30
3687,1.0723860589812333,sdnof,30
3688,1.0695187165775402,sdnof,30
3689,1.0666666666666667,sdnof,30
3690,1.0666666666666667,sdnof,30
3693,1.0638297872340425,sdnof,30
3694,1.0582010582010581,sdnof,30
3695,1.0554089709762533,sdnof,30
3696,1.0554089709762533,sdnof,30
3697,1.0526315789473684,sdnof,30
3698,1.0471204188481675,sdnof,30
3699,1.0443864229765014,sdnof,30
3700,1.0443864229765014,sdnof,30
3701,1.0443864229765014,sdnof,30
3702,1.0416666666666667,sdnof,30
3703,1.0416666666666667,sdnof,30
3704,1.0389610389610389,sdnof,30
3706,1.0362694300518134,sdnof,30
3707,1.0362694300518134,sdnof,30
3708,1.0362694300518134,sdnof,30
3711,1.0362694300518134,sdnof,30
3712,1.0335917312661498,sdnof,30
3713,1.0309278350515463,sdnof,30
3716,1.0282776349614395,sdnof,30
3718,1.0282776349614395,sdnof,30
3721,1.0282776349614395,sdnof,30
3723,1.0282776349614395,sdnof,30
3727,1.0256410256410255,sdnof,30
3728,1.0230179028132993,sdnof,30
3733,1.0204081632653061,sdnof,30
3736,1.0204081632653061,sdnof,30
3737,1.0204081632653061,sdnof,30
3738,1.0204081632653061,sdnof,30
3742,1.0204081632653061,sdnof,30
3745,1.0178117048346056,sdnof,30
3748,1.015228426395939,sdnof,30
3756,1.015228426395939,sdnof,30
3757,1.015228426395939,sdnof,30
3758,1.0126582278481013,sdnof,30
3759,1.0101010101010102,sdnof,30
3760,1.0101010101010102,sdnof,30
3761,1.0101010101010102,sdnof,30
3763,1.0101010101010102,sdnof,30
3764,1.0101010101010102,sdnof,30
3766,1.0101010101010102,sdnof,30
3785,1.0075566750629723,sdnof,30
3787,1.0050251256281406,sdnof,30
3788,1.0050251256281406,sdnof,30
3791,1.0050251256281406,sdnof,30
3792,1.0050251256281406,sdnof,30
3798,1.0050251256281406,sdnof,30
3807,1.0050251256281406,sdnof,30
3810,1.0050251256281406,sdnof,30
3811,1.0050251256281406,sdnof,30
3814,1.0050251256281406,sdnof,30
3826,1.0050251256281406,sdnof,30
3834,1.0050251256281406,sdnof,30
3840,1.0025062656641603,sdnof,30
3843,1.0,sdnof,30
3844,1.0,sdnof,30
3855,0.9975062344139651,sdnof,30
3856,0.9975062344139651,sdnof,30
3905,0.9975062344139651,sdnof,30
3912,0.9975062344139651,sdnof,30
3914,0.9975062344139651,sdnof,30
3972,0.9975062344139651,sdnof,30
4001,0.9975062344139651,sdnof,30
4031,0.9975062344139651,sdnof,30
4062,0.9975062344139651,sdnof,30
4063,0.9975062344139651,sdnof,30
4084,0.9975062344139651,sdnof,30
4089,0.9975062344139651,sdnof,30
4092,0.9975062344139651,sdnof,30
4093,0.9975062344139651,sdnof,30
4124,0.9975062344139651,sdnof,30
4152,0.9975062344139651,sdnof,30
4195,0.9975062344139651,sdnof,30
4199,0.9975062344139651,sdnof,30
4203,0.9975062344139651,sdnof,30
4216,0.9975062344139651,sdnof,30
4243,0.9975062344139651,sdnof,30
4274,0.9975062344139651,sdnof,30
4276,0.9975062344139651,sdnof,30
4277,0.9975062344139651,sdnof,30
4288,0.9975062344139651,sdnof,30
4291,0.9975062344139651,sdnof,30
4310,0.9975062344139651,sdnof,30
4314,0.9975062344139651,sdnof,30
4315,0.9975062344139651,sdnof,30
4334,0.9975062344139651,sdnof,30
4349,0.9975062344139651,sdnof,30
4362,0.9975062344139651,sdnof,30
4364,0.9975062344139651,sdnof,30
4394,0.9975062344139651,sdnof,30
4419,0.9975062344139651,sdnof,30
4424,0.9975062344139651,sdnof,30
4454,0.9975062344139651,sdnof,30
4455,0.9975062344139651,sdnof,30
4525,0.9975062344139651,sdnof,30
4529,0.9975062344139651,sdnof,30
4539,0.9975062344139651,sdnof,30
4540,0.9975062344139651,sdnof,30
4541,0.9975062344139651,sdnof,30
4544,0.9975062344139651,sdnof,30
4555,0.9975062344139651,sdnof,30
4571,0.9975062344139651,sdnof,30
4578,0.9975062344139651,sdnof,30
4584,0.9975062344139651,sdnof,30
4585,0.9975062344139651,sdnof,30
4686,0.9975062344139651,sdnof,30
4690,0.9975062344139651,sdnof,30
4755,0.9975062344139651,sdnof,30
4760,0.9975062344139651,sdnof,30
4761,0.9975062344139651,sdnof,30
4770,0.9975062344139651,sdnof,30
5400,1.9402985074626866,sdnof,30
5401,1.8210023866348448,sdnof,30
5402,1.7353629976580796,sdnof,30
5403,1.7342995169082125,sdnof,30
5404,1.8285714285714285,sdnof,30
5405,1.8493150684931507,sdnof,30
5406,1.8530259365994237,sdnof,30
5407,1.8695652173913044,sdnof,30
5408,1.9183673469387754,sdnof,30
5409,1.9849624060150375,sdnof,30
5410,1.9693486590038314,sdnof,30
5411,2.2318840579710146,sdnof,30
5412,2.3031914893617023,sdnof,30
5413,2.688311688311688,sdnof,30
5414,2.8920863309352516,sdnof,30
5415,4.221052631578948,sdnof,30
5416,5.493150684931507,sdnof,30
5417,10.282051282051283,sdnof,30
5418,16.666666666666668,sdnof,30
5419,19.047619047619047,sdnof,30
5420,16.666666666666668,sdnof,30
5421,16.0,sdnof,30
5422,14.814814814814815,sdnof,30
5423,12.5,sdnof,30
5424,11.428571428571429,sdnof,30
5425,9.75609756097561,sdnof,30
5426,8.0,sdnof,30
5427,6.779661016949152,sdnof,30
5428,5.333333333333333,sdnof,30
5429,4.651162790697675,sdnof,30
5430,4.166666666666667,sdnof,30
5431,3.9215686274509802,sdnof,30
5432,3.508771929824561,sdnof,30
5433,3.1746031746031744,sdnof,30
5434,2.816901408450704,sdnof,30
5435,2.684563758389262,sdnof,30
5436,2.4390243902439024,sdnof,30
5437,2.2857142857142856,sdnof,30
5438,2.0725388601036268,sdnof,30
5439,1.932367149758454,sdnof,30
5440,1.8518518518518519,sdnof,30
5441,1.7167381974248928,sdnof,30
5442,1.606425702811245,sdnof,30
5443,1.5267175572519085,sdnof,30
5444,1.4705882352941178,sdnof,30
5445,1.4134275618374559,sdnof,30
5446,1.3888888888888888,sdnof,30
5447,1.3513513513513513,sdnof,30
5448,1.3201320132013201,sdnof,30
5449,1.3071895424836601,sdnof,30
5450,1.3029315960912051,sdnof,30
5451,1.3029315960912051,sdnof,30
5452,1.2944983818770226,sdnof,30
5453,1.2738853503184713,sdnof,30
5454,1.2618296529968454,sdnof,30
5455,1.2539184952978057,sdnof,30
5456,1.2461059190031152,sdnof,30
5457,1.238390092879257,sdnof,30
5458,1.238390092879257,sdnof,30
5459,1.2269938650306749,sdnof,30
5460,1.2195121951219512,sdnof,30
5461,1.2084592145015105,sdnof,30
5462,1.2048192771084338,sdnof,30
5463,1.2048192771084338,sdnof,30
5464,1.1976047904191616,sdnof,30
5465,1.1940298507462686,sdnof,30
5466,1.1904761904761905,sdnof,30
5467,1.1799410029498525,sdnof,30
5468,1.1764705882352942,sdnof,30
5469,1.1695906432748537,sdnof,30
5470,1.1661807580174928,sdnof,30
5471,1.1594202898550725,sdnof,30
5472,1.1560693641618498,sdnof,30
5473,1.1560693641618498,sdnof,30
5474,1.146131805157593,sdnof,30
5475,1.146131805157593,sdnof,30
5477,1.146131805157593,sdnof,30
5478,1.146131805157593,sdnof,30
5479,1.1428571428571428,sdnof,30
5480,1.1428571428571428,sdnof,30
5481,1.1363636363636365,sdnof,30
5482,1.1363636363636365,sdnof,30
5483,1.1363636363636365,sdnof,30
5484,1.13314447592068,sdnof,30
5485,1.1299435028248588,sdnof,30
5486,1.1235955056179776,sdnof,30
5487,1.1235955056179776,sdnof,30
5488,1.1235955056179776,sdnof,30
5489,1.1204481792717087,sdnof,30
5490,1.1173184357541899,sdnof,30
5491,1.1142061281337048,sdnof,30
5492,1.1111111111111112,sdnof,30
5493,1.1111111111111112,sdnof,30
5494,1.10803324099723,sdnof,30
5495,1.10803324099723,sdnof,30
5496,1.1019283746556474,sdnof,30
5497,1.098901098901099,sdnof,30
5498,1.098901098901099,sdnof,30
5499,1.098901098901099,sdnof,30
5500,1.095890410958904,sdnof,30
5501,1.092896174863388,sdnof,30
5503,1.0899182561307903,sdnof,30
5504,1.0899182561307903,sdnof,30
5505,1.084010840108401,sdnof,30
5508,1.0810810810810811,sdnof,30
5509,1.0810810810810811,sdnof,30
5510,1.0810810810810811,sdnof,30
5513,1.0810810810810811,sdnof,30
5514,1.0810810810810811,sdnof,30
5516,1.0781671159029649,sdnof,30
5517,1.075268817204301,sdnof,30
5518,1.075268817204301,sdnof,30
5519,1.0723860589812333,sdnof,30
5520,1.0695187165775402,sdnof,30
5523,1.0695187165775402,sdnof,30
5527,1.0666666666666667,sdnof,30
5528,1.0666666666666667,sdnof,30
5530,1.0638297872340425,sdnof,30
5531,1.0638297872340425,sdnof,30
5534,1.0638297872340425,sdnof,30
5538,1.0638297872340425,sdnof,30
5539,1.0638297872340425,sdnof,30
5541,1.0638297872340425,sdnof,30
5545,1.0610079575596818,sdnof,30
5546,1.0582010582010581,sdnof,30
5548,1.0582010582010581,sdnof,30
5549,1.0582010582010581,sdnof,30
5553,1.0554089709762533,sdnof,30
5554,1.0526315789473684,sdnof,30
5555,1.0526315789473684,sdnof,30
5556,1.0498687664041995,sdnof,30
5560,1.0498687664041995,sdnof,30
5561,1.0498687664041995,sdnof,30
5564,1.0498687664041995,sdnof,30
5568,1.0498687664041995,sdnof,30
5574,1.0498687664041995,sdnof,30
5577,1.0443864229765014,sdnof,30
5579,1.0443864229765014,sdnof,30
5580,1.0443864229765014,sdnof,30
5581,1.0443864229765014,sdnof,30
5583,1.0416666666666667,sdnof,30
5584,1.0416666666666667,sdnof,30
5586,1.0389610389610389,sdnof,30
5589,1.0389610389610389,sdnof,30
5590,1.0389610389610389,sdnof,30
5591,1.0389610389610389,sdnof,30
5596,1.0362694300518134,sdnof,30
5597,1.0335917312661498,sdnof,30
5599,1.0335917312661498,sdnof,30
5601,1.0335917312661498,sdnof,30
5606,1.0335917312661498,sdnof,30
5615,1.0309278350515463,sdnof,30
5616,1.0309278350515463,sdnof,30
5620,1.0309278350515463,sdnof,30
5625,1.0309278350515463,sdnof,30
5626,1.0309278350515463,sdnof,30
5635,1.0282776349614395,sdnof,30
5637,1.0282776349614395,sdnof,30
5640,1.0256410256410255,sdnof,30
5643,1.0230179028132993,sdnof,30
5644,1.0230179028132993,sdnof,30
5647,1.0230179028132993,sdnof,30
5650,1.0230179028132993,sdnof,30
5668,1.0204081632653061,sdnof,30
5672,1.0204081632653061,sdnof,30
5677,1.0204081632653061,sdnof,30
5680,1.0204081632653061,sdnof,30
5681,1.0204081632653061,sdnof,30
5682,1.0178117048346056,sdnof,30
5685,1.0178117048346056,sdnof,30
5687,1.0178117048346056,sdnof,30
5696,1.0178117048346056,sdnof,30
5707,1.0178117048346056,sdnof,30
5708,1.0178117048346056,sdnof,30
5710,1.0178117048346056,sdnof,30
5720,1.0178117048346056,sdnof,30
5728,1.0178117048346056,sdnof,30
5740,1.0178117048346056,sdnof,30
5741,1.0178117048346056,sdnof,30
5744,1.0178117048346056,sdnof,30
5745,1.015228426395939,sdnof,30
5747,1.015228426395939,sdnof,30
5751,1.0126582278481013,sdnof,30
5752,1.0126582278481013,sdnof,30
5761,1.0101010101010102,sdnof,30
5762,1.0101010101010102,sdnof,30
5763,1.0101010101010102,sdnof,30
5769,1.0075566750629723,sdnof,30
5770,1.0050251256281406,sdnof,30
5772,1.0050251256281406,sdnof,30
5773,1.0050251256281406,sdnof,30
5786,1.0050251256281406,sdnof,30
5788,1.0050251256281406,sdnof,30
5791,1.0050251256281406,sdnof,30
5805,1.0050251256281406,sdnof,30
5826,1.0050251256281406,sdnof,30
5831,1.0050251256281406,sdnof,30
5832,1.0050251256281406,sdnof,30
5839,1.0050251256281406,sdnof,30
5852,1.0050251256281406,sdnof,30
5857,1.0050251256281406,sdnof,30
5867,1.0050251256281406,sdnof,30
5872,1.0050251256281406,sdnof,30
5873,1.0050251256281406,sdnof,30
5877,1.0050251256281406,sdnof,30
5878,1.0050251256281406,sdnof,30
5889,1.0050251256281406,sdnof,30
5893,1.0050251256281406,sdnof,30
5894,1.0050251256281406,sdnof,30
5902,1.0050251256281406,sdnof,30
5904,1.0050251256281406,sdnof,30
5914,1.0050251256281406,sdnof,30
5916,1.0050251256281406,sdnof,30
5917,1.0050251256281406,sdnof,30
5918,1.0050251256281406,sdnof,30
5946,1.0050251256281406,sdnof,30
5948,1.0050251256281406,sdnof,30
5949,1.0050251256281406,sdnof,30
5950,1.0050251256281406,sdnof,30
5953,1.0050251256281406,sdnof,30
5956,1.0050251256281406,sdnof,30
5957,1.0050251256281406,sdnof,30
5963,1.0050251256281406,sdnof,30
5965,1.0050251256281406,sdnof,30
5979,1.0050251256281406,sdnof,30
5983,1.0050251256281406,sdnof,30
5990,1.0050251256281406,sdnof,30
6004,1.0050251256281406,sdnof,30
6010,1.0050251256281406,sdnof,30
6014,1.0050251256281406,sdnof,30
6035,1.0050251256281406,sdnof,30
6036,1.0050251256281406,sdnof,30
6040,1.0050251256281406,sdnof,30
6045,1.0050251256281406,sdnof,30
6046,1.0050251256281406,sdnof,30
6049,1.0050251256281406,sdnof,30
6052,1.0050251256281406,sdnof,30
6070,1.0050251256281406,sdnof,30
6071,1.0050251256281406,sdnof,30
6074,1.0050251256281406,sdnof,30
6076,1.0050251256281406,sdnof,30
6080,1.0050251256281406,sdnof,30
6084,1.0050251256281406,sdnof,30
6085,1.0050251256281406,sdnof,30
6086,1.0050251256281406,sdnof,30
6093,1.0050251256281406,sdnof,30
6096,1.0050251256281406,sdnof,30
6101,1.0050251256281406,sdnof,30
6105,1.0050251256281406,sdnof,30
6106,1.0050251256281406,sdnof,30
6109,1.0050251256281406,sdnof,30
6111,1.0050251256281406,sdnof,30
6121,1.0050251256281406,sdnof,30
6125,1.0050251256281406,sdnof,30
6130,1.0050251256281406,sdnof,30
6131,1.0050251256281406,sdnof,30
6132,1.0050251256281406,sdnof,30
6136,1.0050251256281406,sdnof,30
6137,1.0050251256281406,sdnof,30
6139,1.0050251256281406,sdnof,30
6146,1.0050251256281406,sdnof,30
6156,1.0050251256281406,sdnof,30
6157,1.0050251256281406,sdnof,30
6161,1.0050251256281406,sdnof,30
6162,1.0050251256281406,sdnof,30
6165,1.0050251256281406,sdnof,30
6168,1.0050251256281406,sdnof,30
6177,1.0050251256281406,sdnof,30
6181,1.0050251256281406,sdnof,30
6182,1.0025062656641603,sdnof,30
6184,1.0025062656641603,sdnof,30
6186,1.0025062656641603,sdnof,30
6187,1.0025062656641603,sdnof,30
6192,1.0025062656641603,sdnof,30
6195,1.0025062656641603,sdnof,30
6196,1.0025062656641603,sdnof,30
6197,1.0025062656641603,sdnof,30
6202,1.0025062656641603,sdnof,30
6205,1.0025062656641603,sdnof,30
6207,1.0025062656641603,sdnof,30
6208,1.0025062656641603,sdnof,30
6212,1.0025062656641603,sdnof,30
6213,1.0025062656641603,sdnof,30
6215,1.0025062656641603,sdnof,30
6216,1.0025062656641603,sdnof,30
6217,1.0025062656641603,sdnof,30
6218,1.0025062656641603,sdnof,30
6220,1.0025062656641603,sdnof,30
6221,1.0025062656641603,sdnof,30
6222,1.0025062656641603,sdnof,30
6232,1.0025062656641603,sdnof,30
6233,1.0025062656641603,sdnof,30
6238,1.0025062656641603,sdnof,30
6240,1.0025062656641603,sdnof,30
6241,1.0025062656641603,sdnof,30
6242,1.0025062656641603,sdnof,30
6246,1.0025062656641603,sdnof,30
6249,1.0025062656641603,sdnof,30
6257,1.0025062656641603,sdnof,30
6258,1.0025062656641603,sdnof,30
6261,1.0025062656641603,sdnof,30
6263,1.0025062656641603,sdnof,30
6267,1.0025062656641603,sdnof,30
6278,1.0025062656641603,sdnof,30
6279,1.0025062656641603,sdnof,30
6282,1.0025062656641603,sdnof,30
6286,1.0025062656641603,sdnof,30
6296,1.0025062656641603,sdnof,30
6297,1.0025062656641603,sdnof,30
6308,1.0025062656641603,sdnof,30
6309,1.0025062656641603,sdnof,30
6310,1.0025062656641603,sdnof,30
6313,1.0025062656641603,sdnof,30
6317,1.0025062656641603,sdnof,30
6321,1.0025062656641603,sdnof,30
6322,1.0025062656641603,sdnof,30
6323,1.0025062656641603,sdnof,30
6331,1.0025062656641603,sdnof,30
6337,1.0025062656641603,sdnof,30
6338,1.0025062656641603,sdnof,30
6339,1.0025062656641603,sdnof,30
6340,1.0025062656641603,sdnof,30
6341,1.0025062656641603,sdnof,30
6342,1.0025062656641603,sdnof,30
6343,1.0025062656641603,sdnof,30
6351,1.0025062656641603,sdnof,30
6353,1.0025062656641603,sdnof,30
6357,1.0025062656641603,sdnof,30
6358,1.0025062656641603,sdnof,30
6359,1.0025062656641603,sdnof,30
6362,1.0025062656641603,sdnof,30
6363,1.0025062656641603,sdnof,30
6364,1.0025062656641603,sdnof,30
6369,1.0025062656641603,sdnof,30
6370,1.0025062656641603,sdnof,30
6372,1.0025062656641603,sdnof,30
6373,1.0025062656641603,sdnof,30
6376,1.0025062656641603,sdnof,30
6377,1.0025062656641603,sdnof,30
6384,1.0025062656641603,sdnof,30
6393,1.0025062656641603,sdnof,30
6394,1.0025062656641603,sdnof,30
6399,1.0025062656641603,sdnof,30
6400,1.0025062656641603,sdnof,30
6402,1.0025062656641603,sdnof,30
6403,1.0025062656641603,sdnof,30
6404,1.0025062656641603,sdnof,30
6407,1.0025062656641603,sdnof,30
6408,1.0025062656641603,sdnof,30
6409,1.0025062656641603,sdnof,30
6413,1.0025062656641603,sdnof,30
6419,1.0025062656641603,sdnof,30
6422,1.0025062656641603,sdnof,30
6429,1.0025062656641603,sdnof,30
6430,1.0025062656641603,sdnof,30
6432,1.0025062656641603,sdnof,30
6433,1.0025062656641603,sdnof,30
6434,1.0025062656641603,sdnof,30
6436,1.0,sdnof,30
6437,1.0,sdnof,30
6438,1.0,sdnof,30
6439,1.0,sdnof,30
6440,1.0,sdnof,30
6443,1.0,sdnof,30
6444,1.0,sdnof,30
6445,1.0,sdnof,30
6453,1.0,sdnof,30
6459,1.0,sdnof,30
6460,1.0,sdnof,30
6462,1.0,sdnof,30
6463,1.0,sdnof,30
6464,1.0,sdnof,30
6465,1.0,sdnof,30
6468,0.9975062344139651,sdnof,30
6469,0.9975062344139651,sdnof,30
6470,0.9975062344139651,sdnof,30
6472,0.9975062344139651,sdnof,30
6473,0.9975062344139651,sdnof,30
6474,0.9975062344139651,sdnof,30
6478,0.9975062344139651,sdnof,30
6482,0.9975062344139651,sdnof,30
6483,0.9975062344139651,sdnof,30
6488,0.9975062344139651,sdnof,30
6490,0.9975062344139651,sdnof,30
6491,0.9975062344139651,sdnof,30
6493,0.9975062344139651,sdnof,30
6494,0.9975062344139651,sdnof,30
