t,kappa,nof,cycle
0,0.0,fdnof,10
3,0.17766497461928935,fdnof,10
30,0.6589785831960461,fdnof,10
31,0.8080808080808081,fdnof,10
32,0.8130081300813008,fdnof,10
33,0.9732360097323601,fdnof,10
34,1.0,fdnof,10
35,1.0,fdnof,10
61,1.0,fdnof,10
91,1.0,fdnof,10
92,1.0,fdnof,10
121,1.0,fdnof,10
122,1.0,fdnof,10
152,1.0,fdnof,10
182,1.0,fdnof,10
212,1.0,fdnof,10
242,1.0,fdnof,10
334,1.0,fdnof,10
393,1.0,fdnof,10
600,1.6332518337408313,fdnof,10
601,1.8037383177570094,fdnof,10
602,1.833729216152019,fdnof,10
603,1.8682926829268294,fdnof,10
604,1.9564102564102563,fdnof,10
605,2.149295774647887,fdnof,10
606,2.429936305732484,fdnof,10
607,2.7948717948717947,fdnof,10
608,3.2606837606837606,fdnof,10
609,3.5821596244131455,fdnof,10
610,4.410404624277457,fdnof,10
611,5.335664335664336,fdnof,10
612,7.0,fdnof,10
613,9.304878048780488,fdnof,10
614,11.738461538461538,fdnof,10
615,16.23404255319149,fdnof,10
616,22.441176470588236,fdnof,10
617,58.69230769230769,fdnof,10
618,69.36363636363636,fdnof,10
619,84.77777777777777,fdnof,10
630,50.46666666666667,fdnof,10
631,13.296296296296296,fdnof,10
632,8.19277108433735,fdnof,10
633,5.237704918032787,fdnof,10
634,3.8653846153846154,fdnof,10
635,3.0,fdnof,10
636,3.0773809523809526,fdnof,10
637,2.7288135593220337,fdnof,10
638,3.9411764705882355,fdnof,10
639,4.51,fdnof,10
640,4.1826923076923075,fdnof,10
641,4.207920792079208,fdnof,10
642,4.244897959183674,fdnof,10
643,4.25,fdnof,10
644,4.655172413793103,fdnof,10
645,4.855421686746988,fdnof,10
646,5.333333333333333,fdnof,10
647,6.25,fdnof,10
648,7.6923076923076925,fdnof,10
649,8.695652173913043,fdnof,10
650,8.51063829787234,fdnof,10
651,8.333333333333334,fdnof,10
656,8.16326530612245,fdnof,10
659,8.16326530612245,fdnof,10
664,8.16326530612245,fdnof,10
666,8.695652173913043,fdnof,10
667,8.695652173913043,fdnof,10
668,9.090909090909092,fdnof,10
669,11.11111111111111,fdnof,10
670,12.121212121212121,fdnof,10
671,12.5,fdnof,10
672,12.903225806451612,fdnof,10
675,13.333333333333334,fdnof,10
676,13.793103448275861,fdnof,10
677,13.793103448275861,fdnof,10
678,13.333333333333334,fdnof,10
679,16.666666666666668,fdnof,10
680,18.181818181818183,fdnof,10
681,14.285714285714286,fdnof,10
682,12.903225806451612,fdnof,10
683,10.526315789473685,fdnof,10
684,9.523809523809524,fdnof,10
685,8.51063829787234,fdnof,10
686,7.6923076923076925,fdnof,10
687,6.666666666666667,fdnof,10
688,5.797101449275362,fdnof,10
689,5.555555555555555,fdnof,10
690,5.063291139240507,fdnof,10
691,4.2105263157894735,fdnof,10
692,3.6363636363636362,fdnof,10
693,3.4188034188034186,fdnof,10
694,3.389830508474576,fdnof,10
695,3.1746031746031744,fdnof,10
696,3.053435114503817,fdnof,10
697,2.985074626865672,fdnof,10
698,2.898550724637681,fdnof,10
699,2.898550724637681,fdnof,10
700,2.857142857142857,fdnof,10
701,2.816901408450704,fdnof,10
702,2.7777777777777777,fdnof,10
703,2.797202797202797,fdnof,10
704,2.797202797202797,fdnof,10
705,2.797202797202797,fdnof,10
706,2.797202797202797,fdnof,10
707,2.797202797202797,fdnof,10
708,2.797202797202797,fdnof,10
709,2.797202797202797,fdnof,10
710,2.7777777777777777,fdnof,10
711,2.7777777777777777,fdnof,10
712,2.7777777777777777,fdnof,10
713,2.73972602739726,fdnof,10
714,2.7210884353741496,fdnof,10
715,2.7027027027027026,fdnof,10
716,2.6666666666666665,fdnof,10
717,2.6143790849673203,fdnof,10
718,2.5641025641025643,fdnof,10
719,2.5,fdnof,10
721,2.4242424242424243,fdnof,10
722,2.4096385542168677,fdnof,10
723,2.3529411764705883,fdnof,10
724,2.247191011235955,fdnof,10
725,2.150537634408602,fdnof,10
726,2.1390374331550803,fdnof,10
727,2.127659574468085,fdnof,10
728,2.1164021164021163,fdnof,10
730,2.1164021164021163,fdnof,10
731,2.1164021164021163,fdnof,10
732,2.1164021164021163,fdnof,10
733,2.1164021164021163,fdnof,10
734,2.1052631578947367,fdnof,10
735,2.1052631578947367,fdnof,10
736,2.094240837696335,fdnof,10
737,2.094240837696335,fdnof,10
738,2.094240837696335,fdnof,10
739,2.094240837696335,fdnof,10
740,2.094240837696335,fdnof,10
741,2.0833333333333335,fdnof,10
742,2.0618556701030926,fdnof,10
743,2.0202020202020203,fdnof,10
744,1.9900497512437811,fdnof,10
745,1.8779342723004695,fdnof,10
746,1.8181818181818181,fdnof,10
747,1.7467248908296944,fdnof,10
748,1.6597510373443984,fdnof,10
749,1.5810276679841897,fdnof,10
750,1.509433962264151,fdnof,10
751,1.4285714285714286,fdnof,10
