id,t,dTot,dFed,rFed,oFed,sFed,rLoc,unat,unatP
p5,0,0,0,0,20,0,0,0,0
p5,5,30,10,0,7,0,13,17,0
p5,6,30,10,1,0,0,20,9,4
p5,7,30,10,3,0,0,20,7,7
p5,10,30,10,4,0,0,20,6,6
p5,13,30,10,4,0,0,20,6,0
p5,17,30,10,4,0,0,20,6,5
p5,18,30,10,5,0,0,20,5,2
p5,21,30,10,6,0,0,20,4,1
p5,22,30,10,8,0,0,20,2,2
p5,26,30,10,10,0,0,20,0,0
p5,600,28,8,10,2,0,18,0,0
p5,601,28,8,7,2,0,18,3,0
p5,602,28,8,2,0,0,20,6,6
p5,603,28,8,1,0,0,20,7,6
p5,604,28,8,0,0,0,20,8,2
p5,605,18,0,0,10,0,10,8,2
p5,606,10,0,0,18,0,2,8,2
p5,607,9,0,0,12,1,8,1,0
p5,612,7,0,0,13,2,7,0,0
p5,617,6,0,0,14,2,6,0,0
p5,622,5,0,0,15,2,5,0,0
p5,627,2,0,0,18,2,2,0,0
p5,632,0,0,0,20,2,0,0,0
p5,1200,30,10,0,20,2,0,30,0
p5,1203,30,10,0,0,0,20,10,5
p5,1204,30,10,0,0,0,20,10,3
p5,1205,30,10,0,0,0,20,10,2
p5,1206,30,10,0,0,0,20,10,1
p5,1207,30,10,0,0,0,20,10,0
p5,1208,30,10,0,0,0,20,10,3
p5,1211,30,10,0,0,0,20,10,0
p5,1213,30,10,0,0,0,20,10,8
p5,1214,30,10,0,0,0,20,10,7
p5,1215,30,10,0,0,0,20,10,5
p5,1216,30,10,0,0,0,20,10,1
p5,1218,30,10,1,0,0,20,9,4
p5,1219,30,10,1,0,0,20,9,3
p5,1221,30,10,1,0,0,20,9,1
p5,1222,30,10,1,0,0,20,9,0
p5,1223,30,10,2,0,0,20,8,3
p5,1224,30,10,3,0,0,20,7,2
p5,1225,30,10,3,0,0,20,7,1
p5,1226,30,10,3,0,0,20,7,0
p5,1228,30,10,4,0,0,20,6,4
p5,1230,30,10,5,0,0,20,5,2
p5,1231,30,10,5,0,0,20,5,0
p5,1233,30,10,5,0,0,20,5,4
p5,1234,30,10,6,0,0,20,4,2
p5,1236,30,10,6,0,0,20,4,1
p5,1237,30,10,6,0,0,20,4,0
p5,1238,30,10,6,0,0,20,4,3
p5,1239,30,10,6,0,0,20,4,2
p5,1241,30,10,6,0,0,20,4,0
p5,1243,30,10,7,0,0,20,3,1
