id,t,dTot,dFed,rFed,oFed,sFed,unat
p38,0,0,0,0,20,0,0
p38,7,0,0,0,20,1,0
p38,12,0,0,0,20,2,0
p38,600,30,10,0,20,2,0
p38,602,30,10,0,0,0,1
p38,603,30,10,0,0,0,10
p38,606,30,10,1,0,0,8
p38,607,30,10,3,0,0,6
p38,608,30,10,5,0,0,5
p38,609,30,10,5,0,0,3
p38,612,30,10,5,0,0,2
p38,613,30,10,6,0,0,2
p38,614,30,10,7,0,0,3
p38,616,30,10,8,0,0,2
p38,617,30,10,9,0,0,1
p38,619,30,10,10,0,0,0
p38,1201,30,10,8,0,0,0
p38,1202,10,0,8,20,0,0
p38,1203,10,0,3,20,0,0
p38,1204,10,0,0,13,2,0
p38,1208,8,0,0,15,1,0
p38,1209,6,0,0,14,1,0
p38,1213,5,0,0,15,1,0
p38,1214,4,0,0,16,1,0
p38,1218,3,0,0,17,1,0
p38,1219,1,0,0,19,1,0
p38,1223,0,0,0,20,1,0
p38,1800,30,10,0,20,1,0
p38,1804,30,10,0,0,0,2
p38,1805,30,10,0,0,0,10
p38,1806,30,10,2,0,0,8
p38,1807,30,10,3,0,0,7
p38,1808,30,10,5,0,0,4
p38,1810,30,10,7,0,0,3
p38,1811,30,10,7,0,0,1
p38,1813,30,10,8,0,0,0
p38,1815,30,10,8,0,0,2
p38,1820,30,10,9,0,0,1
p38,1821,30,10,10,0,0,0
p38,2401,30,10,7,0,0,0
p38,2402,30,10,6,0,0,0
p38,2403,30,10,3,0,0,0
p38,2404,10,0,3,20,0,0
p38,2405,10,0,0,10,4,0
p38,2410,3,0,0,17,5,0
p38,2415,2,0,0,18,7,0
p38,2420,1,0,0,19,7,0
p38,2425,0,0,0,20,7,0
p38,3000,30,10,0,6,6,0
p38,3001,30,10,0,0,0,10
p38,3002,30,10,2,0,0,7
p38,3003,30,10,6,0,0,2
p38,3005,30,10,6,0,0,0
p38,3006,30,10,6,0,0,4
p38,3007,30,10,7,0,0,3
p38,3010,30,10,7,0,0,2
p38,3011,30,10,9,0,0,1
p38,3013,30,10,9,0,0,0
p38,3016,30,10,9,0,0,1
p38,3017,30,10,10,0,0,0
p38,3600,27,7,10,3,0,0
p38,3601,10,0,9,19,0,0
p38,3602,8,0,5,19,0,0
p38,3603,4,0,1,19,0,0
p38,3605,4,0,0,19,0,0
p38,3606,4,0,0,16,3,0
p38,3610,3,0,0,17,3,0
p38,3611,1,0,0,19,3,0
p38,3616,1,0,0,19,5,0
p38,3621,0,0,0,20,5,0
p38,4200,30,10,0,20,5,0
p38,4201,30,10,0,0,0,10
p38,4202,30,10,0,0,0,9
p38,4203,30,10,1,0,0,7
p38,4204,30,10,2,0,0,5
p38,4205,30,10,3,0,0,4
p38,4206,30,10,4,0,0,6
p38,4208,30,10,6,0,0,4
p38,4209,30,10,8,0,0,2
p38,4211,30,10,8,0,0,2
p38,4215,30,10,9,0,0,0
p38,4216,30,10,9,0,0,1
p38,4219,30,10,10,0,0,0
p38,4801,10,0,9,19,0,0
p38,4803,9,0,6,19,0,0
p38,4804,8,0,3,19,0,0
p38,4805,7,0,0,19,0,0
p38,4806,6,0,0,14,3,0
p38,4811,2,0,0,18,4,0
p38,4816,1,0,0,19,4,0
p38,4821,0,0,0,20,5,0
p38,5400,30,10,0,20,5,0
p38,5401,30,10,0,4,4,0
p38,5402,30,10,1,0,0,9
p38,5404,30,10,2,0,0,8
p38,5405,30,10,3,0,0,6
p38,5407,30,10,7,0,0,3
p38,5408,30,10,7,0,0,1
p38,5411,30,10,8,0,0,0
p38,5412,30,10,8,0,0,2
p38,5414,30,10,9,0,0,1
p38,5417,30,10,10,0,0,0
p38,6001,26,6,9,4,0,0
p38,6002,9,0,5,18,2,0
p38,6003,9,0,3,18,2,0
p38,6004,8,0,1,18,2,0
p38,6005,7,0,0,18,2,0
p38,6007,6,0,0,14,4,0
p38,6012,2,0,0,18,5,0
p38,6017,1,0,0,19,5,0
p38,6022,0,0,0,20,5,0
p38,6600,30,10,0,20,5,0
p38,6602,30,10,0,6,3,0
p38,6603,30,10,2,0,0,8
p38,6604,30,10,3,0,0,7
p38,6605,30,10,6,0,0,4
p38,6606,30,10,7,0,0,3
p38,6607,30,10,8,0,0,0
p38,6608,30,10,9,0,0,1
p38,6612,30,10,9,0,0,0
p38,6613,30,10,9,0,0,1
p38,6614,30,10,10,0,0,0
p38,7200,30,10,9,0,0,0
p38,7201,30,10,7,0,0,0
p38,7202,26,6,6,4,0,0
p38,7203,8,0,4,16,2,0
p38,7204,7,0,1,16,2,0
p38,7205,6,0,0,16,2,0
p38,7208,2,0,0,18,5,0
p38,7213,1,0,0,19,6,0
p38,7218,0,0,0,20,7,0
p38,7800,30,10,0,20,7,0
p38,7803,30,10,0,0,0,10
p38,7804,30,10,1,0,0,9
p38,7805,30,10,3,0,0,7
p38,7806,30,10,5,0,0,2
p38,7807,30,10,7,0,0,0
p38,7808,30,10,7,0,0,3
p38,7810,30,10,9,0,0,1
p38,7811,30,10,10,0,0,0
p38,8400,30,10,8,0,0,0
p38,8401,30,10,5,0,0,0
p38,8402,30,10,4,0,0,0
p38,8403,10,0,3,13,3,0
p38,8404,9,0,2,13,3,0
p38,8405,7,0,0,13,3,0
p38,8408,3,0,0,17,3,0
p38,8413,0,0,0,20,3,0
p38,8418,0,0,0,20,5,0
p38,9000,30,10,0,20,5,0
p38,9004,30,10,0,0,0,10
p38,9005,30,10,1,0,0,8
p38,9007,30,10,3,0,0,6
p38,9008,30,10,5,0,0,2
p38,9009,30,10,5,0,0,4
p38,9010,30,10,6,0,0,3
p38,9012,30,10,7,0,0,2
p38,9013,30,10,7,0,0,1
p38,9014,30,10,8,0,0,2
p38,9018,30,10,8,0,0,0
p38,9019,30,10,8,0,0,2
p38,9024,30,10,9,0,0,1
p38,9028,30,10,10,0,0,0
p38,9600,30,10,9,0,0,0
p38,9602,30,10,8,0,0,0
p38,9603,30,10,4,0,0,0
p38,9604,10,0,2,12,0,0
p38,9605,9,0,0,12,0,0
p38,9609,5,0,0,16,2,0
p38,9610,5,0,0,15,3,0
p38,9614,3,0,0,17,3,0
p38,9615,3,0,0,17,4,0
p38,9618,2,0,0,18,4,0
p38,9620,2,0,0,18,6,0
p38,9624,1,0,0,19,6,0
p38,9629,0,0,0,20,6,0
p38,10200,30,10,0,20,6,0
p38,10205,30,10,0,0,0,6
p38,10206,30,10,3,0,0,7
p38,10209,30,10,4,0,0,5
p38,10210,30,10,8,0,0,1
p38,10211,30,10,9,0,0,1
p38,10216,30,10,10,0,0,0
p38,10800,30,10,8,0,0,0
p38,10801,30,10,1,0,0,4
p38,10803,30,10,2,0,0,3
p38,10804,30,10,1,0,0,0
p38,10805,10,0,1,20,0,0
p38,10806,10,0,1,16,2,0
p38,10807,10,0,1,11,4,0
p38,10811,6,0,1,15,4,0
p38,10812,6,0,1,15,5,0
p38,10813,5,0,0,15,5,0
p38,10816,1,0,0,19,5,0
p38,10817,1,0,0,19,7,0
p38,10821,0,0,0,20,7,0
p38,11400,30,10,0,20,7,0
p38,11402,30,10,0,0,0,8
p38,11403,30,10,5,0,0,5
p38,11404,30,10,7,0,0,2
p38,11405,30,10,9,0,0,0
