id,t,dTot,dFed,rFed,oFed,sFed,unat
p31,0,0,0,0,20,0,0
p31,6,0,0,0,20,1,0
p31,11,0,0,0,20,4,0
p31,16,0,0,0,20,5,0
p31,21,0,0,0,20,6,0
p31,26,0,0,0,20,9,0
p31,31,0,0,0,20,11,0
p31,46,0,0,0,20,12,0
p31,600,30,10,0,20,12,0
p31,601,30,10,0,17,12,0
p31,602,30,10,0,6,6,0
p31,603,30,10,0,0,0,8
p31,604,30,10,0,0,0,10
p31,606,30,10,1,0,0,9
p31,607,30,10,2,0,0,7
p31,608,30,10,5,0,0,2
p31,609,30,10,6,0,0,3
p31,613,30,10,6,0,0,2
p31,614,30,10,7,0,0,2
p31,618,30,10,8,0,0,1
p31,619,30,10,9,0,0,1
p31,621,30,10,10,0,0,0
p31,1201,28,8,8,2,0,0
p31,1202,17,0,7,13,0,0
p31,1203,10,0,5,20,0,0
p31,1204,10,0,2,14,4,0
p31,1205,10,0,0,14,4,0
p31,1208,8,0,0,16,4,0
p31,1209,6,0,0,14,7,0
p31,1213,4,0,0,16,7,0
p31,1214,4,0,0,16,10,0
p31,1218,3,0,0,17,10,0
p31,1219,2,0,0,18,10,0
p31,1223,1,0,0,19,10,0
p31,1224,0,0,0,20,11,0
p31,1800,30,10,0,20,11,0
p31,1804,30,10,0,8,7,0
p31,1805,30,10,1,0,0,4
p31,1806,30,10,2,0,0,8
p31,1807,30,10,4,0,0,6
p31,1808,30,10,5,0,0,5
p31,1810,30,10,6,0,0,4
p31,1811,30,10,9,0,0,0
p31,1816,30,10,9,0,0,1
p31,1817,30,10,9,0,0,0
p31,1821,30,10,9,0,0,0
p31,1826,30,10,9,0,0,1
p31,1828,30,10,9,0,0,0
p31,1831,30,10,9,0,0,1
p31,1836,30,10,10,0,0,0
p31,2401,30,10,4,0,0,2
p31,2402,30,10,2,0,0,2
p31,2403,30,10,1,0,0,2
p31,2404,18,0,1,12,0,1
p31,2405,10,0,0,20,0,0
p31,2406,10,0,0,10,5,0
p31,2410,9,0,0,11,5,0
p31,2411,4,0,0,16,6,0
p31,2416,1,0,0,19,7,0
p31,2441,0,0,0,20,7,0
p31,3000,30,10,0,20,7,0
p31,3001,30,10,0,2,1,0
p31,3002,30,10,0,0,0,10
p31,3004,30,10,0,0,0,9
p31,3005,30,10,3,0,0,5
p31,3006,30,10,4,0,0,3
p31,3007,30,10,6,0,0,3
p31,3010,30,10,8,0,0,1
p31,3012,30,10,9,0,0,1
p31,3015,30,10,9,0,0,0
p31,3017,30,10,9,0,0,1
p31,3018,30,10,10,0,0,0
p31,3600,30,10,6,0,0,0
p31,3601,12,0,5,18,0,0
p31,3602,10,0,3,19,0,0
p31,3603,10,0,1,13,3,0
p31,3605,10,0,0,13,3,0
p31,3607,5,0,0,18,3,0
p31,3608,5,0,0,15,11,0
p31,3612,2,0,0,18,11,0
p31,3613,1,0,0,19,12,0
p31,3622,0,0,0,20,12,0
p31,3648,0,0,0,20,13,0
p31,4200,30,10,0,20,13,0
p31,4203,30,10,3,0,0,7
p31,4204,30,10,5,0,0,4
p31,4205,30,10,6,0,0,2
p31,4206,30,10,7,0,0,0
p31,4208,30,10,6,0,0,3
p31,4210,30,10,6,0,0,2
p31,4211,30,10,6,0,0,0
p31,4213,30,10,5,0,0,4
p31,4214,30,10,7,0,0,2
p31,4216,30,10,9,0,0,0
p31,4218,30,10,9,0,0,1
p31,4221,30,10,10,0,0,0
p31,4801,30,10,6,0,0,0
p31,4803,9,0,5,16,1,0
p31,4804,7,0,1,16,1,0
p31,4805,6,0,0,16,1,0
p31,4808,5,0,0,15,8,0
p31,4813,3,0,0,17,11,0
p31,4818,0,0,0,20,12,0
p31,5400,30,10,0,20,12,0
p31,5403,30,10,0,0,0,10
p31,5405,30,10,1,0,0,9
p31,5406,30,10,3,0,0,7
p31,5407,30,10,7,0,0,2
p31,5408,30,10,7,0,0,3
p31,5409,30,10,9,0,0,1
p31,5413,30,10,9,0,0,1
p31,5416,30,10,10,0,0,0
p31,6000,30,10,9,0,0,0
p31,6001,30,10,6,0,0,0
p31,6002,30,10,5,0,0,0
p31,6003,10,0,2,20,0,0
p31,6004,10,0,0,12,6,0
p31,6008,5,0,0,17,6,0
p31,6009,3,0,0,17,11,0
p31,6014,1,0,0,19,14,0
p31,6019,0,0,0,20,15,0
p31,6029,0,0,0,20,16,0
p31,6600,30,10,0,20,16,0
p31,6604,30,10,0,0,0,10
p31,6606,30,10,1,0,0,9
p31,6607,30,10,5,0,0,5
p31,6608,30,10,6,0,0,4
p31,6609,30,10,9,0,0,1
p31,6612,30,10,10,0,0,0
p31,7201,30,10,9,0,0,0
p31,7202,30,10,7,0,0,0
p31,7203,30,10,4,0,0,0
p31,7204,10,0,0,20,0,0
p31,7205,10,0,0,10,3,0
p31,7209,9,0,0,11,3,0
p31,7210,2,0,0,18,3,0
p31,7215,0,0,0,20,8,0
