id,t,dTot,dFed,rFed,oFed,sFed,unat
p24,0,0,0,0,20,0,0
p24,6,0,0,0,20,1,0
p24,11,0,0,0,20,6,0
p24,21,0,0,0,20,8,0
p24,26,0,0,0,20,10,0
p24,31,0,0,0,20,12,0
p24,36,0,0,0,20,13,0
p24,46,0,0,0,20,14,0
p24,600,30,10,0,20,14,0
p24,601,30,10,0,8,8,0
p24,602,30,10,0,0,0,1
p24,603,30,10,0,0,0,10
p24,606,30,10,1,0,0,9
p24,607,30,10,3,0,0,5
p24,608,30,10,5,0,0,3
p24,609,30,10,5,0,0,3
p24,613,30,10,5,0,0,1
p24,614,30,10,5,0,0,4
p24,616,30,10,5,0,0,3
p24,617,30,10,6,0,0,2
p24,618,30,10,6,0,0,1
p24,619,30,10,7,0,0,3
p24,623,30,10,9,0,0,1
p24,624,30,10,10,0,0,0
p24,1201,18,0,9,12,0,0
p24,1202,10,0,9,20,0,0
p24,1203,10,0,5,20,0,0
p24,1204,10,0,1,13,4,0
p24,1205,10,0,0,13,4,0
p24,1208,8,0,0,15,4,0
p24,1209,6,0,0,14,7,0
p24,1213,5,0,0,15,7,0
p24,1214,5,0,0,15,10,0
p24,1218,4,0,0,16,10,0
p24,1223,2,0,0,18,10,0
p24,1224,1,0,0,19,11,0
p24,1228,0,0,0,20,11,0
p24,1229,0,0,0,20,12,0
p24,1800,30,10,0,20,12,0
p24,1804,30,10,0,6,6,0
p24,1805,30,10,0,0,0,2
p24,1806,30,10,0,0,0,10
p24,1807,30,10,3,0,0,6
p24,1809,30,10,5,0,0,4
p24,1810,30,10,6,0,0,3
p24,1811,30,10,9,0,0,1
p24,1813,30,10,10,0,0,0
p24,2401,30,10,8,0,0,0
p24,2402,30,10,4,0,0,0
p24,2403,30,10,3,0,0,0
p24,2404,16,0,1,14,0,0
p24,2405,10,0,0,20,0,0
p24,2406,10,0,0,10,8,0
p24,2411,4,0,0,16,10,0
p24,2415,3,0,0,17,10,0
p24,2416,0,0,0,20,11,0
p24,3000,30,10,0,20,11,0
p24,3001,30,10,0,10,10,0
p24,3002,30,10,0,0,0,8
p24,3003,30,10,3,0,0,7
p24,3004,30,10,3,0,0,6
p24,3005,30,10,5,0,0,3
p24,3007,30,10,7,0,0,1
