id,t,dTot,dFed,rFed,oFed,sFed,unat
p34,0,0,0,0,20,0,0
p34,5,0,0,0,20,1,0
p34,10,0,0,0,20,6,0
p34,25,0,0,0,20,7,0
p34,600,30,10,0,9,7,0
p34,601,30,10,0,0,0,8
p34,602,30,10,1,0,0,8
p34,603,30,10,0,0,0,5
p34,605,30,10,0,0,0,4
p34,607,30,10,2,0,0,8
p34,608,30,10,5,0,0,2
p34,609,30,10,6,0,0,0
p34,612,30,10,7,0,0,3
p34,613,30,10,8,0,0,2
p34,614,30,10,8,0,0,1
p34,616,30,10,9,0,0,0
p34,617,30,10,9,0,0,1
p34,618,30,10,9,0,0,0
p34,622,30,10,9,0,0,1
p34,624,30,10,9,0,0,0
p34,627,30,10,9,0,0,1
p34,632,30,10,9,0,0,1
p34,633,30,10,10,0,0,0
p34,1200,19,0,10,11,0,0
p34,1201,10,0,10,20,0,0
p34,1202,10,0,8,18,0,0
p34,1203,10,0,5,18,0,0
p34,1204,10,0,2,18,0,0
p34,1205,10,0,0,18,0,0
p34,1207,10,0,0,10,3,0
p34,1211,7,0,0,13,3,0
p34,1212,3,0,0,17,3,0
p34,1217,1,0,0,19,4,0
p34,1236,0,0,0,20,4,0
p34,1800,30,10,0,20,4,0
p34,1802,30,10,0,0,0,2
p34,1803,30,10,1,0,0,9
p34,1805,30,10,4,0,0,6
p34,1806,30,10,7,0,0,2
p34,1807,30,10,8,0,0,0
p34,1808,30,10,8,0,0,2
p34,1810,30,10,9,0,0,1
p34,1811,30,10,10,0,0,0
p34,1820,30,10,9,0,0,0
p34,1823,30,10,9,0,0,1
p34,1824,30,10,9,0,0,0
p34,1828,30,10,9,0,0,1
p34,1831,30,10,9,0,0,0
p34,1833,30,10,9,0,0,1
p34,1834,30,10,10,0,0,0
p34,2401,30,10,6,0,0,0
p34,2402,10,0,5,20,0,0
p34,2403,9,0,4,15,0,0
p34,2404,9,0,3,15,0,0
p34,2405,6,0,0,15,0,0
p34,2408,2,0,0,18,0,0
p34,2413,1,0,0,19,0,0
p34,2418,1,0,0,19,1,0
p34,2428,0,0,0,20,1,0
p34,3000,30,10,0,20,1,0
p34,3003,30,10,0,0,0,6
p34,3004,30,10,1,0,0,8
p34,3005,30,10,1,0,0,7
p34,3006,30,10,3,0,0,5
p34,3007,30,10,5,0,0,3
p34,3008,30,10,7,0,0,0
p34,3009,30,10,7,0,0,3
p34,3010,30,10,9,0,0,1
p34,3012,30,10,9,0,0,0
p34,3014,30,10,9,0,0,1
p34,3015,30,10,8,0,0,1
p34,3017,30,10,9,0,0,0
p34,3019,30,10,9,0,0,1
p34,3023,30,10,10,0,0,0
p34,3600,30,10,9,0,0,0
p34,3601,30,10,7,0,0,0
p34,3602,30,10,5,0,0,0
p34,3603,10,0,4,20,0,0
p34,3604,9,0,0,11,3,0
p34,3609,3,0,0,17,7,0
p34,3614,2,0,0,18,8,0
p34,3618,0,0,0,20,8,0
p34,3619,0,0,0,20,9,0
p34,3634,0,0,0,20,10,0
p34,3639,0,0,0,20,11,0
p34,4200,30,10,0,20,11,0
p34,4204,30,10,0,5,5,0
p34,4205,30,10,0,0,0,4
p34,4206,30,10,1,0,0,9
p34,4209,30,10,4,0,0,5
p34,4210,30,10,6,0,0,3
p34,4211,30,10,6,0,0,1
p34,4212,30,10,6,0,0,0
p34,4216,30,10,7,0,0,3
p34,4219,30,10,8,0,0,2
p34,4220,30,10,9,0,0,1
p34,4800,30,10,9,0,0,0
p34,4801,30,10,7,0,0,1
p34,4804,15,0,4,15,0,1
p34,4805,10,0,0,20,0,1
p34,4806,10,0,0,10,4,0
p34,4811,4,0,0,16,5,0
p34,4816,4,0,0,16,6,0
p34,4821,1,0,0,19,8,0
p34,4826,0,0,0,20,8,0
p34,5400,30,10,0,20,8,0
p34,5401,30,10,0,1,1,0
p34,5402,30,10,1,0,0,9
p34,5403,30,10,1,0,0,8
p34,5404,30,10,2,0,0,7
p34,5405,30,10,4,0,0,5
p34,5407,30,10,6,0,0,4
p34,5408,30,10,6,0,0,0
p34,5412,30,10,6,0,0,4
p34,5413,30,10,6,0,0,2
p34,5414,30,10,7,0,0,1
p34,5417,30,10,8,0,0,2
p34,5420,30,10,8,0,0,1
p34,5422,30,10,9,0,0,1
p34,5423,30,10,9,0,0,0
p34,5427,30,10,9,0,0,1
p34,5432,30,10,10,0,0,0
p34,6001,13,0,10,17,0,0
p34,6002,9,0,8,20,2,0
p34,6003,9,0,4,20,2,0
p34,6004,8,0,2,20,2,0
p34,6005,6,0,0,20,2,0
p34,6007,6,0,0,14,6,0
p34,6012,4,0,0,16,8,0
p34,6017,3,0,0,17,8,0
p34,6022,2,0,0,18,8,0
p34,6027,1,0,0,19,8,0
p34,6037,0,0,0,20,8,0
p34,6600,30,10,0,20,8,0
p34,6602,30,10,0,19,6,0
p34,6603,30,10,2,0,0,8
p34,6604,30,10,5,0,0,5
p34,6607,30,10,7,0,0,0
p34,6608,30,10,8,0,0,2
p34,6609,30,10,8,0,0,1
p34,6612,30,10,8,0,0,0
p34,6613,30,10,8,0,0,2
p34,6614,30,10,9,0,0,0
p34,6618,30,10,9,0,0,1
p34,6622,30,10,10,0,0,0
p34,7202,30,10,7,0,0,0
p34,7203,8,0,5,17,2,0
p34,7204,5,0,0,17,2,0
p34,7208,3,0,0,17,6,0
p34,7213,2,0,0,18,6,0
p34,7218,1,0,0,19,6,0
p34,7223,0,0,0,20,6,0
p34,7800,30,10,0,20,6,0
p34,7803,30,10,0,0,0,2
p34,7804,30,10,2,0,0,8
p34,7805,30,10,3,0,0,7
p34,7806,30,10,6,0,0,2
p34,7807,30,10,8,0,0,0
p34,7809,30,10,8,0,0,2
p34,7810,30,10,9,0,0,1
p34,7812,30,10,9,0,0,0
p34,7814,30,10,9,0,0,1
p34,7815,30,10,10,0,0,0
p34,8401,30,10,7,0,0,0
p34,8402,30,10,3,0,0,0
p34,8403,10,0,3,20,0,0
p34,8404,8,0,1,13,5,0
p34,8405,8,0,0,13,5,0
p34,8408,2,0,0,19,5,0
p34,8409,2,0,0,18,8,0
p34,8414,1,0,0,19,9,0
p34,8419,0,0,0,20,9,0
p34,8434,0,0,0,20,10,0
p34,9000,30,10,0,20,10,0
p34,9004,30,10,0,0,0,9
p34,9005,30,10,1,0,0,7
p34,9007,30,10,2,0,0,5
p34,9008,30,10,4,0,0,2
p34,9009,30,10,5,0,0,0
p34,9010,30,10,5,0,0,5
p34,9013,30,10,7,0,0,2
p34,9014,30,10,9,0,0,0
