id,t,dTot,dFed,rFed,oFed,sFed,rLoc,unat,unatP
p16,0,0,0,0,20,0,0,0,0
p16,1,40,20,0,18,0,2,38,0
p16,6,40,20,0,12,0,8,32,0
p16,10,40,20,0,5,0,15,25,0
p16,11,40,20,0,2,0,18,22,0
p16,13,40,20,0,0,0,20,20,0
p16,14,40,20,0,0,0,20,20,9
p16,15,40,20,0,0,0,20,20,20
p16,16,40,20,2,0,0,20,18,15
p16,19,40,20,8,0,0,20,12,8
p16,20,40,20,8,0,0,20,12,3
p16,21,40,20,8,0,0,20,12,6
p16,24,40,20,8,0,0,20,12,5
p16,25,40,20,8,0,0,20,12,3
p16,26,40,20,9,0,0,20,11,9
p16,29,40,20,11,0,0,20,9,5
p16,30,40,20,11,0,0,20,9,3
p16,31,40,20,11,0,0,20,9,1
p16,32,40,20,11,0,0,20,9,7
p16,34,40,20,12,0,0,20,8,5
p16,35,40,20,13,0,0,20,7,2
p16,37,40,20,13,0,0,20,7,6
p16,39,40,20,14,0,0,20,6,5
p16,40,40,20,14,0,0,20,6,4
p16,41,40,20,14,0,0,20,6,2
p16,42,40,20,14,0,0,20,6,6
p16,44,40,20,14,0,0,20,6,4
p16,46,40,20,14,0,0,20,6,1
p16,47,40,20,14,0,0,20,6,5
p16,49,40,20,14,0,0,20,6,3
p16,50,40,20,14,0,0,20,6,2
p16,51,40,20,14,0,0,20,6,1
p16,52,40,20,14,0,0,20,6,6
p16,54,40,20,14,0,0,20,6,2
p16,56,40,20,14,0,0,20,6,1
p16,57,40,20,14,0,0,20,6,6
p16,59,40,20,14,0,0,20,6,2
p16,62,40,20,14,0,0,20,6,6
p16,64,40,20,14,0,0,20,6,2
p16,65,40,20,14,0,0,20,6,1
p16,66,40,20,14,0,0,20,6,0
p16,67,40,20,14,0,0,20,6,6
p16,69,40,20,14,0,0,20,6,2
p16,70,40,20,14,0,0,20,6,1
p16,71,40,20,14,0,0,20,6,0
p16,72,40,20,14,0,0,20,6,5
p16,73,40,20,14,0,0,20,6,6
p16,74,40,20,14,0,0,20,6,4
p16,75,40,20,15,0,0,20,5,2
p16,77,40,20,15,0,0,20,5,0
p16,78,40,20,15,0,0,20,5,5
p16,79,40,20,15,0,0,20,5,1
p16,80,40,20,15,0,0,20,5,0
p16,83,40,20,15,0,0,20,5,5
p16,84,40,20,15,0,0,20,5,2
p16,87,40,20,15,0,0,20,5,0
p16,88,40,20,15,0,0,20,5,5
p16,89,40,20,15,0,0,20,5,4
p16,90,40,20,15,0,0,20,5,3
p16,91,40,20,15,0,0,20,5,2
p16,92,40,20,15,0,0,20,5,0
p16,93,40,20,15,0,0,20,5,5
p16,94,40,20,15,0,0,20,5,2
p16,95,40,20,15,0,0,20,5,1
p16,97,40,20,15,0,0,20,5,0
p16,98,40,20,15,0,0,20,5,5
p16,99,40,20,15,0,0,20,5,4
p16,100,40,20,15,0,0,20,5,3
p16,102,40,20,15,0,0,20,5,0
p16,103,40,20,15,0,0,20,5,5
p16,105,40,20,17,0,0,20,3,3
p16,106,40,20,17,0,0,20,3,2
p16,107,40,20,17,0,0,20,3,1
p16,108,40,20,17,0,0,20,3,3
p16,109,40,20,17,0,0,20,3,1
p16,112,40,20,17,0,0,20,3,0
p16,113,40,20,17,0,0,20,3,3
p16,114,40,20,17,0,0,20,3,1
p16,115,40,20,17,0,0,20,3,0
p16,118,40,20,17,0,0,20,3,3
p16,120,40,20,18,0,0,20,2,0
p16,123,40,20,18,0,0,20,2,2
p16,125,40,20,18,0,0,20,2,1
p16,127,40,20,18,0,0,20,2,0
p16,128,40,20,18,0,0,20,2,2
p16,129,40,20,18,0,0,20,2,1
p16,131,40,20,18,0,0,20,2,0
p16,133,40,20,18,0,0,20,2,2
p16,135,40,20,18,0,0,20,2,1
p16,137,40,20,18,0,0,20,2,0
