id,t,dTot,dFed,rFed,oFed,sFed,unat
p11,0,0,0,0,20,0,0
p11,1,30,10,0,18,0,0
p11,6,30,10,0,2,0,0
p11,7,30,10,0,0,0,5
p11,8,30,10,1,0,0,9
p11,11,30,10,3,0,0,6
p11,12,30,10,4,0,0,5
p11,13,30,10,4,0,0,1
p11,18,30,10,4,0,0,5
p11,20,30,10,5,0,0,4
p11,21,30,10,7,0,0,1
p11,23,30,10,8,0,0,2
p11,27,30,10,8,0,0,1
p11,28,30,10,8,0,0,2
p11,31,30,10,9,0,0,1
p11,32,30,10,10,0,0,0
p11,601,28,8,8,2,0,0
p11,602,28,8,6,2,0,0
p11,603,28,8,0,2,0,0
p11,604,28,8,0,0,0,6
p11,606,12,0,0,16,0,6
p11,607,10,0,0,18,0,4
p11,608,10,0,1,18,0,2
p11,609,10,0,3,16,14,0
p11,610,10,0,4,14,14,0
p11,615,9,0,3,14,14,0
p11,618,8,0,3,15,14,0
p11,619,6,0,2,16,12,0
p11,620,6,0,2,16,16,0
p11,623,5,0,2,17,16,0
p11,625,5,0,2,17,17,0
p11,627,4,0,1,17,17,0
p11,628,3,0,0,17,17,0
p11,629,2,0,0,18,14,0
p11,630,2,0,0,18,15,0
p11,633,1,0,0,19,15,0
p11,639,0,0,0,20,15,0
p11,725,0,0,0,20,11,0
p11,1200,30,10,0,9,9,0
p11,1201,30,10,0,0,0,6
p11,1203,30,10,2,0,0,4
p11,1205,30,10,2,0,0,2
p11,1206,30,10,2,0,0,6
p11,1208,30,10,2,0,0,3
p11,1209,30,10,3,0,0,2
p11,1210,30,10,3,0,0,1
p11,1211,30,10,3,0,0,2
p11,1212,30,10,3,0,0,1
p11,1216,30,10,3,0,0,5
p11,1217,30,10,3,0,0,4
p11,1218,30,10,5,0,0,1
p11,1219,30,10,6,0,0,0
p11,1221,30,10,6,0,0,2
p11,1222,30,10,6,0,0,1
p11,1225,30,10,7,0,0,0
p11,1226,30,10,7,0,0,2
p11,1227,30,10,7,0,0,1
p11,1230,30,10,8,0,0,0
p11,1231,30,10,8,0,0,1
p11,1232,30,10,8,0,0,0
p11,1236,30,10,8,0,0,2
p11,1237,30,10,8,0,0,1
p11,1241,30,10,8,0,0,1
p11,1245,30,10,9,0,0,0
p11,1246,30,10,9,0,0,1
p11,1248,30,10,10,0,0,0
p11,1800,19,0,10,11,0,0
p11,1801,10,0,7,20,0,0
p11,1802,10,0,7,17,0,0
p11,1803,9,0,5,17,0,0
p11,1804,8,0,2,17,0,0
p11,1805,8,0,0,17,0,0
p11,1807,8,0,0,12,4,0
p11,1811,7,0,0,13,4,0
p11,1812,7,0,0,13,9,0
p11,1817,7,0,0,13,12,0
p11,1821,4,0,0,16,12,0
p11,1822,4,0,0,16,15,0
p11,1826,3,0,0,17,15,0
p11,1831,2,0,0,18,15,0
p11,1832,2,0,0,18,16,0
p11,1846,1,0,0,19,16,0
p11,1851,0,0,0,20,16,0
p11,2400,30,10,0,20,16,0
p11,2402,30,10,0,0,0,2
p11,2403,30,10,1,0,0,3
p11,2405,30,10,2,0,0,1
p11,2408,30,10,3,0,0,2
p11,2409,30,10,3,0,0,1
p11,2412,30,10,3,0,0,0
p11,2413,30,10,4,0,0,2
p11,2414,30,10,4,0,0,1
p11,2415,30,10,5,0,0,0
p11,2418,30,10,5,0,0,4
p11,2419,30,10,5,0,0,3
p11,2420,30,10,6,0,0,1
p11,2421,30,10,7,0,0,0
p11,2423,30,10,8,0,0,2
p11,2425,30,10,9,0,0,0
p11,2428,30,10,9,0,0,1
p11,2431,30,10,10,0,0,0
p11,3001,30,10,7,0,0,0
p11,3002,10,0,7,20,0,0
p11,3003,9,0,5,17,3,0
p11,3004,9,0,3,17,3,0
p11,3005,8,0,0,17,3,0
p11,3008,8,0,0,12,9,0
p11,3013,7,0,0,13,10,0
p11,3017,6,0,0,14,10,0
p11,3018,5,0,0,15,13,0
p11,3022,4,0,0,16,13,0
p11,3023,3,0,0,17,13,0
p11,3028,1,0,0,19,14,0
p11,3033,0,0,0,20,14,0
p11,3093,0,0,0,20,13,0
p11,3600,30,10,0,20,13,0
p11,3603,30,10,0,0,0,8
p11,3605,30,10,0,0,0,7
p11,3606,30,10,2,0,0,4
p11,3607,30,10,4,0,0,0
p11,3608,30,10,4,0,0,4
p11,3610,30,10,5,0,0,2
p11,3611,30,10,7,0,0,0
p11,3613,30,10,7,0,0,2
p11,3616,30,10,8,0,0,1
p11,3617,30,10,8,0,0,0
p11,3618,30,10,8,0,0,2
p11,3622,30,10,8,0,0,0
p11,3623,30,10,8,0,0,1
p11,3626,30,10,9,0,0,0
p11,3628,30,10,9,0,0,1
p11,3632,30,10,9,0,0,0
p11,3633,30,10,9,0,0,1
p11,3638,30,10,9,0,0,0
p11,3643,30,10,9,0,0,1
p11,3647,30,10,10,0,0,0
p11,4201,30,10,8,0,0,0
p11,4202,30,10,5,0,0,0
p11,4203,10,0,1,16,5,0
p11,4204,10,0,1,11,5,0
p11,4205,10,0,0,11,5,0
p11,4207,8,0,0,13,5,0
p11,4208,6,0,0,15,5,0
p11,4209,6,0,0,14,8,0
p11,4212,5,0,0,15,8,0
p11,4213,3,0,0,17,8,0
p11,4214,3,0,0,17,10,0
p11,4217,2,0,0,18,10,0
p11,4219,2,0,0,18,14,0
p11,4224,2,0,0,18,16,0
p11,4228,1,0,0,19,16,0
p11,4229,1,0,0,19,18,0
p11,4234,1,0,0,19,19,0
p11,4248,0,0,0,20,19,0
p11,4249,0,0,0,20,20,0
p11,4254,0,0,0,20,20,0
p11,4800,30,10,0,20,20,0
p11,4804,30,10,0,0,0,7
p11,4806,30,10,1,0,0,6
p11,4808,30,10,4,0,0,2
p11,4809,30,10,4,0,0,3
p11,4813,30,10,4,0,0,2
p11,4814,30,10,5,0,0,4
p11,4815,30,10,5,0,0,3
p11,4816,30,10,6,0,0,1
p11,4817,30,10,6,0,0,0
p11,4819,30,10,6,0,0,3
p11,4820,30,10,6,0,0,2
p11,4823,30,10,6,0,0,1
p11,4824,30,10,6,0,0,0
p11,4825,30,10,6,0,0,2
p11,4828,30,10,6,0,0,1
p11,4830,30,10,7,0,0,2
p11,4833,30,10,7,0,0,1
p11,4834,30,10,7,0,0,0
p11,4835,30,10,7,0,0,3
p11,4836,30,10,7,0,0,2
p11,4838,30,10,8,0,0,0
p11,4840,30,10,8,0,0,2
p11,4842,30,10,8,0,0,1
p11,4844,30,10,9,0,0,0
p11,4845,30,10,9,0,0,1
p11,4846,30,10,9,0,0,0
p11,4850,30,10,9,0,0,1
p11,4854,30,10,9,0,0,0
p11,4855,30,10,9,0,0,1
p11,4858,30,10,9,0,0,0
p11,4860,30,10,9,0,0,1
p11,4862,30,10,9,0,0,0
p11,4865,30,10,9,0,0,0
p11,4870,30,10,9,0,0,0
p11,4875,30,10,9,0,0,1
p11,4879,30,10,9,0,0,0
p11,4880,30,10,9,0,0,1
p11,4883,30,10,10,0,0,0
p11,5401,30,10,9,0,0,0
p11,5402,30,10,8,0,0,0
p11,5403,30,10,6,0,0,0
p11,5404,14,0,3,16,0,0
p11,5405,10,0,1,11,1,0
p11,5406,10,0,0,11,1,0
p11,5409,9,0,0,12,1,0
p11,5410,6,0,0,14,5,0
p11,5414,5,0,0,15,5,0
p11,5415,5,0,0,15,7,0
p11,5420,4,0,0,16,8,0
p11,5434,3,0,0,17,8,0
p11,5435,3,0,0,17,9,0
p11,5440,2,0,0,18,9,0
p11,5444,1,0,0,19,9,0
p11,5455,1,0,0,19,10,0
p11,5485,0,0,0,20,10,0
p11,6000,30,10,0,8,7,0
p11,6001,30,10,0,0,0,7
p11,6002,30,10,1,0,0,6
p11,6004,30,10,1,0,0,5
p11,6005,30,10,1,0,0,4
p11,6006,30,10,3,0,0,7
p11,6007,30,10,3,0,0,3
p11,6010,30,10,3,0,0,1
p11,6011,30,10,4,0,0,6
p11,6012,30,10,4,0,0,5
p11,6013,30,10,4,0,0,4
p11,6015,30,10,4,0,0,2
p11,6016,30,10,5,0,0,5
p11,6017,30,10,7,0,0,3
p11,6018,30,10,7,0,0,2
p11,6020,30,10,7,0,0,0
p11,6021,30,10,7,0,0,3
p11,6022,30,10,7,0,0,2
p11,6023,30,10,7,0,0,0
p11,6026,30,10,7,0,0,3
p11,6028,30,10,7,0,0,2
p11,6031,30,10,9,0,0,0
p11,6036,30,10,9,0,0,1
p11,6040,30,10,9,0,0,0
p11,6041,30,10,9,0,0,1
p11,6046,30,10,10,0,0,0
p11,6600,18,0,10,12,0,0
p11,6601,10,0,7,20,0,0
p11,6602,9,0,4,17,0,0
p11,6603,9,0,1,17,0,0
p11,6604,9,0,0,17,0,0
p11,6607,8,0,0,12,2,0
p11,6610,7,0,0,13,2,0
p11,6611,6,0,0,14,2,0
p11,6612,6,0,0,14,6,0
p11,6617,6,0,0,14,7,0
p11,6620,4,0,0,16,7,0
p11,6621,3,0,0,17,7,0
p11,6632,2,0,0,18,7,0
p11,6635,1,0,0,19,7,0
p11,6650,0,0,0,20,7,0
p11,7200,30,10,0,20,7,0
p11,7202,30,10,0,0,0,1
p11,7203,30,10,2,0,0,7
p11,7204,30,10,5,0,0,3
p11,7205,30,10,5,0,0,2
p11,7208,30,10,6,0,0,4
p11,7209,30,10,6,0,0,2
p11,7210,30,10,6,0,0,1
p11,7212,30,10,6,0,0,0
p11,7213,30,10,6,0,0,3
p11,7214,30,10,8,0,0,0
p11,7218,30,10,9,0,0,1
p11,7222,30,10,9,0,0,0
p11,7223,30,10,10,0,0,0
p11,7802,10,0,10,20,0,0
p11,7803,8,0,7,19,0,0
p11,7804,5,0,2,19,0,0
p11,7806,5,0,0,19,0,0
p11,7808,5,0,0,15,6,0
p11,7813,4,0,0,16,6,0
p11,7817,2,0,0,18,6,0
p11,7818,1,0,0,19,7,0
p11,7823,1,0,0,19,9,0
p11,7828,0,0,0,20,10,0
p11,8400,30,10,0,20,10,0
