id,t,dTot,dFed,rFed,oFed,sFed,unat
p38,0,0,0,0,20,0,0
p38,6,0,0,0,20,1,0
p38,11,0,0,0,20,2,0
p38,600,30,10,0,20,2,0
p38,601,30,10,0,1,1,0
p38,602,30,10,0,0,0,10
p38,603,30,10,0,0,0,9
p38,604,30,10,0,0,0,5
p38,606,30,10,1,0,0,3
p38,607,30,10,3,0,0,6
p38,608,30,10,3,0,0,4
p38,609,30,10,4,0,0,3
p38,610,30,10,6,0,0,0
p38,612,30,10,6,0,0,1
p38,615,30,10,7,0,0,0
p38,617,30,10,8,0,0,2
p38,618,30,10,9,0,0,1
p38,620,30,10,10,0,0,0
p38,1201,12,0,9,18,0,0
p38,1202,10,0,7,18,1,0
p38,1203,10,0,5,18,1,0
p38,1205,10,0,2,18,1,0
p38,1206,10,0,0,18,1,0
p38,1207,8,0,0,12,4,0
p38,1211,7,0,0,13,4,0
p38,1212,4,0,0,16,5,0
p38,1217,3,0,0,17,5,0
p38,1222,0,0,0,20,7,0
p38,1252,0,0,0,20,8,0
p38,1267,0,0,0,20,9,0
p38,1272,0,0,0,20,11,0
p38,1282,0,0,0,20,12,0
p38,1312,0,0,0,20,13,0
p38,1800,30,10,0,20,13,0
p38,1802,30,10,0,20,12,0
p38,1803,30,10,0,0,0,5
p38,1804,30,10,1,0,0,4
p38,1806,30,10,2,0,0,3
p38,1807,30,10,3,0,0,2
p38,1808,30,10,5,0,0,3
p38,1811,30,10,4,0,0,3
p38,1812,30,10,7,0,0,0
p38,1813,30,10,7,0,0,2
p38,1816,30,10,8,0,0,1
p38,1817,30,10,9,0,0,0
p38,1818,30,10,9,0,0,1
p38,1823,30,10,9,0,0,1
p38,1827,30,10,10,0,0,0
p38,2401,30,10,9,0,0,0
p38,2402,30,10,4,0,0,0
p38,2403,10,0,2,20,0,0
p38,2404,9,0,0,12,1,0
p38,2408,8,0,0,13,1,0
p38,2409,7,0,0,13,2,0
p38,2413,4,0,0,16,2,0
p38,2414,3,0,0,17,2,0
p38,2419,1,0,0,19,3,0
p38,2423,0,0,0,20,3,0
p38,2429,0,0,0,20,4,0
p38,2434,0,0,0,20,5,0
p38,2444,0,0,0,20,7,0
p38,2464,0,0,0,20,9,0
p38,2469,0,0,0,20,10,0
p38,2504,0,0,0,20,11,0
p38,3000,30,10,0,20,11,0
p38,3004,30,10,0,1,1,0
p38,3005,30,10,1,0,0,5
p38,3006,30,10,2,0,0,3
p38,3009,30,10,3,0,0,2
p38,3010,30,10,3,0,0,1
p38,3014,30,10,6,0,0,0
p38,3015,30,10,6,0,0,0
p38,3020,30,10,6,0,0,3
p38,3021,30,10,7,0,0,1
p38,3025,30,10,8,0,0,1
p38,3026,30,10,9,0,0,0
p38,3030,30,10,9,0,0,0
p38,3035,30,10,9,0,0,0
p38,3041,30,10,9,0,0,0
p38,3046,30,10,9,0,0,0
p38,3051,30,10,9,0,0,0
p38,3056,30,10,9,0,0,1
p38,3057,30,10,10,0,0,0
p38,3600,30,10,9,0,0,0
p38,3601,30,10,4,0,0,0
p38,3602,30,10,3,0,0,0
p38,3604,11,0,0,19,0,0
p38,3605,10,0,0,20,0,0
p38,3606,10,0,0,10,3,0
p38,3611,7,0,0,13,5,0
p38,3616,4,0,0,16,5,0
p38,3621,4,0,0,16,6,0
p38,3626,3,0,0,17,6,0
p38,3631,1,0,0,19,6,0
p38,3661,0,0,0,20,6,0
p38,3725,0,0,0,20,5,0
p38,4200,30,10,0,20,5,0
p38,4201,30,10,0,0,0,0
p38,4202,30,10,0,0,0,2
p38,4205,30,10,1,0,0,1
p38,4207,30,10,2,0,0,2
p38,4208,30,10,3,0,0,1
p38,4210,30,10,3,0,0,0
p38,4212,30,10,3,0,0,4
p38,4213,30,10,4,0,0,1
p38,4217,30,10,5,0,0,4
p38,4218,30,10,5,0,0,3
p38,4220,30,10,5,0,0,2
p38,4222,30,10,7,0,0,2
p38,4223,30,10,8,0,0,0
p38,4227,30,10,8,0,0,2
p38,4230,30,10,9,0,0,1
p38,4232,30,10,10,0,0,0
p38,4801,10,0,8,20,0,0
p38,4802,10,0,4,20,0,0
p38,4803,10,0,0,14,1,0
p38,4808,8,0,0,12,2,0
p38,4813,7,0,0,13,2,0
p38,4817,5,0,0,15,2,0
p38,4822,3,0,0,17,2,0
p38,4828,2,0,0,18,2,0
p38,4833,1,0,0,19,2,0
p38,4837,0,0,0,20,2,0
p38,4868,0,0,0,20,3,0
p38,4888,0,0,0,20,5,0
p38,5400,30,10,0,20,5,0
p38,5403,30,10,0,0,0,4
p38,5404,30,10,0,0,0,2
p38,5405,30,10,1,0,0,0
p38,5409,30,10,1,0,0,3
p38,5410,30,10,1,0,0,2
p38,5411,30,10,2,0,0,1
p38,5413,30,10,3,0,0,0
p38,5414,30,10,4,0,0,1
p38,5416,30,10,5,0,0,0
p38,5419,30,10,5,0,0,3
