id,t,dTot,dFed,rFed,oFed,sFed,unat
p20,0,0,0,0,20,0,0
p20,1,30,10,0,18,0,0
p20,6,30,10,0,10,0,0
p20,7,30,10,0,0,0,4
p20,8,30,10,1,0,0,9
p20,10,30,10,3,0,0,7
p20,12,30,10,4,0,0,6
p20,13,30,10,4,0,0,4
p20,16,30,10,6,0,0,1
p20,18,30,10,6,0,0,3
p20,20,30,10,7,0,0,2
p20,23,30,10,7,0,0,2
p20,26,30,10,8,0,0,1
p20,27,30,10,9,0,0,0
p20,28,30,10,9,0,0,1
p20,31,30,10,10,0,0,0
p20,601,28,8,7,2,0,0
p20,602,28,8,5,2,0,0
p20,603,28,8,2,2,0,0
p20,604,28,8,2,0,0,6
p20,606,20,0,0,8,0,6
p20,607,10,0,0,18,0,4
p20,609,10,0,2,18,0,2
p20,610,10,0,2,18,1,2
p20,614,8,0,2,16,9,0
p20,615,6,0,2,16,13,0
p20,620,6,0,2,16,15,0
p20,628,5,0,2,17,15,0
p20,629,2,0,1,19,15,0
p20,634,1,0,1,20,15,0
p20,639,0,0,0,20,15,0
p20,1200,30,10,0,20,15,0
p20,1205,30,10,0,8,8,0
p20,1206,30,10,0,0,0,7
p20,1207,30,10,1,0,0,5
p20,1208,30,10,1,0,0,4
p20,1210,30,10,1,0,0,2
p20,1211,30,10,1,0,0,6
p20,1212,30,10,1,0,0,3
p20,1213,30,10,2,0,0,2
p20,1216,30,10,2,0,0,7
p20,1217,30,10,2,0,0,6
p20,1219,30,10,2,0,0,5
p20,1220,30,10,2,0,0,2
p20,1221,30,10,2,0,0,8
p20,1222,30,10,3,0,0,2
p20,1223,30,10,3,0,0,1
p20,1226,30,10,3,0,0,1
p20,1227,30,10,3,0,0,3
p20,1230,30,10,3,0,0,2
p20,1231,30,10,3,0,0,0
p20,1232,30,10,3,0,0,2
p20,1236,30,10,3,0,0,1
p20,1237,30,10,3,0,0,3
p20,1238,30,10,4,0,0,2
p20,1239,30,10,4,0,0,1
p20,1241,30,10,4,0,0,0
p20,1242,30,10,4,0,0,1
p20,1246,30,10,4,0,0,0
p20,1247,30,10,4,0,0,2
p20,1248,30,10,4,0,0,1
p20,1250,30,10,4,0,0,0
p20,1252,30,10,5,0,0,2
p20,1253,30,10,6,0,0,1
p20,1254,30,10,7,0,0,0
p20,1257,30,10,7,0,0,1
p20,1259,30,10,8,0,0,0
p20,1262,30,10,8,0,0,1
p20,1265,30,10,9,0,0,0
p20,1267,30,10,9,0,0,1
p20,1271,30,10,9,0,0,0
p20,1272,30,10,9,0,0,0
p20,1277,30,10,9,0,0,1
p20,1280,30,10,9,0,0,0
p20,1282,30,10,9,0,0,0
p20,1287,30,10,9,0,0,0
p20,1292,30,10,9,0,0,1
p20,1293,30,10,9,0,0,0
p20,1297,30,10,9,0,0,0
p20,1302,30,10,9,0,0,1
p20,1303,30,10,10,0,0,0
p20,1801,30,10,9,0,0,0
p20,1802,30,10,6,0,0,1
p20,1803,30,10,3,0,0,1
p20,1804,30,10,1,0,0,0
p20,1805,18,0,1,12,0,0
p20,1806,10,0,1,20,0,0
p20,1807,10,0,1,11,5,0
p20,1812,9,0,1,12,8,0
p20,1817,8,0,1,13,9,0
p20,1822,8,0,1,13,10,0
p20,1827,7,0,1,14,10,0
p20,1842,6,0,1,15,10,0
p20,1857,3,0,1,18,10,0
p20,1862,2,0,1,19,10,0
p20,1868,1,0,0,19,10,0
p20,1907,0,0,0,20,10,0
p20,1925,0,0,0,20,9,0
p20,2400,30,10,0,20,9,0
