id,t,dTot,dFed,rFed,oFed,sFed,unat
p32,0,0,0,0,20,0,0
p32,7,0,0,0,20,1,0
p32,12,0,0,0,20,6,0
p32,17,0,0,0,20,8,0
p32,22,0,0,0,20,9,0
p32,27,0,0,0,20,12,0
p32,32,0,0,0,20,13,0
p32,37,0,0,0,20,14,0
p32,42,0,0,0,20,16,0
p32,600,30,10,0,20,16,0
p32,602,30,10,0,13,13,0
p32,603,30,10,0,0,0,9
p32,604,30,10,0,0,0,5
p32,606,30,10,0,0,0,3
p32,607,30,10,0,0,0,1
p32,609,30,10,3,0,0,0
p32,610,30,10,3,0,0,1
p32,615,30,10,3,0,0,6
p32,617,30,10,4,0,0,5
p32,620,30,10,5,0,0,4
p32,625,30,10,9,0,0,0
p32,630,30,10,9,0,0,1
p32,632,30,10,10,0,0,0
p32,1201,30,10,9,0,0,0
p32,1202,24,4,9,6,0,1
p32,1203,10,0,7,20,0,1
p32,1205,10,0,3,20,0,1
p32,1206,10,0,0,20,0,0
p32,1207,10,0,0,10,8,0
p32,1210,8,0,0,12,1,0
p32,1216,7,0,0,13,1,0
p32,1220,5,0,0,15,1,0
p32,1221,3,0,0,17,1,0
p32,1222,1,0,0,19,3,0
p32,1227,1,0,0,19,4,0
p32,1232,1,0,0,19,5,0
p32,1236,0,0,0,20,5,0
p32,1237,0,0,0,20,6,0
p32,1277,0,0,0,20,7,0
p32,1800,30,10,0,20,7,0
p32,1802,30,10,0,0,0,6
p32,1803,30,10,1,0,0,6
p32,1804,30,10,2,0,0,5
p32,1806,30,10,4,0,0,3
p32,1807,30,10,6,0,0,1
p32,1808,30,10,6,0,0,2
p32,1812,30,10,8,0,0,0
p32,1813,30,10,8,0,0,2
p32,1817,30,10,10,0,0,0
p32,2401,30,10,8,0,0,0
p32,2402,10,0,5,20,0,0
p32,2403,10,0,2,13,2,0
p32,2404,9,0,1,13,2,0
p32,2405,8,0,0,13,2,0
p32,2408,4,0,0,16,3,0
p32,2413,2,0,0,18,4,0
p32,2418,1,0,0,19,6,0
p32,2422,0,0,0,20,6,0
p32,2433,0,0,0,20,7,0
p32,2443,0,0,0,20,8,0
p32,2448,0,0,0,20,9,0
p32,2458,0,0,0,20,10,0
p32,3000,30,10,0,20,10,0
p32,3003,30,10,0,0,0,5
p32,3004,30,10,1,0,0,3
p32,3005,30,10,3,0,0,1
p32,3008,30,10,4,0,0,3
p32,3009,30,10,5,0,0,2
p32,3011,30,10,6,0,0,1
p32,3013,30,10,7,0,0,1
p32,3015,30,10,8,0,0,0
p32,3018,30,10,8,0,0,1
p32,3019,30,10,9,0,0,0
p32,3023,30,10,9,0,0,0
p32,3028,30,10,9,0,0,0
p32,3033,30,10,9,0,0,1
p32,3035,30,10,10,0,0,0
p32,3601,30,10,7,0,0,0
p32,3602,30,10,6,0,0,0
p32,3603,10,0,4,20,0,0
p32,3604,9,0,1,14,0,0
p32,3605,9,0,0,14,0,0
p32,3608,6,0,0,17,0,0
p32,3609,6,0,0,14,1,0
p32,3613,3,0,0,17,1,0
p32,3614,3,0,0,17,2,0
p32,3618,2,0,0,18,2,0
p32,3623,1,0,0,19,2,0
p32,3629,1,0,0,19,3,0
p32,3638,0,0,0,20,3,0
p32,4200,30,10,0,20,3,0
p32,4204,30,10,0,0,0,1
p32,4205,30,10,1,0,0,0
p32,4209,30,10,1,0,0,7
p32,4210,30,10,3,0,0,4
p32,4213,30,10,4,0,0,3
p32,4214,30,10,7,0,0,2
p32,4215,30,10,8,0,0,1
p32,4219,30,10,9,0,0,1
p32,4223,30,10,10,0,0,0
p32,4800,30,10,8,0,0,0
p32,4801,30,10,7,0,0,0
p32,4804,10,0,1,13,1,0
p32,4805,10,0,0,13,1,0
p32,4809,9,0,0,11,1,0
p32,4814,4,0,0,16,1,0
p32,4819,2,0,0,18,3,0
p32,4824,0,0,0,20,3,0
p32,4829,0,0,0,20,4,0
p32,4834,0,0,0,20,5,0
p32,4849,0,0,0,20,6,0
p32,5400,30,10,0,20,6,0
p32,5404,30,10,0,7,5,0
p32,5405,30,10,0,0,0,4
p32,5406,30,10,1,0,0,5
p32,5407,30,10,1,0,0,4
p32,5409,30,10,1,0,0,3
p32,5410,30,10,2,0,0,2
p32,5411,30,10,3,0,0,3
p32,5412,30,10,3,0,0,2
p32,5414,30,10,3,0,0,1
p32,5416,30,10,4,0,0,1
p32,5417,30,10,5,0,0,0
p32,5421,30,10,5,0,0,2
p32,5425,30,10,7,0,0,0
p32,5426,30,10,8,0,0,0
p32,5431,30,10,8,0,0,0
p32,5436,30,10,8,0,0,1
p32,5440,30,10,9,0,0,0
p32,5441,30,10,9,0,0,0
p32,5446,30,10,9,0,0,0
p32,5451,30,10,9,0,0,1
p32,5455,30,10,10,0,0,0
p32,6001,30,10,6,0,0,0
p32,6003,30,10,5,0,0,0
p32,6004,24,4,5,6,0,0
p32,6005,10,0,0,20,0,0
p32,6006,10,0,0,10,5,0
p32,6010,9,0,0,11,5,0
p32,6011,7,0,0,13,7,0
p32,6016,7,0,0,13,9,0
p32,6021,5,0,0,15,10,0
p32,6025,4,0,0,16,10,0
p32,6026,3,0,0,17,10,0
p32,6031,2,0,0,18,11,0
p32,6041,1,0,0,19,11,0
p32,6046,1,0,0,19,12,0
p32,6061,0,0,0,20,12,0
p32,6116,0,0,0,20,13,0
p32,6121,0,0,0,20,14,0
p32,6600,30,10,0,20,14,0
p32,6601,30,10,0,12,11,0
p32,6602,30,10,0,3,3,0
p32,6603,30,10,0,0,0,7
p32,6607,30,10,5,0,0,2
p32,6608,30,10,5,0,0,2
p32,6609,30,10,6,0,0,1
p32,6613,30,10,6,0,0,0
p32,6614,30,10,6,0,0,4
p32,6617,30,10,8,0,0,2
p32,6619,30,10,8,0,0,1
p32,6622,30,10,9,0,0,0
p32,6624,30,10,9,0,0,1
p32,6626,30,10,10,0,0,0
p32,7201,22,2,9,8,0,0
p32,7202,14,0,6,16,0,0
p32,7203,10,0,1,20,0,0
p32,7204,10,0,0,11,3,0
p32,7208,6,0,0,15,3,0
p32,7209,5,0,0,15,3,0
p32,7214,4,0,0,16,7,0
p32,7218,2,0,0,18,7,0
p32,7219,2,0,0,18,9,0
p32,7224,1,0,0,19,11,0
p32,7228,0,0,0,20,11,0
p32,7234,0,0,0,20,13,0
p32,7800,30,10,0,20,13,0
p32,7804,30,10,0,10,9,0
p32,7805,30,10,0,5,5,0
p32,7806,30,10,0,0,0,10
p32,7807,30,10,1,0,0,9
p32,7809,30,10,3,0,0,7
p32,7810,30,10,4,0,0,6
p32,7811,30,10,5,0,0,4
p32,7812,30,10,6,0,0,3
p32,7813,30,10,6,0,0,2
p32,7815,30,10,7,0,0,1
p32,7816,30,10,7,0,0,1
p32,7817,30,10,8,0,0,0
p32,7822,30,10,8,0,0,2
p32,7824,30,10,9,0,0,1
p32,7826,30,10,9,0,0,0
p32,7827,30,10,9,0,0,0
p32,7832,30,10,9,0,0,0
p32,7837,30,10,9,0,0,0
p32,7842,30,10,9,0,0,1
p32,7845,30,10,10,0,0,0
p32,8401,30,10,8,0,0,0
p32,8402,30,10,6,0,0,1
p32,8403,30,10,5,0,0,1
p32,8404,20,0,2,10,0,1
p32,8405,15,0,0,15,0,1
p32,8406,10,0,0,20,0,1
p32,8407,10,0,1,11,7,0
p32,8408,10,0,1,11,6,0
p32,8411,9,0,1,12,6,0
p32,8412,6,0,1,15,9,0
p32,8417,4,0,1,17,10,0
p32,8421,3,0,0,17,10,0
p32,8422,2,0,0,18,12,0
p32,8427,1,0,0,19,13,0
p32,8437,1,0,0,19,15,0
p32,8446,0,0,0,20,15,0
p32,9000,30,10,0,20,15,0
p32,9002,30,10,0,13,12,0
p32,9003,30,10,0,6,5,0
p32,9004,30,10,0,0,0,2
p32,9005,30,10,0,0,0,9
p32,9006,30,10,0,0,0,8
p32,9008,30,10,1,0,0,7
p32,9009,30,10,2,0,0,2
p32,9010,30,10,4,0,0,2
p32,9014,30,10,4,0,0,2
p32,9015,30,10,6,0,0,4
p32,9019,30,10,8,0,0,0
p32,9020,30,10,9,0,0,1
p32,9024,30,10,10,0,0,0
p32,9601,30,10,9,0,0,0
p32,9602,23,3,9,7,0,0
p32,9603,16,0,8,14,0,0
p32,9604,10,0,5,20,0,0
p32,9605,10,0,0,10,3,0
p32,9610,6,0,0,14,4,0
p32,9615,4,0,0,16,6,0
p32,9620,2,0,0,18,6,0
p32,9625,0,0,0,20,6,0
p32,10200,30,10,0,2,2,0
p32,10201,30,10,0,0,0,6
p32,10203,30,10,1,0,0,5
p32,10205,30,10,3,0,0,2
p32,10206,30,10,4,0,0,2
p32,10211,30,10,5,0,0,3
p32,10215,30,10,7,0,0,0
p32,10216,30,10,7,0,0,3
p32,10217,30,10,7,0,0,2
p32,10218,30,10,8,0,0,1
p32,10221,30,10,8,0,0,1
p32,10226,30,10,9,0,0,0
p32,10231,30,10,9,0,0,1
p32,10236,30,10,10,0,0,0
p32,10800,13,0,10,17,0,0
p32,10801,10,0,6,20,0,0
p32,10802,10,0,4,14,2,0
p32,10803,9,0,2,14,2,0
p32,10805,8,0,0,14,2,0
p32,10806,7,0,0,15,1,0
p32,10807,6,0,0,14,7,0
p32,10812,5,0,0,15,8,0
p32,10816,4,0,0,16,8,0
p32,10817,3,0,0,17,7,0
p32,10822,2,0,0,18,8,0
p32,10826,1,0,0,19,8,0
p32,10837,0,0,0,20,9,0
