id,t,dTot,dFed,rFed,oFed,sFed,unat
p13,0,0,0,0,20,0,0
p13,1,30,10,0,18,0,0
p13,6,30,10,0,6,0,0
p13,7,30,10,0,0,0,7
p13,8,30,10,0,0,0,10
p13,10,30,10,2,0,0,8
p13,11,30,10,3,0,0,7
p13,12,30,10,3,0,0,6
p13,13,30,10,3,0,0,1
p13,16,30,10,3,0,0,0
p13,18,30,10,3,0,0,7
p13,19,30,10,3,0,0,6
p13,21,30,10,7,0,0,1
p13,22,30,10,8,0,0,0
p13,23,30,10,8,0,0,2
p13,25,30,10,9,0,0,1
p13,28,30,10,9,0,0,0
p13,33,30,10,9,0,0,1
p13,36,30,10,10,0,0,0
p13,601,28,8,5,2,0,0
p13,602,28,8,1,2,0,0
p13,603,28,8,0,2,0,0
p13,604,28,8,0,0,0,5
p13,606,16,0,0,12,0,5
p13,607,10,0,0,18,0,3
p13,608,10,0,0,18,0,1
p13,609,10,0,0,14,8,1
p13,610,10,0,1,11,11,0
p13,613,9,0,1,12,11,0
p13,615,9,0,1,12,12,0
p13,619,7,0,1,14,12,0
p13,620,7,0,1,14,14,0
p13,623,6,0,1,15,14,0
p13,629,2,0,0,18,14,0
p13,630,2,0,0,18,15,0
p13,634,1,0,0,19,15,0
p13,644,0,0,0,20,15,0
p13,725,0,0,0,20,14,0
p13,1200,30,10,0,19,14,0
p13,1205,30,10,0,12,12,0
p13,1206,30,10,0,0,0,8
p13,1207,30,10,1,0,0,6
p13,1208,30,10,2,0,0,3
p13,1209,30,10,2,0,0,2
p13,1211,30,10,2,0,0,3
p13,1212,30,10,2,0,0,6
p13,1213,30,10,4,0,0,3
p13,1214,30,10,4,0,0,2
p13,1216,30,10,4,0,0,1
p13,1217,30,10,5,0,0,3
p13,1218,30,10,5,0,0,1
p13,1221,30,10,5,0,0,0
p13,1222,30,10,5,0,0,3
p13,1223,30,10,6,0,0,2
p13,1226,30,10,6,0,0,1
p13,1227,30,10,6,0,0,3
p13,1228,30,10,7,0,0,2
p13,1229,30,10,8,0,0,1
p13,1231,30,10,8,0,0,0
p13,1232,30,10,8,0,0,1
p13,1235,30,10,8,0,0,0
p13,1237,30,10,8,0,0,2
p13,1241,30,10,8,0,0,0
p13,1242,30,10,8,0,0,1
p13,1243,30,10,8,0,0,0
p13,1247,30,10,8,0,0,1
p13,1252,30,10,8,0,0,0
p13,1257,30,10,8,0,0,2
p13,1262,30,10,10,0,0,0
p13,1800,29,9,10,1,0,0
p13,1802,29,9,7,1,0,0
p13,1803,29,9,3,0,0,0
p13,1804,29,9,0,0,0,0
p13,1805,22,2,0,7,0,0
p13,1806,10,0,0,19,0,0
p13,1808,10,0,0,10,3,0
p13,1812,8,0,0,12,3,0
p13,1813,8,0,0,12,7,0
p13,1817,7,0,0,13,7,0
p13,1818,5,0,0,15,8,0
p13,1823,5,0,0,15,13,0
p13,1828,4,0,0,16,13,0
p13,1832,2,0,0,18,13,0
p13,1868,0,0,0,20,13,0
p13,1925,0,0,0,20,11,0
p13,2400,30,10,0,20,11,0
p13,2403,30,10,0,5,4,0
p13,2404,30,10,0,0,0,4
p13,2409,30,10,1,0,0,7
p13,2410,30,10,2,0,0,2
p13,2414,30,10,2,0,0,5
p13,2415,30,10,2,0,0,4
p13,2418,30,10,2,0,0,3
p13,2419,30,10,4,0,0,2
p13,2420,30,10,4,0,0,1
p13,2422,30,10,4,0,0,0
p13,2425,30,10,4,0,0,3
p13,2426,30,10,5,0,0,1
p13,2429,30,10,6,0,0,0
p13,2430,30,10,6,0,0,2
p13,2434,30,10,7,0,0,0
p13,2435,30,10,7,0,0,1
p13,2439,30,10,7,0,0,0
p13,2440,30,10,7,0,0,1
p13,2444,30,10,8,0,0,0
p13,2445,30,10,8,0,0,1
p13,2446,30,10,8,0,0,0
p13,2450,30,10,8,0,0,1
p13,2454,30,10,8,0,0,0
p13,2455,30,10,8,0,0,0
p13,2460,30,10,8,0,0,1
p13,2462,30,10,8,0,0,0
p13,2465,30,10,8,0,0,0
p13,2470,30,10,8,0,0,2
p13,2473,30,10,8,0,0,1
p13,2474,30,10,8,0,0,0
p13,2475,30,10,8,0,0,0
p13,2480,30,10,8,0,0,1
p13,2481,30,10,8,0,0,0
p13,2485,30,10,8,0,0,2
p13,2488,30,10,9,0,0,1
p13,2489,30,10,9,0,0,0
p13,2490,30,10,9,0,0,1
p13,2493,30,10,10,0,0,0
p13,3001,30,10,8,0,0,0
p13,3003,16,0,8,14,0,0
p13,3004,10,0,1,20,0,0
p13,3005,10,0,1,11,0,0
p13,3006,10,0,0,11,0,0
p13,3009,9,0,0,12,0,0
p13,3010,9,0,0,11,6,0
p13,3014,8,0,0,12,6,0
p13,3015,8,0,0,12,10,0
p13,3019,7,0,0,13,10,0
p13,3020,6,0,0,14,10,0
p13,3030,4,0,0,16,11,0
p13,3034,3,0,0,17,11,0
p13,3035,3,0,0,17,12,0
p13,3045,2,0,0,18,13,0
p13,3090,1,0,0,19,13,0
p13,3095,0,0,0,20,13,0
p13,3600,30,10,0,20,13,0
p13,3605,30,10,0,0,0,5
p13,3606,30,10,2,0,0,3
p13,3607,30,10,2,0,0,2
p13,3608,30,10,2,0,0,1
p13,3610,30,10,3,0,0,0
p13,3611,30,10,3,0,0,3
p13,3612,30,10,3,0,0,2
p13,3613,30,10,3,0,0,1
p13,3615,30,10,3,0,0,0
p13,3616,30,10,5,0,0,2
p13,3620,30,10,5,0,0,1
p13,3621,30,10,6,0,0,2
p13,3626,30,10,8,0,0,1
p13,3627,30,10,9,0,0,0
p13,3631,30,10,9,0,0,1
p13,3635,30,10,10,0,0,0
p13,4200,30,10,9,0,0,0
p13,4201,30,10,4,0,0,3
p13,4202,30,10,2,0,0,3
p13,4203,30,10,1,0,0,3
p13,4204,30,10,2,0,0,1
p13,4205,10,0,1,20,0,1
p13,4206,10,0,1,13,4,1
p13,4207,10,0,1,12,6,1
p13,4208,10,0,1,12,6,0
p13,4211,8,0,1,14,6,0
p13,4212,8,0,1,13,11,0
p13,4213,7,0,0,13,11,0
p13,4217,7,0,0,13,13,0
p13,4221,5,0,0,15,13,0
p13,4222,5,0,0,15,14,0
p13,4226,4,0,0,16,14,0
p13,4230,3,0,0,17,14,0
p13,4231,2,0,0,18,14,0
p13,4236,0,0,0,20,14,0
p13,4237,0,0,0,20,15,0
p13,4242,0,0,0,20,16,0
p13,4800,30,10,0,20,16,0
p13,4802,30,10,0,0,0,0
p13,4803,30,10,1,0,0,7
p13,4804,30,10,3,0,0,5
p13,4805,30,10,3,0,0,4
p13,4806,30,10,4,0,0,2
p13,4807,30,10,4,0,0,1
p13,4808,30,10,4,0,0,4
p13,4809,30,10,6,0,0,2
p13,4811,30,10,7,0,0,1
p13,4812,30,10,7,0,0,0
p13,4813,30,10,7,0,0,2
