id,t,dTot,dFed,rFed,oFed,sFed,rLoc,unat,unatP
p40,0,0,0,0,20,0,0,0,0
p40,10,0,0,0,20,1,0,0,0
p40,20,0,0,0,20,2,0,0,0
p40,60,0,0,0,20,2,0,0,0
p40,120,0,0,0,20,2,0,0,0
p40,180,0,0,0,20,2,0,0,0
p40,240,0,0,0,20,2,0,0,0
p40,300,0,0,0,20,2,0,0,0
p40,360,0,0,0,20,2,0,0,0
p40,420,0,0,0,20,2,0,0,0
p40,480,0,0,0,20,2,0,0,0
p40,540,0,0,0,20,2,0,0,0
p40,600,30,10,0,20,2,0,30,0
p40,601,30,10,0,0,0,20,10,7
p40,602,30,10,0,0,0,20,10,8
p40,603,30,10,0,0,0,20,10,7
p40,606,30,10,2,0,0,20,8,4
p40,607,30,10,3,0,0,20,7,6
p40,608,30,10,7,0,0,20,3,0
p40,612,30,10,7,0,0,20,3,3
p40,613,30,10,8,0,0,20,2,0
p40,617,30,10,8,0,0,20,2,2
p40,618,30,10,8,0,0,20,2,1
p40,621,30,10,9,0,0,20,1,0
p40,622,30,10,9,0,0,20,1,1
p40,623,30,10,10,0,0,20,0,0
p40,660,30,10,10,0,0,20,0,0
p40,720,30,10,10,0,0,20,0,0
p40,780,30,10,10,0,0,20,0,0
p40,840,30,10,10,0,0,20,0,0
p40,900,30,10,10,0,0,20,0,0
p40,960,30,10,10,0,0,20,0,0
p40,1020,30,10,10,0,0,20,0,0
p40,1080,30,10,10,0,0,20,0,0
p40,1140,30,10,10,0,0,20,0,0
p40,1200,30,10,10,0,0,20,0,0
p40,1201,10,0,8,20,0,0,2,0
p40,1202,10,0,7,17,2,3,0,0
p40,1203,10,0,5,17,2,3,2,0
p40,1204,10,0,0,17,2,3,7,0
p40,1207,8,0,0,12,2,8,0,0
p40,1211,5,0,0,15,2,5,0,0
p40,1212,3,0,0,17,1,3,0,0
p40,1216,2,0,0,18,1,2,0,0
p40,1222,1,0,0,19,1,1,0,0
p40,1226,0,0,0,20,1,0,0,0
p40,1227,0,0,0,20,2,0,0,0
p40,1260,0,0,0,20,2,0,0,0
p40,1320,0,0,0,20,2,0,0,0
p40,1380,0,0,0,20,2,0,0,0
p40,1440,0,0,0,20,2,0,0,0
p40,1500,0,0,0,20,2,0,0,0
p40,1560,0,0,0,20,2,0,0,0
p40,1620,0,0,0,20,2,0,0,0
p40,1680,0,0,0,20,2,0,0,0
p40,1740,0,0,0,20,2,0,0,0
p40,1800,30,10,0,20,2,0,30,0
p40,1802,30,10,0,0,0,20,10,5
p40,1803,30,10,1,0,0,20,9,9
p40,1804,30,10,1,0,0,20,9,8
p40,1805,30,10,6,0,0,20,4,3
p40,1807,30,10,9,0,0,20,1,0
p40,1808,30,10,9,0,0,20,1,1
p40,1812,30,10,10,0,0,20,0,0
p40,1860,30,10,10,0,0,20,0,0
p40,1920,30,10,10,0,0,20,0,0
p40,1980,30,10,10,0,0,20,0,0
p40,2040,30,10,10,0,0,20,0,0
p40,2100,30,10,10,0,0,20,0,0
p40,2160,30,10,10,0,0,20,0,0
p40,2220,30,10,10,0,0,20,0,0
p40,2280,30,10,10,0,0,20,0,0
p40,2340,30,10,10,0,0,20,0,0
p40,2400,30,10,6,0,0,20,4,0
p40,2402,10,0,2,20,0,0,8,0
p40,2403,9,0,1,12,1,8,0,0
p40,2405,8,0,0,12,1,8,0,0
p40,2407,6,0,0,14,1,6,0,0
p40,2408,1,0,0,19,1,1,0,0
p40,2413,0,0,0,20,2,0,0,0
p40,2460,0,0,0,20,2,0,0,0
p40,2520,0,0,0,20,2,0,0,0
p40,2580,0,0,0,20,2,0,0,0
p40,2640,0,0,0,20,2,0,0,0
p40,2700,0,0,0,20,2,0,0,0
p40,2760,0,0,0,20,2,0,0,0
p40,2820,0,0,0,20,2,0,0,0
p40,2880,0,0,0,20,2,0,0,0
p40,2940,0,0,0,20,2,0,0,0
p40,3000,30,10,0,20,2,0,30,0
p40,3003,30,10,0,0,0,20,10,10
p40,3004,30,10,1,0,0,20,9,9
p40,3005,30,10,2,0,0,20,8,8
