id,t,dTot,dFed,rFed,oFed,sFed,unat
p30,0,0,0,0,20,0,0
p30,11,0,0,0,20,1,0
p30,21,0,0,0,20,4,0
p30,26,0,0,0,20,6,0
p30,51,0,0,0,20,7,0
p30,60,0,0,0,20,7,0
p30,120,0,0,0,20,7,0
p30,180,0,0,0,20,7,0
p30,240,0,0,0,20,7,0
p30,300,0,0,0,20,7,0
p30,360,0,0,0,20,7,0
p30,420,0,0,0,20,7,0
p30,480,0,0,0,20,7,0
p30,540,0,0,0,20,7,0
p30,600,30,10,0,20,7,0
p30,601,30,10,0,8,7,0
p30,602,30,10,0,0,0,4
p30,603,30,10,0,0,0,9
p30,606,30,10,1,0,0,8
p30,607,30,10,2,0,0,6
p30,608,30,10,3,0,0,6
p30,609,30,10,4,0,0,3
p30,612,30,10,6,0,0,1
p30,613,30,10,8,0,0,2
p30,614,30,10,9,0,0,1
p30,616,30,10,10,0,0,0
p30,618,30,10,9,0,0,1
p30,622,30,10,10,0,0,0
p30,660,30,10,10,0,0,0
p30,720,30,10,10,0,0,0
p30,780,30,10,10,0,0,0
p30,840,30,10,10,0,0,0
p30,900,30,10,10,0,0,0
p30,960,30,10,10,0,0,0
p30,1020,30,10,10,0,0,0
p30,1080,30,10,10,0,0,0
p30,1140,30,10,10,0,0,0
p30,1200,30,10,10,0,0,0
p30,1201,18,0,8,12,0,0
p30,1202,10,0,6,20,0,0
p30,1203,10,0,3,20,0,0
p30,1204,10,0,1,13,5,0
p30,1205,10,0,0,13,5,0
p30,1208,9,0,0,14,5,0
p30,1209,7,0,0,13,13,0
p30,1212,6,0,0,14,12,0
p30,1213,4,0,0,16,12,0
p30,1214,4,0,0,16,13,0
p30,1218,1,0,0,19,13,0
p30,1219,0,0,0,20,15,0
p30,1260,0,0,0,20,15,0
p30,1320,0,0,0,20,15,0
p30,1380,0,0,0,20,15,0
p30,1440,0,0,0,20,15,0
p30,1500,0,0,0,20,15,0
p30,1560,0,0,0,20,15,0
p30,1620,0,0,0,20,15,0
p30,1680,0,0,0,20,15,0
p30,1740,0,0,0,20,15,0
p30,1800,30,10,0,20,15,0
p30,1804,30,10,0,0,0,0
p30,1805,30,10,0,0,0,10
p30,1806,30,10,1,0,0,8
p30,1808,30,10,1,0,0,4
p30,1809,30,10,1,0,0,2
p30,1810,30,10,2,0,0,8
p30,1811,30,10,3,0,0,4
p30,1812,30,10,5,0,0,2
p30,1813,30,10,6,0,0,0
