id,t,dTot,dFed,rFed,oFed,sFed,unat
p26,0,0,0,0,20,0,0
p26,5,0,0,0,20,1,0
p26,10,0,0,0,20,6,0
p26,15,0,0,0,20,7,0
p26,20,0,0,0,20,10,0
p26,25,0,0,0,20,11,0
p26,30,0,0,0,20,12,0
p26,35,0,0,0,20,14,0
p26,60,0,0,0,20,14,0
p26,120,0,0,0,20,14,0
p26,180,0,0,0,20,14,0
p26,240,0,0,0,20,14,0
p26,300,0,0,0,20,14,0
p26,360,0,0,0,20,14,0
p26,420,0,0,0,20,14,0
p26,480,0,0,0,20,14,0
p26,540,0,0,0,20,14,0
p26,600,30,10,0,20,14,0
p26,605,30,10,0,13,12,0
p26,606,30,10,1,0,0,6
p26,607,30,10,1,0,0,9
p26,608,30,10,5,0,0,3
p26,611,30,10,6,0,0,2
p26,612,30,10,8,0,0,1
p26,614,30,10,8,0,0,0
p26,617,30,10,8,0,0,2
p26,618,30,10,8,0,0,1
p26,619,30,10,8,0,0,0
p26,622,30,10,8,0,0,2
p26,623,30,10,9,0,0,1
p26,624,30,10,9,0,0,0
p26,627,30,10,9,0,0,1
p26,629,30,10,9,0,0,0
p26,632,30,10,9,0,0,0
p26,637,30,10,9,0,0,1
p26,639,30,10,10,0,0,0
p26,660,30,10,10,0,0,0
p26,720,30,10,10,0,0,0
p26,780,30,10,10,0,0,0
p26,840,30,10,10,0,0,0
p26,900,30,10,10,0,0,0
p26,960,30,10,10,0,0,0
p26,1020,30,10,10,0,0,0
p26,1080,30,10,10,0,0,0
p26,1140,30,10,10,0,0,0
p26,1200,30,10,10,0,0,0
p26,1201,30,10,9,0,0,0
p26,1202,30,10,8,0,0,2
p26,1203,30,10,4,0,0,0
p26,1204,30,10,2,0,0,0
p26,1205,23,3,0,7,0,0
p26,1206,10,0,0,20,0,0
p26,1207,10,0,0,10,6,0
p26,1210,9,0,0,11,6,0
p26,1211,7,0,0,13,6,0
p26,1212,6,0,0,14,8,0
p26,1216,4,0,0,16,8,0
p26,1217,2,0,0,18,9,0
p26,1222,2,0,0,18,12,0
p26,1226,1,0,0,19,12,0
p26,1227,1,0,0,19,13,0
p26,1236,0,0,0,20,13,0
p26,1260,0,0,0,20,13,0
p26,1320,0,0,0,20,13,0
p26,1380,0,0,0,20,13,0
p26,1440,0,0,0,20,13,0
p26,1500,0,0,0,20,13,0
p26,1560,0,0,0,20,13,0
p26,1620,0,0,0,20,13,0
p26,1680,0,0,0,20,13,0
p26,1740,0,0,0,20,13,0
p26,1800,30,10,0,20,13,0
p26,1802,30,10,0,0,0,10
p26,1803,30,10,1,0,0,9
p26,1804,30,10,1,0,0,8
p26,1805,30,10,3,0,0,4
p26,1806,30,10,4,0,0,0
p26,1807,30,10,4,0,0,6
p26,1808,30,10,5,0,0,5
p26,1809,30,10,6,0,0,4
p26,1811,30,10,9,0,0,1
p26,1812,30,10,10,0,0,0
p26,1860,30,10,10,0,0,0
p26,1920,30,10,10,0,0,0
p26,1980,30,10,10,0,0,0
p26,2040,30,10,10,0,0,0
p26,2100,30,10,10,0,0,0
p26,2160,30,10,10,0,0,0
p26,2220,30,10,10,0,0,0
p26,2280,30,10,10,0,0,0
p26,2340,30,10,10,0,0,0
p26,2400,30,10,10,0,0,0
p26,2401,30,10,5,0,0,0
p26,2402,10,0,4,20,0,0
p26,2403,9,0,2,14,1,0
p26,2404,9,0,1,14,1,0
p26,2405,8,0,0,14,1,0
p26,2407,6,0,0,16,1,0
p26,2408,6,0,0,14,4,0
p26,2412,0,0,0,20,4,0
p26,2413,0,0,0,20,6,0
p26,2418,0,0,0,20,7,0
p26,2460,0,0,0,20,7,0
p26,2520,0,0,0,20,7,0
p26,2580,0,0,0,20,7,0
p26,2640,0,0,0,20,7,0
p26,2700,0,0,0,20,7,0
p26,2760,0,0,0,20,7,0
p26,2820,0,0,0,20,7,0
p26,2880,0,0,0,20,7,0
p26,2940,0,0,0,20,7,0
p26,3000,30,10,0,20,7,0
p26,3003,30,10,2,0,0,8
p26,3004,30,10,3,0,0,4
p26,3007,30,10,6,0,0,1
p26,3008,30,10,7,0,0,3
p26,3009,30,10,8,0,0,2
p26,3011,30,10,9,0,0,0
p26,3013,30,10,9,0,0,1
p26,3017,30,10,10,0,0,0
p26,3060,30,10,10,0,0,0
p26,3120,30,10,10,0,0,0
p26,3180,30,10,10,0,0,0
p26,3240,30,10,10,0,0,0
p26,3300,30,10,10,0,0,0
p26,3360,30,10,10,0,0,0
p26,3420,30,10,10,0,0,0
p26,3480,30,10,10,0,0,0
p26,3540,30,10,10,0,0,0
p26,3600,30,10,10,0,0,0
p26,3601,30,10,9,0,0,0
p26,3602,30,10,6,0,0,0
p26,3603,8,0,3,15,3,0
p26,3604,7,0,0,15,3,0
p26,3607,6,0,0,16,3,0
p26,3608,4,0,0,16,8,0
p26,3613,1,0,0,19,9,0
p26,3618,0,0,0,20,9,0
p26,3660,0,0,0,20,9,0
p26,3720,0,0,0,20,9,0
p26,3780,0,0,0,20,9,0
p26,3840,0,0,0,20,9,0
p26,3900,0,0,0,20,9,0
p26,3960,0,0,0,20,9,0
p26,4020,0,0,0,20,9,0
p26,4080,0,0,0,20,9,0
p26,4140,0,0,0,20,9,0
p26,4200,30,10,0,20,9,0
p26,4203,30,10,0,7,6,0
p26,4204,30,10,0,0,0,5
p26,4205,30,10,3,0,0,7
p26,4206,30,10,4,0,0,5
p26,4208,30,10,7,0,0,2
p26,4209,30,10,8,0,0,1
p26,4210,30,10,9,0,0,1
p26,4211,30,10,9,0,0,0
p26,4215,30,10,9,0,0,1
p26,4218,30,10,10,0,0,0
p26,4260,30,10,10,0,0,0
p26,4320,30,10,10,0,0,0
p26,4380,30,10,10,0,0,0
p26,4440,30,10,10,0,0,0
