id,t,dTot,dFed,rFed,oFed,sFed,rLoc,unat,unatP
p5,0,0,0,0,20,0,0,0,0
p5,5,30,10,0,0,0,20,10,1
p5,6,30,10,4,0,0,20,6,6
p5,7,30,10,3,0,0,20,7,6
p5,10,30,10,4,0,0,20,6,5
p5,11,30,10,7,0,0,20,3,3
p5,12,30,10,7,0,0,20,3,1
p5,16,30,10,8,0,0,20,2,2
p5,20,30,10,9,0,0,20,1,1
p5,21,30,10,10,0,0,20,0,0
p5,600,28,8,9,2,0,18,1,0
p5,601,28,8,7,0,0,20,1,0
p5,602,28,8,1,0,0,20,7,0
p5,603,28,8,0,0,0,20,8,0
p5,605,10,0,0,18,0,2,8,0
p5,606,10,0,0,10,0,10,0,0
p5,610,9,0,0,11,0,9,0,0
p5,611,6,0,0,14,0,6,0,0
p5,615,3,0,0,17,0,3,0,0
p5,616,2,0,0,18,0,2,0,0
p5,625,0,0,0,20,0,0,0,0
p5,1200,30,10,0,20,0,0,30,0
p5,1201,30,10,0,18,0,2,28,0
p5,1202,30,10,0,0,0,20,10,9
p5,1203,30,10,1,0,0,20,9,8
p5,1204,30,10,2,0,0,20,8,4
p5,1205,30,10,2,0,0,20,8,3
p5,1207,30,10,5,0,0,20,5,5
p5,1208,30,10,6,0,0,20,4,4
p5,1209,30,10,7,0,0,20,3,3
p5,1210,30,10,7,0,0,20,3,2
p5,1212,30,10,8,0,0,20,2,2
p5,1214,30,10,9,0,0,20,1,1
p5,1217,30,10,9,0,0,20,1,1
p5,1218,30,10,9,0,0,20,1,0
p5,1222,30,10,9,0,0,20,1,1
p5,1224,30,10,10,0,0,20,0,0
p5,1801,29,9,10,1,0,19,0,0
p5,1802,10,0,7,17,0,3,0,0
p5,1803,9,0,4,17,0,3,2,0
p5,1804,8,0,3,17,0,3,2,0
p5,1805,8,0,0,17,0,3,5,0
p5,1807,6,0,0,14,0,6,0,0
p5,1812,2,0,0,18,1,2,0,0
p5,1817,1,0,0,19,1,1,0,0
p5,1826,0,0,0,20,1,0,0,0
p5,2400,30,10,0,20,1,0,30,0
p5,2402,30,10,0,1,1,19,11,0
p5,2403,30,10,2,0,0,20,8,7
p5,2405,30,10,2,0,0,20,8,5
p5,2406,30,10,6,0,0,20,4,0
p5,2408,30,10,8,0,0,20,2,2
p5,2410,30,10,8,0,0,20,2,1
