id,t,dTot,dFed,rFed,oFed,sFed,rLoc,unat,unatP
p4,0,0,0,0,20,0,0,0,0
p4,5,30,10,1,0,0,20,9,4
p4,6,30,10,4,0,0,20,6,6
p4,7,30,10,4,0,0,20,6,5
p4,10,30,10,5,0,0,20,5,3
p4,11,30,10,6,0,0,20,4,3
p4,12,30,10,6,0,0,20,4,1
p4,15,30,10,7,0,0,20,3,0
p4,16,30,10,7,0,0,20,3,3
p4,17,30,10,7,0,0,20,3,1
p4,21,30,10,8,0,0,20,2,2
p4,22,30,10,9,0,0,20,1,0
p4,26,30,10,9,0,0,20,1,1
p4,27,30,10,9,0,0,20,1,0
p4,31,30,10,9,0,0,20,1,1
p4,32,30,10,9,0,0,20,1,0
p4,36,30,10,9,0,0,20,1,1
p4,41,30,10,10,0,0,20,0,0
p4,600,28,8,10,2,0,18,0,0
p4,601,28,8,8,0,0,20,0,0
p4,602,28,8,3,0,0,20,5,0
p4,603,28,8,2,0,0,20,6,0
p4,605,10,0,2,18,0,2,6,0
p4,606,9,0,0,13,3,7,2,0
p4,610,6,0,0,16,3,4,2,0
p4,611,5,0,0,15,3,5,0,0
p4,616,4,0,0,16,4,4,0,0
p4,621,3,0,0,17,4,3,0,0
p4,625,1,0,0,19,4,1,0,0
p4,645,0,0,0,20,4,0,0,0
p4,1200,30,10,0,20,4,0,30,0
p4,1201,30,10,0,1,0,19,11,0
p4,1202,30,10,1,0,0,20,9,8
p4,1203,30,10,2,0,0,20,8,6
p4,1204,30,10,6,0,0,20,4,0
p4,1207,30,10,7,0,0,20,3,3
p4,1208,30,10,8,0,0,20,2,1
p4,1212,30,10,9,0,0,20,1,1
p4,1217,30,10,9,0,0,20,1,1
p4,1220,30,10,9,0,0,20,1,0
p4,1222,30,10,9,0,0,20,1,1
p4,1223,30,10,9,0,0,20,1,0
p4,1227,30,10,9,0,0,20,1,1
p4,1228,30,10,10,0,0,20,0,0
p4,1801,11,0,10,19,0,1,0,0
p4,1802,9,0,8,19,1,1,0,0
p4,1803,8,0,5,19,1,1,2,0
p4,1804,4,0,0,19,1,1,3,0
p4,1807,4,0,0,16,4,4,0,0
p4,1812,1,0,0,19,5,1,0,0
p4,1817,1,0,0,19,6,1,0,0
p4,1832,0,0,0,20,6,0,0,0
p4,2400,30,10,0,20,6,0,30,0
p4,2402,30,10,0,0,0,20,10,10
p4,2405,30,10,1,0,0,20,9,9
p4,2406,30,10,5,0,0,20,5,1
p4,2407,30,10,5,0,0,20,5,5
p4,2408,30,10,5,0,0,20,5,3
p4,2411,30,10,5,0,0,20,5,1
p4,2412,30,10,6,0,0,20,4,4
p4,2415,30,10,6,0,0,20,4,3
p4,2416,30,10,8,0,0,20,2,1
p4,2417,30,10,8,0,0,20,2,2
p4,2420,30,10,9,0,0,20,1,1
p4,2421,30,10,9,0,0,20,1,0
p4,2422,30,10,9,0,0,20,1,1
