id,t,dTot,dFed,rFed,oFed,sFed,unat
p34,0,0,0,0,20,0,0
p34,5,0,0,0,20,1,0
p34,10,0,0,0,20,4,0
p34,20,0,0,0,20,5,0
p34,35,0,0,0,20,6,0
p34,60,0,0,0,20,6,0
p34,120,0,0,0,20,6,0
p34,180,0,0,0,20,6,0
p34,240,0,0,0,20,6,0
p34,300,0,0,0,20,6,0
p34,360,0,0,0,20,6,0
p34,420,0,0,0,20,6,0
p34,480,0,0,0,20,6,0
p34,540,0,0,0,20,6,0
p34,600,30,10,0,6,5,0
p34,601,30,10,0,0,0,10
p34,602,30,10,0,0,0,9
p34,603,30,10,0,0,0,6
p34,604,30,10,0,0,0,2
p34,606,30,10,0,0,0,10
p34,607,30,10,1,0,0,6
p34,608,30,10,3,0,0,3
p34,609,30,10,5,0,0,1
p34,610,30,10,7,0,0,0
p34,611,30,10,7,0,0,1
p34,613,30,10,8,0,0,0
p34,616,30,10,8,0,0,2
p34,618,30,10,9,0,0,1
p34,621,30,10,10,0,0,0
p34,660,30,10,10,0,0,0
p34,720,30,10,10,0,0,0
p34,780,30,10,10,0,0,0
p34,840,30,10,10,0,0,0
p34,900,30,10,10,0,0,0
p34,960,30,10,10,0,0,0
p34,1020,30,10,10,0,0,0
p34,1080,30,10,10,0,0,0
p34,1140,30,10,10,0,0,0
p34,1200,16,0,10,14,0,0
p34,1201,10,0,8,20,0,0
p34,1202,10,0,7,18,1,0
p34,1203,10,0,4,18,1,0
p34,1204,10,0,3,18,1,0
p34,1205,10,0,2,18,1,0
p34,1206,10,0,0,18,1,0
p34,1207,10,0,0,10,2,0
p34,1209,9,0,0,11,2,0
p34,1210,8,0,0,12,2,0
p34,1211,3,0,0,17,2,0
p34,1212,3,0,0,17,3,0
p34,1216,2,0,0,18,3,0
p34,1217,2,0,0,18,6,0
p34,1221,0,0,0,20,6,0
p34,1222,0,0,0,20,7,0
p34,1227,0,0,0,20,8,0
p34,1252,0,0,0,20,9,0
p34,1257,0,0,0,20,10,0
p34,1260,0,0,0,20,10,0
p34,1262,0,0,0,20,11,0
p34,1267,0,0,0,20,13,0
p34,1282,0,0,0,20,14,0
p34,1317,0,0,0,20,15,0
p34,1320,0,0,0,20,15,0
p34,1380,0,0,0,20,15,0
p34,1440,0,0,0,20,15,0
p34,1500,0,0,0,20,15,0
p34,1560,0,0,0,20,15,0
p34,1620,0,0,0,20,15,0
p34,1680,0,0,0,20,15,0
p34,1740,0,0,0,20,15,0
p34,1800,30,10,0,20,15,0
p34,1802,30,10,0,0,0,1
p34,1803,30,10,0,0,0,4
p34,1804,30,10,1,0,0,3
p34,1806,30,10,2,0,0,2
p34,1807,30,10,4,0,0,0
p34,1808,30,10,4,0,0,3
p34,1809,30,10,5,0,0,2
p34,1812,30,10,7,0,0,0
p34,1813,30,10,7,0,0,1
p34,1817,30,10,8,0,0,0
p34,1818,30,10,8,0,0,1
p34,1822,30,10,9,0,0,0
p34,1823,30,10,9,0,0,0
p34,1828,30,10,9,0,0,1
p34,1831,30,10,10,0,0,0
p34,1860,30,10,10,0,0,0
p34,1920,30,10,10,0,0,0
p34,1980,30,10,10,0,0,0
p34,2040,30,10,10,0,0,0
p34,2100,30,10,10,0,0,0
p34,2160,30,10,10,0,0,0
p34,2220,30,10,10,0,0,0
p34,2280,30,10,10,0,0,0
p34,2340,30,10,10,0,0,0
p34,2400,30,10,10,0,0,0
p34,2401,30,10,9,0,0,0
p34,2402,10,0,2,20,0,0
p34,2403,10,0,2,12,1,0
p34,2404,9,0,1,12,1,0
p34,2405,9,0,0,12,1,0
p34,2408,6,0,0,14,3,0
p34,2413,3,0,0,17,5,0
p34,2418,2,0,0,18,5,0
p34,2423,1,0,0,19,8,0
p34,2428,1,0,0,19,12,0
p34,2433,0,0,0,20,14,0
p34,2438,0,0,0,20,16,0
p34,2453,0,0,0,20,17,0
p34,2458,0,0,0,20,20,0
p34,2460,0,0,0,20,20,0
p34,2478,0,0,0,20,20,0
p34,2520,0,0,0,20,20,0
p34,2580,0,0,0,20,20,0
p34,2640,0,0,0,20,20,0
p34,2700,0,0,0,20,20,0
p34,2760,0,0,0,20,20,0
p34,2820,0,0,0,20,20,0
p34,2880,0,0,0,20,20,0
p34,2940,0,0,0,20,20,0
p34,3000,30,10,0,20,20,0
p34,3003,30,10,0,12,11,0
p34,3004,30,10,0,0,0,1
p34,3005,30,10,0,0,0,3
p34,3006,30,10,1,0,0,2
p34,3009,30,10,2,0,0,0
p34,3010,30,10,3,0,0,3
p34,3012,30,10,4,0,0,2
p34,3014,30,10,6,0,0,0
p34,3015,30,10,7,0,0,1
p34,3016,30,10,7,0,0,0
p34,3020,30,10,9,0,0,1
p34,3023,30,10,10,0,0,0
p34,3060,30,10,10,0,0,0
p34,3120,30,10,10,0,0,0
p34,3180,30,10,10,0,0,0
p34,3240,30,10,10,0,0,0
p34,3300,30,10,10,0,0,0
p34,3360,30,10,10,0,0,0
p34,3420,30,10,10,0,0,0
p34,3480,30,10,10,0,0,0
p34,3540,30,10,10,0,0,0
p34,3600,30,10,10,0,0,0
p34,3601,30,10,7,0,0,0
p34,3602,30,10,5,0,0,0
p34,3603,22,2,4,8,0,0
p34,3604,10,0,2,20,0,0
p34,3605,10,0,0,11,1,0
p34,3610,9,0,0,12,1,0
p34,3615,4,0,0,16,5,0
p34,3620,3,0,0,17,6,0
p34,3625,0,0,0,20,6,0
p34,3635,0,0,0,20,8,0
p34,3660,0,0,0,20,8,0
p34,3720,0,0,0,20,8,0
p34,3780,0,0,0,20,8,0
p34,3840,0,0,0,20,8,0
p34,3900,0,0,0,20,8,0
p34,3960,0,0,0,20,8,0
p34,4020,0,0,0,20,8,0
p34,4080,0,0,0,20,8,0
p34,4140,0,0,0,20,8,0
p34,4200,30,10,0,0,0,10
p34,4201,30,10,0,0,0,4
p34,4203,30,10,1,0,0,3
p34,4205,30,10,1,0,0,1
p34,4206,30,10,2,0,0,5
p34,4207,30,10,4,0,0,3
p34,4208,30,10,5,0,0,2
p34,4209,30,10,6,0,0,0
p34,4211,30,10,6,0,0,2
p34,4212,30,10,8,0,0,0
p34,4216,30,10,8,0,0,1
p34,4219,30,10,9,0,0,0
p34,4221,30,10,9,0,0,1
p34,4222,30,10,10,0,0,0
p34,4260,30,10,10,0,0,0
p34,4320,30,10,10,0,0,0
p34,4380,30,10,10,0,0,0
p34,4440,30,10,10,0,0,0
p34,4500,30,10,10,0,0,0
p34,4560,30,10,10,0,0,0
p34,4620,30,10,10,0,0,0
