id,t,dTot,dFed,rFed,oFed,sFed,unat
p25,0,0,0,0,20,0,0
p25,6,0,0,0,20,1,0
p25,11,0,0,0,20,4,0
p25,16,0,0,0,20,7,0
p25,21,0,0,0,20,11,0
p25,26,0,0,0,20,12,0
p25,31,0,0,0,20,13,0
p25,60,0,0,0,20,13,0
p25,61,0,0,0,20,14,0
p25,120,0,0,0,20,14,0
p25,180,0,0,0,20,14,0
p25,240,0,0,0,20,14,0
p25,300,0,0,0,20,14,0
p25,360,0,0,0,20,14,0
p25,420,0,0,0,20,14,0
p25,480,0,0,0,20,14,0
p25,540,0,0,0,20,14,0
p25,600,30,10,0,20,14,0
p25,601,30,10,0,7,7,0
p25,602,30,10,0,0,0,10
p25,603,30,10,0,0,0,9
p25,604,30,10,0,0,0,4
p25,606,30,10,1,0,0,3
p25,607,30,10,2,0,0,8
p25,608,30,10,2,0,0,5
p25,609,30,10,5,0,0,2
p25,610,30,10,7,0,0,1
p25,612,30,10,7,0,0,3
p25,615,30,10,7,0,0,1
p25,617,30,10,8,0,0,2
p25,619,30,10,9,0,0,1
p25,620,30,10,10,0,0,0
p25,660,30,10,10,0,0,0
p25,720,30,10,10,0,0,0
p25,780,30,10,10,0,0,0
p25,840,30,10,10,0,0,0
p25,900,30,10,10,0,0,0
p25,960,30,10,10,0,0,0
p25,1020,30,10,10,0,0,0
p25,1080,30,10,10,0,0,0
p25,1140,30,10,10,0,0,0
p25,1200,30,10,10,0,0,0
p25,1201,17,0,9,13,0,0
p25,1202,10,0,8,20,0,0
p25,1203,10,0,7,17,3,0
p25,1204,10,0,5,17,3,0
p25,1205,10,0,3,17,3,0
p25,1206,10,0,0,17,3,0
p25,1207,10,0,0,17,0,0
p25,1208,9,0,0,11,0,0
p25,1211,8,0,0,12,0,0
p25,1212,6,0,0,14,0,0
p25,1213,3,0,0,17,2,0
p25,1217,2,0,0,18,2,0
p25,1218,1,0,0,19,2,0
p25,1223,0,0,0,20,4,0
p25,1260,0,0,0,20,4,0
p25,1263,0,0,0,20,5,0
p25,1320,0,0,0,20,5,0
p25,1380,0,0,0,20,5,0
p25,1440,0,0,0,20,5,0
p25,1500,0,0,0,20,5,0
p25,1560,0,0,0,20,5,0
p25,1620,0,0,0,20,5,0
p25,1680,0,0,0,20,5,0
p25,1740,0,0,0,20,5,0
p25,1800,30,10,0,20,5,0
p25,1803,30,10,0,0,0,3
p25,1804,30,10,1,0,0,4
p25,1806,30,10,2,0,0,3
p25,1807,30,10,4,0,0,1
p25,1808,30,10,5,0,0,0
p25,1809,30,10,6,0,0,4
p25,1812,30,10,9,0,0,1
p25,1813,30,10,10,0,0,0
p25,1860,30,10,10,0,0,0
p25,1920,30,10,10,0,0,0
p25,1980,30,10,10,0,0,0
p25,2040,30,10,10,0,0,0
p25,2100,30,10,10,0,0,0
p25,2160,30,10,10,0,0,0
p25,2220,30,10,10,0,0,0
p25,2280,30,10,10,0,0,0
p25,2340,30,10,10,0,0,0
p25,2400,30,10,10,0,0,0
p25,2402,30,10,8,0,0,0
p25,2403,19,0,2,11,0,0
p25,2404,9,0,1,12,3,0
p25,2405,9,0,0,12,3,0
p25,2408,7,0,0,14,3,0
p25,2409,5,0,0,15,5,0
p25,2413,4,0,0,16,5,0
p25,2414,0,0,0,20,10,0
p25,2424,0,0,0,20,11,0
p25,2429,0,0,0,20,12,0
p25,2434,0,0,0,20,13,0
p25,2449,0,0,0,20,14,0
p25,2459,0,0,0,20,15,0
p25,2460,0,0,0,20,15,0
p25,2520,0,0,0,20,15,0
p25,2580,0,0,0,20,15,0
p25,2640,0,0,0,20,15,0
p25,2700,0,0,0,20,15,0
p25,2760,0,0,0,20,15,0
p25,2820,0,0,0,20,15,0
p25,2880,0,0,0,20,15,0
p25,2940,0,0,0,20,15,0
p25,3000,30,10,0,20,15,0
p25,3004,30,10,0,11,11,0
p25,3005,30,10,0,0,0,3
p25,3006,30,10,0,0,0,7
p25,3008,30,10,2,0,0,5
p25,3009,30,10,4,0,0,2
p25,3010,30,10,5,0,0,1
p25,3011,30,10,5,0,0,4
p25,3013,30,10,6,0,0,3
p25,3014,30,10,8,0,0,0
p25,3016,30,10,9,0,0,1
p25,3018,30,10,10,0,0,0
p25,3060,30,10,10,0,0,0
p25,3120,30,10,10,0,0,0
p25,3180,30,10,10,0,0,0
p25,3240,30,10,10,0,0,0
p25,3300,30,10,10,0,0,0
p25,3360,30,10,10,0,0,0
p25,3420,30,10,10,0,0,0
p25,3480,30,10,10,0,0,0
p25,3540,30,10,10,0,0,0
p25,3600,30,10,10,0,0,0
p25,3601,30,10,9,0,0,1
p25,3602,30,10,8,0,0,1
p25,3603,30,10,4,0,0,1
p25,3604,21,1,0,9,0,1
p25,3605,10,0,0,20,0,0
p25,3606,10,0,0,10,1,0
p25,3611,6,0,0,14,2,0
p25,3616,2,0,0,18,5,0
p25,3621,0,0,0,20,7,0
p25,3626,0,0,0,20,8,0
p25,3636,0,0,0,20,9,0
p25,3660,0,0,0,20,9,0
p25,3661,0,0,0,20,10,0
p25,3676,0,0,0,20,11,0
p25,3681,0,0,0,20,12,0
p25,3720,0,0,0,20,12,0
p25,3726,0,0,0,20,11,0
p25,3780,0,0,0,20,11,0
p25,3840,0,0,0,20,11,0
p25,3900,0,0,0,20,11,0
p25,3960,0,0,0,20,11,0
p25,4020,0,0,0,20,11,0
p25,4080,0,0,0,20,11,0
p25,4140,0,0,0,20,11,0
p25,4200,30,10,0,20,11,0
p25,4201,30,10,0,14,11,0
p25,4202,30,10,0,3,3,0
p25,4203,30,10,1,0,0,4
p25,4204,30,10,2,0,0,3
p25,4205,30,10,3,0,0,2
p25,4207,30,10,5,0,0,0
p25,4208,30,10,5,0,0,4
p25,4209,30,10,5,0,0,3
p25,4210,30,10,6,0,0,2
p25,4212,30,10,7,0,0,1
p25,4213,30,10,8,0,0,2
p25,4215,30,10,8,0,0,1
p25,4217,30,10,9,0,0,0
p25,4218,30,10,9,0,0,1
p25,4223,30,10,10,0,0,0
p25,4260,30,10,10,0,0,0
p25,4320,30,10,10,0,0,0
p25,4380,30,10,10,0,0,0
p25,4440,30,10,10,0,0,0
p25,4500,30,10,10,0,0,0
p25,4560,30,10,10,0,0,0
p25,4620,30,10,10,0,0,0
p25,4680,30,10,10,0,0,0
p25,4740,30,10,10,0,0,0
p25,4800,30,10,10,0,0,0
p25,4801,24,4,10,6,0,0
p25,4802,13,0,7,17,0,0
p25,4803,10,0,4,20,0,0
p25,4804,8,0,2,14,1,0
p25,4805,7,0,0,14,1,0
p25,4808,6,0,0,15,1,0
p25,4809,5,0,0,15,5,0
