id,t,dTot,dFed,rFed,oFed,sFed,unat
p5,0,0,0,0,20,0,0
p5,5,30,10,0,5,0,0
p5,6,30,10,0,0,0,3
p5,7,30,10,1,0,0,9
p5,10,30,10,2,0,0,8
p5,11,30,10,4,0,0,5
p5,12,30,10,5,0,0,5
p5,13,30,10,5,0,0,0
p5,17,30,10,5,0,0,5
p5,18,30,10,5,0,0,4
p5,19,30,10,5,0,0,3
p5,21,30,10,6,0,0,2
p5,22,30,10,7,0,0,3
p5,25,30,10,8,0,0,2
p5,27,30,10,9,0,0,1
p5,31,30,10,10,0,0,0
p5,60,30,10,10,0,0,0
p5,120,30,10,10,0,0,0
p5,180,30,10,10,0,0,0
p5,240,30,10,10,0,0,0
p5,300,30,10,10,0,0,0
p5,360,30,10,10,0,0,0
p5,420,30,10,10,0,0,0
p5,480,30,10,10,0,0,0
p5,540,30,10,10,0,0,0
p5,600,28,8,10,2,0,0
p5,601,28,8,9,2,0,0
p5,602,28,8,4,2,0,0
p5,603,28,8,2,0,0,4
p5,604,28,8,2,0,0,3
p5,605,17,0,2,11,0,3
p5,606,10,0,0,18,0,2
p5,608,10,0,0,12,5,0
p5,610,10,0,0,12,3,0
p5,612,9,0,0,13,3,0
p5,613,8,0,0,12,3,0
p5,618,6,0,0,14,3,0
p5,623,4,0,0,16,3,0
p5,627,3,0,0,17,3,0
p5,628,2,0,0,18,3,0
p5,633,1,0,0,19,3,0
p5,638,0,0,0,20,3,0
p5,660,0,0,0,20,3,0
p5,720,0,0,0,20,3,0
p5,780,0,0,0,20,3,0
p5,840,0,0,0,20,3,0
p5,900,0,0,0,20,3,0
p5,960,0,0,0,20,3,0
p5,1020,0,0,0,20,3,0
p5,1080,0,0,0,20,3,0
p5,1140,0,0,0,20,3,0
p5,1200,30,10,0,20,3,0
p5,1203,30,10,0,0,0,2
p5,1204,30,10,0,0,0,4
p5,1205,30,10,1,0,0,2
p5,1206,30,10,1,0,0,0
p5,1209,30,10,1,0,0,7
p5,1210,30,10,1,0,0,5
p5,1211,30,10,1,0,0,3
p5,1212,30,10,1,0,0,2
p5,1213,30,10,1,0,0,0
p5,1214,30,10,1,0,0,2
p5,1217,30,10,2,0,0,0
p5,1219,30,10,2,0,0,5
p5,1220,30,10,3,0,0,4
p5,1222,30,10,4,0,0,2
p5,1223,30,10,4,0,0,0
p5,1224,30,10,4,0,0,2
p5,1227,30,10,4,0,0,1
p5,1228,30,10,4,0,0,0
p5,1229,30,10,4,0,0,6
p5,1231,30,10,4,0,0,4
p5,1232,30,10,5,0,0,0
p5,1234,30,10,6,0,0,3
p5,1235,30,10,6,0,0,2
p5,1236,30,10,6,0,0,1
p5,1237,30,10,6,0,0,0
p5,1239,30,10,6,0,0,1
