id,t,dTot,dFed,rFed,oFed,sFed,unat
p16,0,0,0,0,20,0,0
p16,1,30,10,0,18,0,0
p16,6,30,10,0,6,0,0
p16,7,30,10,0,0,0,6
p16,8,30,10,0,0,0,10
p16,11,30,10,2,0,0,7
p16,12,30,10,3,0,0,5
p16,13,30,10,3,0,0,2
p16,17,30,10,4,0,0,0
p16,18,30,10,4,0,0,4
p16,20,30,10,5,0,0,3
p16,22,30,10,7,0,0,1
p16,23,30,10,7,0,0,1
p16,26,30,10,7,0,0,0
p16,28,30,10,7,0,0,2
p16,33,30,10,7,0,0,3
p16,35,30,10,8,0,0,2
p16,37,30,10,9,0,0,0
p16,38,30,10,9,0,0,1
p16,42,30,10,10,0,0,0
p16,60,30,10,10,0,0,0
p16,120,30,10,10,0,0,0
p16,180,30,10,10,0,0,0
p16,240,30,10,10,0,0,0
p16,300,30,10,10,0,0,0
p16,360,30,10,10,0,0,0
p16,420,30,10,10,0,0,0
p16,480,30,10,10,0,0,0
p16,540,30,10,10,0,0,0
p16,600,30,10,10,0,0,0
p16,601,28,8,8,2,0,0
p16,602,28,8,3,2,0,0
p16,603,28,8,0,2,0,0
p16,604,28,8,0,0,0,8
p16,606,16,0,0,12,0,8
p16,607,10,0,1,18,0,7
p16,608,10,0,1,18,0,5
p16,609,10,0,2,18,7,4
p16,610,10,0,5,16,15,0
p16,615,10,0,5,15,15,0
p16,616,9,0,4,15,15,0
p16,618,8,0,4,16,15,0
p16,619,7,0,3,16,13,0
p16,620,7,0,3,16,16,0
p16,624,6,0,3,17,16,0
p16,629,4,0,1,17,15,0
p16,630,3,0,1,18,16,0
p16,638,2,0,1,19,16,0
p16,645,1,0,1,20,16,0
p16,648,0,0,0,20,16,0
p16,660,0,0,0,20,16,0
p16,720,0,0,0,20,16,0
p16,780,0,0,0,20,16,0
p16,840,0,0,0,20,16,0
p16,900,0,0,0,20,16,0
p16,960,0,0,0,20,16,0
p16,1020,0,0,0,20,16,0
p16,1080,0,0,0,20,16,0
p16,1140,0,0,0,20,16,0
p16,1200,30,10,0,19,16,0
p16,1205,30,10,0,16,15,0
p16,1206,30,10,0,0,0,6
p16,1207,30,10,2,0,0,6
p16,1208,30,10,3,0,0,5
p16,1209,30,10,4,0,0,4
p16,1210,30,10,4,0,0,3
p16,1211,30,10,4,0,0,0
p16,1212,30,10,4,0,0,5
p16,1214,30,10,6,0,0,3
p16,1217,30,10,8,0,0,2
p16,1222,30,10,9,0,0,1
p16,1226,30,10,9,0,0,0
p16,1227,30,10,9,0,0,1
p16,1232,30,10,10,0,0,0
p16,1260,30,10,10,0,0,0
p16,1320,30,10,10,0,0,0
p16,1380,30,10,10,0,0,0
p16,1440,30,10,10,0,0,0
p16,1500,30,10,10,0,0,0
p16,1560,30,10,10,0,0,0
p16,1620,30,10,10,0,0,0
p16,1680,30,10,10,0,0,0
p16,1740,30,10,10,0,0,0
p16,1800,29,9,10,1,0,0
p16,1802,29,9,6,0,0,0
p16,1803,29,9,3,0,0,0
p16,1804,29,9,1,0,0,0
p16,1805,26,6,0,3,0,0
