id,t,dTot,dFed,rFed,oFed,sFed,unat
p40,0,0,0,0,20,0,0
p40,6,0,0,0,20,1,0
p40,16,0,0,0,20,2,0
p40,21,0,0,0,20,3,0
p40,26,0,0,0,20,4,0
p40,31,0,0,0,20,5,0
p40,60,0,0,0,20,5,0
p40,120,0,0,0,20,5,0
p40,180,0,0,0,20,5,0
p40,240,0,0,0,20,5,0
p40,300,0,0,0,20,5,0
p40,360,0,0,0,20,5,0
p40,420,0,0,0,20,5,0
p40,480,0,0,0,20,5,0
p40,540,0,0,0,20,5,0
p40,600,30,10,0,20,5,0
p40,601,30,10,0,0,0,2
p40,602,30,10,0,0,0,10
p40,603,30,10,0,0,0,5
p40,604,30,10,0,0,0,2
p40,607,30,10,1,0,0,8
p40,608,30,10,1,0,0,6
p40,609,30,10,5,0,0,2
p40,610,30,10,6,0,0,1
p40,611,30,10,5,0,0,0
p40,612,30,10,5,0,0,2
p40,615,30,10,5,0,0,0
p40,617,30,10,5,0,0,3
p40,618,30,10,6,0,0,2
p40,620,30,10,6,0,0,0
p40,622,30,10,6,0,0,1
p40,625,30,10,7,0,0,0
p40,627,30,10,7,0,0,3
p40,630,30,10,10,0,0,0
p40,660,30,10,10,0,0,0
p40,720,30,10,10,0,0,0
p40,780,30,10,10,0,0,0
p40,840,30,10,10,0,0,0
p40,900,30,10,10,0,0,0
p40,960,30,10,10,0,0,0
p40,1020,30,10,10,0,0,0
p40,1080,30,10,10,0,0,0
p40,1140,30,10,10,0,0,0
p40,1200,30,10,10,0,0,0
p40,1201,10,0,9,20,0,0
p40,1202,10,0,8,20,0,0
p40,1203,10,0,7,18,2,0
p40,1205,10,0,2,18,2,0
p40,1206,10,0,0,18,2,0
p40,1207,9,0,0,19,1,0
p40,1208,9,0,0,11,4,0
p40,1212,6,0,0,14,4,0
p40,1213,6,0,0,14,7,0
p40,1216,5,0,0,15,7,0
p40,1218,5,0,0,15,9,0
p40,1222,4,0,0,16,9,0
p40,1226,2,0,0,18,9,0
p40,1228,2,0,0,18,10,0
p40,1232,0,0,0,20,10,0
p40,1248,0,0,0,20,11,0
p40,1258,0,0,0,20,12,0
p40,1260,0,0,0,20,12,0
p40,1278,0,0,0,20,13,0
p40,1320,0,0,0,20,13,0
p40,1323,0,0,0,20,14,0
