t,kappa,nof,cycle
0,0.0,sdnof,10
1,0.03647798742138365,sdnof,10
5,0.1520912547528517,sdnof,10
30,0.6884681583476764,sdnof,10
31,0.8676789587852495,sdnof,10
32,0.8791208791208791,sdnof,10
35,0.9779951100244498,sdnof,10
36,1.0,sdnof,10
61,1.0,sdnof,10
62,1.0,sdnof,10
91,1.0,sdnof,10
92,1.0,sdnof,10
121,1.0,sdnof,10
122,1.0,sdnof,10
152,1.0,sdnof,10
182,1.0,sdnof,10
212,1.0,sdnof,10
242,1.0,sdnof,10
600,1.2619047619047619,sdnof,10
601,1.8179669030732861,sdnof,10
602,2.0783783783783782,sdnof,10
603,2.606779661016949,sdnof,10
604,3.1260162601626016,sdnof,10
605,3.6698564593301435,sdnof,10
606,5.226027397260274,sdnof,10
607,9.419753086419753,sdnof,10
608,16.23404255319149,sdnof,10
609,21.8,sdnof,10
630,9.931506849315069,sdnof,10
631,3.654970760233918,sdnof,10
632,2.0553359683794468,sdnof,10
633,2.169811320754717,sdnof,10
634,3.3955223880597014,sdnof,10
635,4.224299065420561,sdnof,10
636,5.093023255813954,sdnof,10
637,6.883333333333334,sdnof,10
638,7.6923076923076925,sdnof,10
639,8.0,sdnof,10
657,7.8431372549019605,sdnof,10
658,7.6923076923076925,sdnof,10
660,7.407407407407407,sdnof,10
661,6.779661016949152,sdnof,10
662,5.797101449275362,sdnof,10
663,5.714285714285714,sdnof,10
664,5.797101449275362,sdnof,10
665,6.153846153846154,sdnof,10
666,6.25,sdnof,10
667,8.51063829787234,sdnof,10
668,9.75609756097561,sdnof,10
669,16.0,sdnof,10
686,14.814814814814815,sdnof,10
687,12.121212121212121,sdnof,10
688,8.695652173913043,sdnof,10
689,7.8431372549019605,sdnof,10
690,6.666666666666667,sdnof,10
691,4.878048780487805,sdnof,10
692,3.6363636363636362,sdnof,10
693,3.252032520325203,sdnof,10
694,3.053435114503817,sdnof,10
695,2.962962962962963,sdnof,10
696,2.9197080291970803,sdnof,10
697,2.985074626865672,sdnof,10
698,2.985074626865672,sdnof,10
699,3.007518796992481,sdnof,10
717,2.985074626865672,sdnof,10
718,2.8776978417266186,sdnof,10
719,2.797202797202797,sdnof,10
720,2.7027027027027026,sdnof,10
721,2.6490066225165565,sdnof,10
722,2.4096385542168677,sdnof,10
723,2.3391812865497075,sdnof,10
724,2.2857142857142856,sdnof,10
725,2.2346368715083798,sdnof,10
726,2.1390374331550803,sdnof,10
727,2.1164021164021163,sdnof,10
728,2.0618556701030926,sdnof,10
729,2.0618556701030926,sdnof,10
746,1.9801980198019802,sdnof,10
747,1.8957345971563981,sdnof,10
748,1.7857142857142858,sdnof,10
749,1.6194331983805668,sdnof,10
750,1.492537313432836,sdnof,10
751,1.3745704467353952,sdnof,10
752,1.21580547112462,sdnof,10
753,1.1363636363636365,sdnof,10
754,1.1019283746556474,sdnof,10
755,1.0899182561307903,sdnof,10
756,1.0781671159029649,sdnof,10
757,1.075268817204301,sdnof,10
758,1.0695187165775402,sdnof,10
759,1.0695187165775402,sdnof,10
781,1.0666666666666667,sdnof,10
