t,kappa,nof,cycle
0,0.0,sdnof,60
1,0.15170670037926676,sdnof,60
30,0.690846286701209,sdnof,60
31,0.963855421686747,sdnof,60
32,1.0,sdnof,60
61,1.0,sdnof,60
91,1.0,sdnof,60
92,1.0,sdnof,60
121,1.0,sdnof,60
122,1.0,sdnof,60
152,1.0,sdnof,60
182,1.0,sdnof,60
212,1.0,sdnof,60
242,1.0,sdnof,60
3600,1.5420560747663552,sdnof,60
3601,1.7586206896551724,sdnof,60
3605,1.762672811059908,sdnof,60
3606,1.8842364532019704,sdnof,60
3607,2.125,sdnof,60
3608,2.4757281553398056,sdnof,60
3609,3.0357142857142856,sdnof,60
3610,3.7135922330097086,sdnof,60
3611,5.425531914893617,sdnof,60
3612,7.65,sdnof,60
3613,11.953125,sdnof,60
3614,17.790697674418606,sdnof,60
3615,21.857142857142858,sdnof,60
3630,8.63855421686747,sdnof,60
3631,3.04040404040404,sdnof,60
3632,1.7127272727272727,sdnof,60
3633,1.639344262295082,sdnof,60
3634,3.125,sdnof,60
3635,3.9603960396039604,sdnof,60
3636,6.451612903225806,sdnof,60
3637,15.384615384615385,sdnof,60
3638,Infinity,sdnof,60
3639,Infinity,sdnof,60
3654,100.0,sdnof,60
3655,57.142857142857146,sdnof,60
3656,50.0,sdnof,60
3665,50.0,sdnof,60
3681,44.44444444444444,sdnof,60
3683,21.05263157894737,sdnof,60
3684,11.428571428571429,sdnof,60
3685,8.16326530612245,sdnof,60
3686,5.333333333333333,sdnof,60
3687,3.7383177570093458,sdnof,60
3688,3.3057851239669422,sdnof,60
3689,3.007518796992481,sdnof,60
3690,2.816901408450704,sdnof,60
3691,2.7210884353741496,sdnof,60
3692,2.6143790849673203,sdnof,60
3693,2.6143790849673203,sdnof,60
3694,2.6143790849673203,sdnof,60
3695,2.6143790849673203,sdnof,60
3696,2.6143790849673203,sdnof,60
3697,2.6143790849673203,sdnof,60
3698,2.6143790849673203,sdnof,60
3710,2.5974025974025974,sdnof,60
3711,2.5641025641025643,sdnof,60
3712,2.5316455696202533,sdnof,60
3714,2.5157232704402515,sdnof,60
3715,2.4691358024691357,sdnof,60
3716,2.4539877300613497,sdnof,60
3717,2.4390243902439024,sdnof,60
3725,2.4390243902439024,sdnof,60
3726,2.4390243902439024,sdnof,60
3727,2.4390243902439024,sdnof,60
3728,2.4390243902439024,sdnof,60
3729,2.4390243902439024,sdnof,60
3730,2.4390243902439024,sdnof,60
3740,2.366863905325444,sdnof,60
3741,2.247191011235955,sdnof,60
3742,2.0618556701030926,sdnof,60
3743,1.9047619047619047,sdnof,60
3744,1.6597510373443984,sdnof,60
3745,1.4134275618374559,sdnof,60
3746,1.3071895424836601,sdnof,60
3747,1.183431952662722,sdnof,60
3748,1.1111111111111112,sdnof,60
3749,1.0869565217391304,sdnof,60
3750,1.0781671159029649,sdnof,60
3751,1.0610079575596818,sdnof,60
3752,1.0526315789473684,sdnof,60
3753,1.0526315789473684,sdnof,60
3754,1.0526315789473684,sdnof,60
3755,1.0526315789473684,sdnof,60
3757,1.0526315789473684,sdnof,60
3758,1.0526315789473684,sdnof,60
3759,1.0526315789473684,sdnof,60
3760,1.0526315789473684,sdnof,60
3777,1.0498687664041995,sdnof,60
